N	2gram	Ircho_Kome_3	Istorich
1	и в	22	26
2	т е	16	22
3	так как	11	18
4	никогда не	3	13
5	потому что	10	13
6	что в	5	12
7	таким образом	12	12
8	в том	12	12
9	и на	2	12
10	в этом	8	12
11	может быть	6	11
12	с другой	4	10
13	в образе	2	10
14	том что	13	10
15	и т	4	10
16	и не	21	10
17	не только	5	10
18	представление о	2	9
19	что он	8	9
20	еще не	6	9
21	но и	4	9
22	в нем	3	8
23	все же	4	8
24	вместе с	9	8
25	другой стороны	2	8
26	и это	2	8
27	с ним	5	8
28	с одной	3	7
29	мы можем	3	7
30	одной стороны	3	7
31	и его	6	7
32	у него	4	7
33	о том	8	7
34	но в	5	7
35	этом случае	2	6
36	то что	4	6
37	как в	2	6
38	не может	3	6
39	после чего	2	6
40	и с	4	6
41	как он	3	6
42	мы не	2	6
43	как и	3	5
44	в ней	4	5
45	в его	8	5
46	то это	5	5
47	не будет	2	5
48	так и	4	5
49	то же	7	5
50	и что	6	5
51	как это	5	5
52	тем что	5	5
53	в то	6	5
54	его в	8	5
55	и этим	3	5
56	с тем	4	4
57	это не	2	4
58	прежде всего	5	4
59	с его	3	4
60	до сих	9	4
61	все что	3	4
62	на его	2	4
63	как бы	3	4
64	что и	8	4
65	сих пор	9	4
66	после этого	2	4
67	как мы	2	4
68	и он	2	4
69	а также	2	4
70	в других	3	4
71	себе в	3	4
72	и ее	2	3
73	если бы	8	3
74	в частности	3	3
75	в них	3	3
76	в одном	2	3
77	если он	2	3
78	к этому	6	3
79	так что	6	3
80	не в	4	3
81	к концу	2	3
82	в качестве	2	3
83	то время	2	3
84	она не	2	3
85	том как	3	3
86	наряду с	2	3
87	от того	2	3
88	один из	3	3
89	когда он	4	3
90	в своей	5	3
91	из этого	2	3
92	что она	4	3
93	со стороны	11	3
94	а в	7	3
95	при этом	7	3
96	к своему	2	3
97	из которых	2	3
98	время как	2	3
99	в своих	2	3
100	их в	3	3
101	в себе	4	3
102	не было	2	3
103	далеко не	3	3
104	с этой	3	2
105	все время	2	2
106	о чем	7	2
107	обращается к	3	2
108	однако в	4	2
109	от нее	3	2
110	в своем	8	2
111	того же	6	2
112	здесь и	2	2
113	с этим	3	2
114	вовсе не	4	2
115	стороны и	2	2
116	на то	3	2
117	к тому	6	2
118	мы знаем	2	2
119	он был	4	2
120	по отношению	5	2
121	но все	4	2
122	что они	2	2
123	так же	4	2
124	и хотя	2	2
125	что мы	2	2
126	было бы	3	2
127	и сам	5	2
128	не так	3	2
129	в свое	2	2
130	начиная от	2	2
131	всяком случае	3	2
132	ни одной	2	2
133	здесь нет	4	2
134	отношению к	3	2
135	не имеет	3	2
136	ни в	10	2
137	на него	4	2
138	целый ряд	2	2
139	он не	5	2
140	только что	7	2
141	человека в	2	2
142	могло быть	2	2
143	а не	4	2
144	что не	3	2
145	в уже	2	2
146	его не	2	2
147	можно было	2	2
148	людей и	2	2
149	во всяком	3	2
150	в руки	2	2
151	что касается	2	2
152	он и	2	2
153	к себе	5	2
154	в которых	5	2
155	представляет собой	3	2
156	из его	2	2
157	видно что	2	2
158	по всему	3	2
159	в этой	3	2
160	здесь не	2	2
161	ничего не	3	2
162	нет ни	2	2
163	е в	2	2
164	но при	2	2
