N	2gram	Bakhtin_Pr_3	Analitik
1	может быть	12	29
2	в том	14	27
3	не может	2	22
4	и не	15	21
5	и в	53	18
6	а не	11	17
7	но и	7	17
8	не только	4	15
9	не в	2	14
10	как и	11	13
11	в его	8	13
12	в этом	8	13
13	том что	5	12
14	при этом	3	12
15	в себе	5	11
16	то есть	48	11
17	но не	5	10
18	то же	6	9
19	а в	2	9
20	в то	5	9
21	в мире	5	8
22	в той	2	8
23	но в	5	8
24	времени и	2	6
25	это не	6	6
26	прежде всего	15	6
27	же время	5	6
28	в самом	2	6
29	в сущности	10	6
30	далеко не	2	6
31	то что	9	6
32	в своей	3	6
33	в себя	6	6
34	по отношению	2	6
35	в основе	5	6
36	точки зрения	4	6
37	по своей	9	6
38	только в	4	6
39	что в	2	5
40	как бы	14	5
41	в их	2	5
42	и т.п	31	5
43	и его	10	5
44	между тем	2	5
45	и на	18	5
46	о том	2	5
47	и более	2	4
48	могут быть	4	4
49	себя и	2	4
50	с другой	2	4
51	в литературе	5	4
52	тому же	2	4
53	большей или	3	4
54	того же	2	4
55	в области	3	4
56	вместе с	2	4
57	так и	6	4
58	именно в	2	4
59	с точки	2	4
60	с другими	3	4
61	или меньшей	3	4
62	с ним	2	4
63	человека к	3	4
64	место в	2	3
65	том числе	11	3
66	с его	2	3
67	и одновременно	4	3
68	хотя бы	2	3
69	и все	10	3
70	в собственном	2	3
71	в нем	10	3
72	и к	5	3
73	что он	4	3
74	еще не	5	3
75	одним из	3	3
76	он не	3	3
77	что и	3	3
78	таким образом	6	3
79	в таком	2	3
80	более того	6	3
81	как будто	2	3
82	как он	2	3
83	а также	4	3
84	своего рода	3	3
85	на все	2	2
86	никогда не	2	2
87	все эти	9	2
88	бытия и	2	2
89	вовсе не	3	2
90	что именно	2	2
91	можно сказать	8	2
92	в начале	2	2
93	и потому	5	2
94	соответствии с	2	2
95	отношение к	6	2
96	было бы	5	2
97	несмотря на	2	2
98	на его	3	2
99	не могу	3	2
100	при всей	2	2
101	каждом из	3	2
102	не о	2	2
103	один из	6	2
104	утрачивает свою	2	2
105	из них	4	2
106	но к	3	2
107	и до	5	2
108	здесь не	4	2
109	той же	5	2
110	в двух	2	2
111	и по	3	2
112	особенно в	4	2
113	как мы	5	2
114	на основе	2	2
115	также и	4	2
116	тем более	2	2
117	и заключается	2	2
118	нет ничего	2	2
119	исторической поэтики	2	2
120	так как	7	2
121	потому что	5	2
122	в которой	2	2
123	в сознании	2	2
124	и с	6	2
125	мире и	2	2
