N	3gram	Vygotskiy__3	Myslijsy
1	в том что	11	7
2	до такой степени	3	5
3	о том что	3	5
4	то же самое	8	4
5	и в этом	3	4
6	до сих пор	5	4
7	и то что	3	4
8	и т п	5	4
9	для того чтобы	8	4
10	на то что	12	4
11	мы не можем	2	3
12	не то что	2	3
13	во всяком случае	2	3
14	с точки зрения	9	3
15	вместе с тем	2	3
16	и т д	4	3
17	на самом деле	2	3
18	то что в	2	2
19	и как бы	2	2
20	все более и	2	2
21	в данном случае	2	2
22	в том смысле	2	2
23	то и другое	3	2
24	более и более	2	2
25	не в том	2	2
26	мы могли бы	3	2
27	только в том	2	2
