N	2gram	Voloshinov_1	StatiiOP
1	и в	38	29
2	том что	3	27
3	в том	2	27
4	в этом	10	21
5	но и	13	19
6	не только	27	19
7	о том	4	17
8	что он	2	13
9	в его	6	13
10	то что	8	11
11	все это	4	11
12	в которой	7	11
13	к тому	4	10
14	таким образом	7	10
15	так и	6	9
16	этом отношении	2	9
17	и не	14	9
18	потому что	5	9
19	он не	2	9
20	и пр	4	8
21	но в	5	8
22	но все	4	7
23	с тем	8	7
24	в самом	4	7
25	в ней	8	7
26	в виду	3	7
27	в котором	3	7
28	в своей	2	7
29	вместе с	5	7
30	тому что	5	7
31	для того	9	7
32	об этом	3	6
33	в одном	3	6
34	вовсе не	2	6
35	вопрос о	2	6
36	все же	7	6
37	того чтобы	7	6
38	и его	7	6
39	и на	6	6
40	прежде всего	21	5
41	в той	5	5
42	в качестве	4	5
43	было бы	7	5
44	как бы	28	5
45	сих пор	2	5
46	а не	6	5
47	того что	4	5
48	между тем	3	5
49	точки зрения	10	5
50	времени и	2	4
51	до того	3	4
52	в частности	3	4
53	что у	3	4
54	к этому	2	4
55	того времени	4	4
56	не в	6	4
57	для него	3	4
58	кроме того	2	4
59	если б	4	4
60	и к	4	4
61	хотя и	3	4
62	в нем	4	4
63	еще более	2	4
64	ничего не	8	4
65	связи с	3	4
66	и с	5	4
67	самого начала	4	3
68	что это	4	3
69	в этих	2	3
70	не является	5	3
71	это слово	2	3
72	с этим	2	3
73	не мог	3	3
74	тому же	2	3
75	у нас	4	3
76	но это	2	3
77	в начале	3	3
78	но не	2	3
79	одной из	2	3
80	должно было	3	3
81	никогда не	7	3
82	и даже	3	3
83	из них	3	3
84	самом деле	4	3
85	как в	2	3
86	вряд ли	3	3
87	а с	5	3
88	не было	2	3
89	еще и	2	3
90	тем что	2	3
91	с самого	4	3
92	на самом	3	3
93	и он	2	3
94	хотя бы	18	3
95	так же	4	3
96	его не	2	3
97	и здесь	3	3
98	в отношении	2	2
99	с его	7	2
100	если бы	4	2
101	в какой	2	2
102	если не	3	2
103	в конце	6	2
104	связь с	2	2
105	как например	2	2
106	что было	3	2
107	что именно	3	2
108	в тех	3	2
109	выражение в	3	2
110	что и	3	2
111	к своему	4	2
112	не должен	2	2
113	в ее	3	2
114	только потому	2	2
115	нас не	2	2
116	как и	10	2
117	и как	9	2
118	должна была	2	2
119	в этой	6	2
120	в то	9	2
121	по своему	3	2
122	очевидно что	2	2
123	о своей	4	2
124	и сам	2	2
125	несмотря на	2	2
126	на его	5	2
127	может быть	13	2
128	значительной степени	2	2
129	тем же	3	2
130	тем у	5	2
131	и потому	2	2
132	нет и	3	2
133	только в	6	2
134	не к	3	2
135	также и	2	2
136	в процессе	6	2
137	совершенно не	3	2
138	не может	12	2
139	то же	14	2
140	все эти	2	2
141	при этом	9	2
142	в значительной	2	2
143	что такое	4	2
144	с точки	5	2
145	а к	2	2
146	сказать что	3	2
147	в движении	2	2
148	эти слова	8	2
149	языка в	2	2
150	в каком	2	2
151	в себе	9	2
152	этот вопрос	2	2
153	и вообще	2	2
154	достаточно для	2	2
155	на это	4	2
156	его в	4	2
157	и это	7	2
158	так как	7	2
159	свое выражение	2	2
160	как это	5	2
161	в области	5	2
