N	2gram	Vygotskiy__1	Komedia
1	и в	31	22
2	т е	3	13
3	том что	16	12
4	в том	30	11
5	но и	2	11
6	не только	13	10
7	из них	2	10
8	в то	5	10
9	как и	16	9
10	и т	26	9
11	может быть	22	9
12	в одном	2	8
13	таким образом	20	8
14	и не	16	8
15	и его	7	8
16	о том	7	8
17	в этой	3	7
18	и других	3	7
19	что в	23	6
20	в конце	3	6
21	что он	7	6
22	к тому	4	6
23	ни в	9	6
24	тому же	3	6
25	и по	3	6
26	то же	5	6
27	не в	11	6
28	а в	6	6
29	в которой	4	6
30	уже в	3	5
31	с другой	5	5
32	прежде всего	4	5
33	при этом	19	5
34	в его	6	5
35	один из	4	5
36	так и	3	5
37	как в	9	5
38	все это	8	5
39	другой стороны	5	5
40	то время	5	5
41	и даже	6	5
42	потому что	10	5
43	т п	16	5
44	между тем	4	5
45	к этому	4	4
46	по поводу	2	4
47	ясно что	19	4
48	несмотря на	5	4
49	как мы	2	4
50	что они	2	4
51	в качестве	2	4
52	в котором	4	4
53	в нем	2	4
54	что и	13	4
55	т д	8	4
56	и вот	3	4
57	время как	5	4
58	в результате	4	4
59	точки зрения	15	4
60	из его	3	4
61	конце концов	3	4
62	так как	18	4
63	одном из	2	4
64	но в	3	4
65	мы можем	4	4
66	же как	4	3
67	казалось бы	2	3
68	главным образом	2	3
69	не менее	2	3
70	в них	2	3
71	вопрос о	3	3
72	идет о	2	3
73	на то	10	3
74	у нас	4	3
75	и как	2	3
76	х годов	5	3
77	тот же	2	3
78	одной стороны	6	3
79	и у	4	3
80	в частности	3	3
81	и о	4	3
82	у него	4	3
83	хотя и	3	3
84	он не	3	3
85	речь идет	3	3
86	даже в	2	3
87	все же	5	3
88	в целом	5	3
89	отношение к	2	3
90	на основании	7	3
91	так же	12	3
92	этом отношении	2	3
93	с одной	5	3
94	там же	2	3
95	мы не	12	3
96	как раз	2	3
97	в этом	12	3
98	и с	2	3
99	могут быть	11	3
100	только в	14	3
101	и все	5	3
102	его в	2	3
103	в чем	2	3
104	как это	4	3
105	ничего не	2	3
106	в сознании	2	3
107	в известном	2	2
108	и здесь	2	2
109	независимо от	2	2
110	для всех	4	2
111	и без	2	2
112	в состоянии	3	2
113	столь же	4	2
114	и во	2	2
115	и теперь	2	2
116	вовсе не	6	2
117	указывает на	4	2
118	точек зрения	3	2
119	тем не	2	2
120	мы знаем	3	2
121	мы найдем	2	2
122	мы видели	2	2
123	из всех	2	2
124	должна была	2	2
125	такой же	2	2
126	одна из	4	2
127	но не	3	2
128	совсем не	3	2
129	того же	2	2
130	в себя	2	2
131	до конца	6	2
132	до сих	3	2
133	было бы	6	2
134	в самом	11	2
135	большей частью	2	2
136	в стихе	2	2
137	всяком случае	6	2
138	к числу	2	2
139	и тем	2	2
140	то что	32	2
141	вместе с	8	2
142	все что	3	2
143	со стороны	4	2
144	или менее	2	2
145	вслед за	6	2
146	который в	3	2
147	только что	2	2
148	то и	2	2
149	в сущности	10	2
150	не может	17	2
151	и таким	2	2
152	что у	3	2
153	из которых	3	2
154	к нему	2	2
155	в силу	3	2
156	почти всегда	3	2
157	нас в	2	2
158	но это	3	2
159	во всяком	8	2
160	только при	3	2
161	в своих	4	2
162	в себе	4	2
163	ту же	2	2
164	как будто	5	2
165	же самое	2	2
166	будто бы	2	2
167	тех же	2	2
168	отличие от	4	2
169	в области	11	2
170	что по	3	2
171	ли это	2	2
172	с достаточной	2	2
173	сих пор	3	2
