N	3gram	Potebnia_M_1	Problema
1	тем не менее	6	12
2	в таком случае	2	10
3	и т д	4	6
4	по крайней мере	2	6
5	в этом смысле	4	5
6	с одной стороны	3	5
7	с другой стороны	5	5
8	только в том	6	4
9	сама по себе	3	4
10	в то же	3	4
11	в том что	13	4
12	и в этом	6	3
13	что иное как	2	3
14	не что иное	2	3
15	только тогда когда	4	3
16	если бы не	2	3
17	не может быть	9	3
18	но и в	4	3
19	с самого начала	3	2
20	уже с самого	2	2
21	для того чтобы	2	2
22	друг от друга	2	2
23	бы то ни	2	2
24	не только в	3	2
25	само по себе	4	2
26	так что в	2	2
27	то есть если	2	2
28	не только не	2	2
29	подобно тому как	3	2
30	и той же	3	2
31	одной и той	3	2
