N	2gram	Bakhtin_Fr_8	Komedia
1	и в	56	26
2	v в	2	14
3	и не	9	14
4	так и	13	12
5	и его	12	12
6	в том	13	11
7	может быть	3	11
8	но и	9	10
9	в этом	14	10
10	что в	5	9
11	том что	8	9
12	если бы	2	9
13	вместе с	2	9
14	было бы	2	8
15	и на	7	7
16	из них	2	7
17	не только	8	7
18	что и	3	7
19	в своем	3	6
20	во время	5	6
21	то что	3	6
22	еще не	10	6
23	в нем	8	6
24	комедии в	2	6
25	того чтобы	4	6
26	потому что	6	6
27	и здесь	3	6
28	в то	12	6
29	о том	4	6
30	таким образом	17	6
31	с его	5	5
32	с тем	2	5
33	в которой	4	5
34	к этому	2	5
35	что он	2	5
36	в качестве	4	5
37	один из	5	5
38	ни в	2	5
39	для того	2	5
40	так что	3	5
41	и с	8	5
42	действующих лиц	2	5
43	уже в	2	4
44	в частности	7	4
45	у него	7	4
46	в этих	11	4
47	в них	11	4
48	прежде всего	6	4
49	как мы	7	4
50	как и	5	4
51	с их	2	4
52	одной из	3	4
53	хотя и	2	4
54	в его	18	4
55	все же	2	4
56	в самом	9	4
57	и для	2	4
58	что для	3	4
59	точки зрения	6	4
60	только в	9	4
61	что это	4	4
62	так как	4	4
63	его в	2	4
64	между тем	3	4
65	том числе	3	3
66	с этой	2	3
67	в образе	3	3
68	по всему	2	3
69	того времени	4	3
70	то время	2	3
71	что на	2	3
72	мы найдем	2	3
73	связи с	6	3
74	к концу	2	3
75	но не	5	3
76	во всех	8	3
77	же время	10	3
78	здесь в	3	3
79	и сам	2	3
80	из которых	2	3
81	например в	4	3
82	интерес к	2	3
83	в ней	4	3
84	в котором	2	3
85	многие из	2	3
86	друг другу	2	3
87	в своей	2	3
88	и их	8	3
89	в их	3	3
90	все это	8	3
91	в связи	3	3
92	того как	2	3
93	той же	6	3
94	то же	11	3
95	не было	5	3
96	возможно что	2	3
97	к нему	2	3
98	а в	2	3
99	не может	2	3
100	в этой	6	3
101	но в	6	3
102	ни было	2	2
103	и другие	5	2
104	в нашем	2	2
105	то ни	2	2
106	с другой	2	2
107	это не	2	2
108	нового времени	2	2
109	в одном	2	2
110	в духе	4	2
111	и был	3	2
112	с собой	2	2
113	вовсе не	6	2
114	и к	4	2
115	он был	12	2
116	в ее	6	2
117	не в	3	2
118	до сих	8	2
119	одна из	4	2
120	бы то	2	2
121	по своему	8	2
122	и хотя	2	2
123	а на	2	2
124	похож на	2	2
125	когда в	2	2
126	своего времени	6	2
127	одной стороны	2	2
128	в действительности	2	2
129	одним из	5	2
130	наконец в	4	2
131	он не	5	2
132	как бы	11	2
133	даже в	4	2
134	в развитии	2	2
135	в мире	2	2
136	сих пор	8	2
137	что она	2	2
138	целый ряд	2	2
139	в изображении	4	2
140	с одной	4	2
141	мы находим	3	2
142	в той	6	2
143	от всех	2	2
144	времени в	3	2
145	бы и	2	2
146	в других	2	2
147	рядом с	3	2
148	роль в	5	2
149	мы не	2	2
150	и во	2	2
151	и ее	4	2
152	к его	3	2
153	и еще	2	2
154	и все	6	2
155	бы в	3	2
