N	3gram	Voloshinov_2	Problemy
1	на чужое слово	2	11
2	с точки зрения	13	9
3	в большинстве случаев	5	8
4	до сих пор	3	8
5	не может быть	10	8
6	и не может	3	7
7	то же время	8	5
8	в то же	8	5
9	по отношению к	8	5
10	в самом деле	5	4
11	на чужую речь	2	4
12	более или менее	2	3
13	как мы сказали	3	3
14	в отличие от	3	3
15	точки зрения своего	2	2
16	той или иной	4	2
17	в узком смысле	2	2
18	о том что	3	2
19	в системе языка	2	2
20	но в то	5	2
21	как если бы	4	2
22	и не в	3	2
23	как мы уже	3	2
24	в отношении к	4	2
25	выходят за пределы	2	2
26	в том что	6	2
27	но и в	2	2
