N	2gram	Ircho_Kome_3	Problema
1	и в	22	44
2	вовсе не	4	37
3	и не	21	35
4	может быть	6	28
5	потому что	10	25
6	то что	4	23
7	в том	12	21
8	а не	4	18
9	в этом	8	17
10	если мы	2	16
11	и даже	3	14
12	не только	5	14
13	не в	4	13
14	и т	4	13
15	то же	7	13
16	так что	6	12
17	но в	5	12
18	том что	13	12
19	не является	4	11
20	не менее	5	10
21	то это	5	10
22	но и	4	10
23	в виду	2	10
24	отнюдь не	4	10
25	как и	3	10
26	тем не	3	10
27	так и	4	10
28	это не	2	9
29	в нем	3	9
30	не имеет	3	9
31	и с	4	9
32	же самое	3	9
33	как бы	3	9
34	так как	11	9
35	что он	8	9
36	в то	6	9
37	в его	8	9
38	что и	8	9
39	во всяком	3	9
40	и это	2	9
41	таким образом	12	9
42	что в	5	8
43	ни в	10	8
44	что мы	2	8
45	было бы	3	8
46	он не	5	8
47	как раз	6	8
48	как мы	2	8
49	в себе	4	8
50	связи с	5	8
51	здесь не	2	8
52	с другой	4	7
53	не может	3	7
54	в связи	4	7
55	и что	6	7
56	с ним	5	7
57	мы не	2	7
58	никогда не	3	6
59	то ни	3	6
60	и если	2	6
61	но если	3	6
62	всяком случае	3	6
63	в целом	3	6
64	нет ничего	2	6
65	ясно что	6	6
66	и к	3	6
67	о том	8	6
68	все же	4	6
69	мы можем	3	6
70	не было	2	5
71	в конце	7	5
72	что они	2	5
73	с тем	4	5
74	и сам	5	5
75	хотя и	5	5
76	в ней	4	5
77	другой стороны	2	5
78	все это	5	5
79	в своем	8	5
80	а в	7	5
81	точки зрения	4	5
82	и здесь	4	5
83	этом случае	2	5
84	в таком	2	5
85	еще не	6	5
86	за пределы	2	5
87	и о	2	5
88	в своей	5	5
89	как в	2	5
90	так же	4	5
91	и его	6	5
92	едва ли	7	5
93	тому что	2	4
94	при этом	7	4
95	время как	2	4
96	совершенно не	2	4
97	с полным	3	4
98	и без	2	4
99	бы то	2	4
100	то время	2	4
101	а также	2	4
102	в ее	3	4
103	на этот	3	4
104	можно было	2	4
105	тут же	4	4
106	тем что	5	4
107	уже в	2	3
108	из себя	3	3
109	именно потому	2	3
110	прежде всего	5	3
111	на то	3	3
112	к тому	6	3
113	без всякого	2	3
114	ни было	2	3
115	но все	4	3
116	в этой	3	3
117	здесь и	2	3
118	в самом	9	3
119	отношения к	2	3
120	не так	3	3
121	что для	2	3
122	с этой	3	3
123	в которых	5	3
124	его в	8	3
125	конце концов	2	3
126	если бы	8	3
127	не мешает	2	3
128	об этом	7	3
129	говорить о	3	3
130	тем более	4	3
131	в качестве	2	3
132	она не	2	3
133	из этого	2	3
134	если не	3	3
135	и все	2	3
136	все равно	3	3
137	из того	3	3
138	самом деле	6	3
139	хотя бы	4	3
140	отличие от	2	3
141	с другими	2	3
142	и ее	2	3
143	если же	2	3
144	ничего не	3	3
145	этот раз	2	3
146	что их	2	2
147	в частности	3	2
148	в отношении	4	2
149	того же	6	2
150	само собой	4	2
151	в известной	2	2
152	до сих	9	2
153	о чем	7	2
154	тем же	3	2
155	в котором	2	2
156	однако в	4	2
157	из них	5	2
158	от того	2	2
159	в их	2	2
160	по мнению	2	2
161	с одной	3	2
162	плавта и	2	2
163	друг друга	4	2
164	его не	2	2
165	к одной	2	2
166	в результате	2	2
167	хотя это	2	2
168	в основе	2	2
169	с этим	3	2
170	он и	2	2
171	в начале	3	2
172	бы в	4	2
173	как это	5	2
174	том как	3	2
175	а как	2	2
176	нисколько не	3	2
177	это в	2	2
178	и во	2	2
179	сразу же	4	2
180	о его	2	2
181	по существу	2	2
182	по своему	3	2
183	и после	2	2
184	во всех	2	2
185	дело не	2	2
186	и особенно	2	2
187	по сравнению	2	2
188	когда он	4	2
189	вместе с	9	2
190	сих пор	9	2
191	на основании	2	2
192	даже не	3	2
193	только что	7	2
194	даже если	2	2
195	на ее	3	2
196	из которых	2	2
197	который в	3	2
198	и для	4	2
199	с точки	3	2
200	ничем не	4	2
201	в другом	2	2
202	сравнению с	2	2
203	в которой	3	2
