N	2gram	Bakhtin_Pr_3	Myshleni
1	в том	3	28
2	и в	34	28
3	то что	11	28
4	в этом	16	27
5	того что	5	24
6	потому что	12	22
7	не может	19	19
8	том что	3	19
9	таким образом	5	18
10	что он	23	18
11	только в	6	18
12	что в	7	17
13	не только	10	16
14	так же	8	15
15	может быть	19	13
16	сказать что	2	13
17	точки зрения	8	13
18	тому что	2	11
19	и не	29	11
20	к другим	2	11
21	как бы	27	11
22	в отношении	9	10
23	к тому	5	10
24	как мы	7	10
25	но и	12	10
26	по отношению	5	10
27	так как	4	10
28	но не	4	10
29	отношению к	6	10
30	с точки	4	10
31	было бы	2	9
32	никогда не	8	8
33	в самом	8	8
34	мы видели	3	8
35	еще не	4	8
36	тем что	4	8
37	самого начала	8	7
38	того же	2	7
39	с самого	8	7
40	если бы	4	7
41	в нем	19	7
42	в сущности	11	7
43	в своем	2	7
44	что оно	2	7
45	отношение к	6	7
46	он не	15	7
47	вместе с	4	7
48	то же	14	7
49	там где	7	7
50	в которой	2	7
51	и к	12	6
52	так что	5	6
53	и как	3	6
54	и что	5	6
55	для него	13	6
56	в то	12	6
57	его в	4	6
58	как и	18	6
59	так и	6	6
60	как раз	4	6
61	вообще не	2	6
62	в чем	5	6
63	это не	5	5
64	вопрос о	2	5
65	в пределах	6	5
66	друг с	2	5
67	и на	6	5
68	и все	19	5
69	но в	16	5
70	что все	4	5
71	с тем	5	5
72	то в	2	5
73	с другом	2	5
74	он умеет	2	5
75	показать что	2	5
76	я не	7	4
77	мы знаем	2	4
78	не в	9	4
79	мы и	2	4
80	на этом	4	4
81	например в	2	4
82	совпадает с	2	4
83	с этим	2	4
84	друг друга	2	4
85	в одной	3	4
86	к другому	20	4
87	он должен	2	4
88	что и	5	4
89	во всех	2	4
90	если я	2	4
91	и того	2	4
92	в той	2	4
93	той же	2	4
94	и то	3	4
95	в себе	6	4
96	которые в	2	4
97	за собой	3	3
98	в другой	2	3
99	в каждом	3	3
100	все время	5	3
101	прямо и	2	3
102	отличается от	2	3
103	что с	3	3
104	до конца	3	3
105	при этом	4	3
106	на его	4	3
107	мог бы	2	3
108	его отношение	4	3
109	хотя и	3	3
110	в целом	5	3
111	как на	2	3
112	и только	2	3
113	те же	2	3
114	нуждается в	3	3
115	но как	4	3
116	бы в	3	3
117	в плане	6	3
118	с его	6	3
119	в них	2	3
120	лежит в	2	3
121	по себе	3	3
122	раз в	2	3
123	это и	2	3
124	мы должны	5	3
125	один из	2	3
126	в его	22	3
127	как в	4	3
128	а не	9	3
129	что такое	2	3
130	и его	16	3
131	не знает	6	3
132	отношении к	7	3
133	не менее	3	2
134	на вопрос	4	2
135	он сам	5	2
136	но на	4	2
137	мыслей и	2	2
138	друг другу	4	2
139	для этого	3	2
140	с другой	4	2
141	с этой	2	2
142	в конце	5	2
143	именно потому	2	2
144	это в	2	2
145	прежде всего	15	2
146	и своего	3	2
147	слово не	2	2
148	но это	4	2
149	самом деле	13	2
150	к одному	3	2
151	и от	5	2
152	себе и	5	2
153	в котором	3	2
154	из них	5	2
155	все это	16	2
156	другой стороны	3	2
157	которых мы	2	2
158	все эти	4	2
159	но только	2	2
160	и наконец	5	2
161	с ними	6	2
162	в которых	2	2
163	остается в	2	2
164	эти последние	2	2
165	но он	3	2
166	от него	6	2
167	что у	6	2
168	в высшей	3	2
169	с ним	8	2
170	между двумя	2	2
171	поэтому он	3	2
172	у него	4	2
173	он может	2	2
174	были бы	2	2
175	в такой	3	2
176	раз и	3	2
177	он с	4	2
178	в одном	5	2
179	этом смысле	4	2
180	не с	2	2
181	этом случае	2	2
182	мысль что	2	2
183	более того	2	2
184	всех тех	2	2
185	по своему	3	2
186	мы уже	6	2
187	входят в	2	2
188	в своей	3	2
189	другим и	3	2
190	этого слова	7	2
191	еще в	3	2
192	все же	7	2
193	когда он	2	2
194	всем этим	2	2
195	только на	4	2
196	речи в	2	2
197	а в	5	2
198	в раннем	2	2
199	но с	2	2
200	только что	3	2
201	своего собственного	3	2
202	с другими	4	2
203	на одном	2	2
204	что я	15	2
205	к которому	2	2
206	в другом	8	2
207	за ним	2	2
208	и вообще	2	2
209	что они	6	2
