N	2gram	Propp_Isto_2	Komedia
1	и в	15	22
2	и не	11	21
3	т е	29	16
4	в дом	3	14
5	том что	7	13
6	в том	6	12
7	таким образом	7	12
8	так как	14	11
9	ни в	2	10
10	в доме	3	10
11	потому что	9	10
12	до сих	6	9
13	вместе с	7	9
14	сих пор	7	9
15	что он	24	8
16	к ней	2	8
17	в его	6	8
18	что и	6	8
19	в этом	11	8
20	о том	3	8
21	его в	10	8
22	об этом	11	7
23	при этом	4	7
24	то же	10	7
25	а в	12	7
26	во время	2	6
27	тому же	2	6
28	еще не	9	6
29	к тому	5	6
30	может быть	17	6
31	самом деле	2	6
32	и что	6	6
33	того чтобы	2	6
34	так что	6	6
35	и его	3	6
36	связи с	8	5
37	что в	12	5
38	прежде всего	5	5
39	то это	6	5
40	как это	3	5
41	не только	18	5
42	из них	2	5
43	все это	3	5
44	по отношению	3	5
45	из дома	4	5
46	он не	8	5
47	тем что	4	5
48	к нему	5	5
49	в которых	2	5
50	к себе	2	5
51	но в	6	5
52	с самого	2	4
53	самого начала	2	4
54	с тем	9	4
55	но все	5	4
56	должен был	3	4
57	у него	4	4
58	с другой	2	4
59	и здесь	9	4
60	он был	3	4
61	все же	9	4
62	не в	7	4
63	в ней	4	4
64	здесь нет	2	4
65	и т	19	4
66	то что	12	4
67	когда он	3	4
68	но и	14	4
69	на него	5	4
70	что она	5	4
71	а не	5	4
72	и для	2	4
73	так же	13	4
74	тут же	2	4
75	в себе	4	4
76	в связи	5	4
77	так и	5	4
78	хотя бы	2	4
79	и с	4	4
80	никогда не	15	3
81	в глаза	2	3
82	с этим	5	3
83	в нем	7	3
84	на то	3	3
85	нисколько не	2	3
86	отец и	2	3
87	как и	2	3
88	в этой	4	3
89	одной стороны	3	3
90	было бы	5	3
91	должно было	3	3
92	как бы	6	3
93	один из	8	3
94	отношению к	3	3
95	приводит к	2	3
96	не может	5	3
97	не могла	2	3
98	с одной	4	3
99	возможно что	2	3
100	в других	3	3
101	их в	2	3
102	одной из	4	3
103	мы можем	8	3
104	но если	3	3
105	представляет собой	5	3
106	не знает	2	3
107	как он	3	3
108	в которой	2	3
109	ничего не	7	3
110	на вопрос	2	2
111	уже в	2	2
112	состоит в	2	2
113	себя и	2	2
114	в качестве	3	2
115	как в	5	2
116	это не	2	2
117	в одном	5	2
118	представление о	2	2
119	о его	2	2
120	мы знаем	11	2
121	этом случае	5	2
122	а затем	2	2
123	по существу	2	2
124	в силу	2	2
125	что они	10	2
126	она не	5	2
127	не мог	3	2
128	и если	2	2
129	на его	2	2
130	в сущности	2	2
131	не совсем	3	2
132	а также	2	2
133	что происходит	2	2
134	в котором	5	2
135	был бы	2	2
136	представляют собой	3	2
137	после этого	4	2
138	во всех	2	2
139	наряду с	6	2
140	дело не	4	2
141	у тебя	2	2
142	в их	3	2
143	другой стороны	2	2
144	все еще	2	2
145	его не	2	2
146	не было	2	2
147	человека в	2	2
148	мы не	3	2
149	роль в	3	2
150	с другими	2	2
151	можно было	5	2
152	и на	4	2
153	умер и	2	2
154	в руки	2	2
155	он и	3	2
156	и ее	2	2
157	в другом	9	2
158	видно что	6	2
159	что мы	3	2
160	его на	2	2
161	и это	3	2
162	нет ничего	2	2
163	что эта	2	2
164	здесь не	2	2
165	к этой	4	2
166	она кормит	2	2
167	в виду	2	2
