N	2gram	Vygotskiy__2	Problema
1	в его	2	43
2	и не	7	42
3	и в	15	38
4	не может	9	27
5	может быть	9	26
6	как бы	7	22
7	по отношению	6	21
8	отнюдь не	2	19
9	отношению к	5	19
10	и с	4	17
11	и его	4	16
12	в этом	19	15
13	независимо от	4	13
14	прежде всего	4	13
15	только в	4	13
16	за пределы	2	12
17	но не	3	12
18	ни в	2	11
19	во всех	2	11
20	и для	2	11
21	в их	2	10
22	таким образом	14	10
23	но и	10	9
24	не имеет	4	9
25	не только	15	9
26	в том	33	8
27	и как	2	8
28	и др	5	8
29	точки зрения	26	8
30	было бы	10	8
31	то что	20	8
32	что в	14	7
33	с другой	6	7
34	с помощью	5	7
35	не в	8	7
36	в самом	11	7
37	как и	6	7
38	в своей	4	7
39	как мы	6	7
40	а в	4	6
41	на основе	7	6
42	все же	4	6
43	самом деле	6	6
44	с точки	18	6
45	мы можем	10	6
46	там где	6	6
47	ничего не	3	6
48	то же	5	5
49	в своем	9	5
50	это не	5	5
51	высшей степени	7	5
52	при этом	3	5
53	никогда не	8	5
54	все эти	3	5
55	должно быть	2	5
56	в основе	3	5
57	с ним	3	5
58	в них	4	5
59	в высшей	7	5
60	так и	8	5
61	в отличие	3	5
62	а не	3	5
63	могут быть	2	5
64	отличие от	3	5
65	на самом	3	4
66	в конечном	4	4
67	в виду	6	4
68	данном случае	3	4
69	и только	3	4
70	в других	2	4
71	сказать что	6	4
72	в более	2	4
73	о том	9	4
74	к которому	6	4
75	но в	6	4
76	конечном счете	4	4
77	как в	4	4
78	тем самым	3	4
79	хотя бы	4	4
80	можно было	5	4
81	в данном	3	4
82	в себе	2	4
83	как только	2	3
84	мы будем	3	3
85	к действительности	8	3
86	одной стороны	7	3
87	несмотря на	4	3
88	с действительностью	2	3
89	только его	2	3
90	не является	9	3
91	точка зрения	3	3
92	и тем	2	3
93	в целом	10	3
94	все это	4	3
95	с одной	7	3
96	которую мы	2	3
97	они не	3	3
98	и даже	5	3
99	в применении	2	3
100	также и	2	3
101	или как	2	3
102	если бы	8	3
103	и все	3	3
104	этом смысле	2	3
105	и к	6	3
106	том что	27	3
107	говорить о	2	3
108	все что	5	3
109	мы увидим	2	3
110	действительности и	3	3
111	одной из	3	3
112	он не	7	3
113	нет и	2	3
114	связь с	2	3
115	приводит к	5	3
116	как нечто	2	3
117	но с	2	3
118	с другими	3	3
119	значение для	4	3
120	и это	3	3
121	едва ли	7	3
122	чем в	2	2
123	не могут	2	2
124	и есть	2	2
125	в частности	6	2
126	в этих	2	2
127	столь же	2	2
128	что все	4	2
129	на то	6	2
130	или иной	2	2
131	можно сказать	2	2
132	смысле мы	2	2
133	что оно	4	2
134	логику и	2	2
135	смысле слова	5	2
136	не можем	3	2
137	не дает	2	2
138	случае не	2	2
139	по поводу	4	2
140	что это	6	2
141	той или	2	2
142	в котором	2	2
143	двух миров	2	2
144	в связи	6	2
145	этом отношении	3	2
146	и других	2	2
147	в самой	3	2
148	лишь в	3	2
149	и что	8	2
150	того что	17	2
151	не следует	2	2
152	к себе	2	2
153	к его	2	2
154	в начале	4	2
155	во всем	2	2
156	в истории	6	2
157	мы должны	6	2
158	же самое	2	2
159	как это	6	2
160	к личности	2	2
161	мы имеем	3	2
162	с его	4	2
163	и более	2	2
164	следует что	2	2
165	он должен	2	2
166	познания но	2	2
167	к этому	4	2
168	вовсе не	6	2
169	о которых	3	2
170	что он	12	2
171	по существу	5	2
172	связи с	9	2
173	в некоторых	2	2
174	том же	2	2
175	должен быть	2	2
176	что и	2	2
177	в себя	2	2
178	теории познания	5	2
179	того чтобы	12	2
180	для того	10	2
181	из которых	3	2
182	и эта	2	2
183	к чему	2	2
184	или в	3	2
185	тем что	2	2
186	и ее	3	2
187	в другом	2	2
188	и вообще	2	2
189	показать что	5	2
190	что эта	6	2
