N	2gram	Propp_Isto_5	KulturaY
1	и т	20	54
2	т е	16	32
3	и в	25	23
4	точки зрения	2	23
5	в том	6	22
6	не только	13	17
7	в этом	10	16
8	может быть	17	14
9	самом деле	2	14
10	что в	8	13
11	не менее	4	12
12	для того	3	12
13	потому что	7	12
14	вопрос о	2	11
15	том что	8	11
16	а не	2	11
17	того что	2	11
18	в его	12	11
19	того чтобы	3	11
20	и не	11	10
21	прежде всего	6	9
22	тем не	4	9
23	еще не	8	9
24	таким образом	9	9
25	так как	11	9
26	если бы	2	8
27	до сих	2	8
28	сих пор	2	8
29	т д	18	8
30	уже не	11	8
31	с другой	9	7
32	и что	8	7
33	в данном	3	7
34	сказать что	2	7
35	все эти	8	7
36	того как	4	7
37	с тем	8	6
38	по себе	2	6
39	что и	6	6
40	что он	22	6
41	после того	3	6
42	и тем	4	6
43	не может	6	6
44	то же	4	6
45	могут быть	6	6
46	связи с	8	6
47	только в	7	6
48	о том	7	6
49	ничего не	2	6
50	уже выше	2	5
51	вовсе не	2	5
52	как и	7	5
53	не в	6	5
54	здесь можно	2	5
55	совершенно не	2	5
56	как бы	2	5
57	все же	10	5
58	не будем	5	5
59	в связи	4	5
60	как мы	5	5
61	а в	3	5
62	но это	7	5
63	тем что	10	5
64	ясно что	5	4
65	один из	2	4
66	этом случае	7	4
67	для нас	5	4
68	только тогда	2	4
69	в целом	3	4
70	того же	2	4
71	одной стороны	7	4
72	в своей	2	4
73	том чтобы	2	4
74	в ее	4	4
75	то что	7	4
76	данном случае	2	4
77	как в	6	4
78	с одной	7	4
79	тех же	2	4
80	тогда когда	2	4
81	уже в	2	3
82	что это	5	3
83	это уже	2	3
84	это не	6	3
85	формы и	2	3
86	с этой	2	3
87	по существу	2	3
88	мы видели	7	3
89	то в	2	3
90	но не	5	3
91	очевидно что	2	3
92	но для	2	3
93	он не	4	3
94	то это	3	3
95	время в	2	3
96	но и	13	3
97	на него	8	3
98	а именно	4	3
99	по отношению	2	3
100	только после	3	3
101	другой стороны	8	3
102	мы не	5	3
103	они не	3	3
104	в ней	5	3
105	и пр	3	3
106	не потому	2	3
107	и с	3	3
108	в которых	3	3
109	в то	3	3
110	она не	2	3
111	мы должны	4	3
112	там где	6	3
113	и действительно	5	3
114	такой же	2	2
115	все это	4	2
116	но все	5	2
117	о чем	2	2
118	в частности	7	2
119	на том	3	2
120	не как	4	2
121	понял что	2	2
122	что все	4	2
123	можно сказать	2	2
124	к его	2	2
125	и здесь	7	2
126	и как	3	2
127	в дальнейшем	4	2
128	и при	2	2
129	в различных	2	2
130	также что	3	2
131	язык и	2	2
132	в качестве	7	2
133	в свое	2	2
134	в таких	3	2
135	его в	9	2
136	но мы	3	2
137	отношению к	2	2
138	в пределах	4	2
139	когда он	2	2
140	в некоторых	4	2
141	вместе с	22	2
142	в свете	3	2
143	так в	2	2
144	в особенности	3	2
145	совершенно ясно	4	2
146	именно на	2	2
147	так же	5	2
148	то здесь	2	2
149	на себя	3	2
150	с другими	4	2
151	примеров можно	3	2
152	что мы	2	2
153	на этом	3	2
154	в этих	6	2
155	здесь как	2	2
156	е на	2	2
157	мы имеем	14	2
158	е в	3	2
