N	2gram	Vygotskiy__1	PoTuStor
1	может быть	14	17
2	и в	23	16
3	и пр	2	12
4	прежде всего	10	9
5	таким образом	26	9
6	в этом	17	9
7	мы можем	6	9
8	и его	6	8
9	и с	9	8
10	точки зрения	26	8
11	не может	12	8
12	с его	4	7
13	сказать что	11	7
14	не только	16	7
15	и это	3	6
16	и к	4	6
17	с точки	18	6
18	самом деле	3	6
19	для него	2	6
20	при этом	4	6
21	только для	3	5
22	все эти	4	5
23	в чем	4	5
24	ни в	4	5
25	нуждается в	2	5
26	как бы	11	5
27	с самого	8	4
28	самого начала	8	4
29	но и	14	4
30	так и	5	4
31	все это	6	4
32	хотя бы	4	4
33	и все	5	4
34	мысли и	6	4
35	так как	7	4
36	и не	9	4
37	как мы	5	4
38	и ее	7	4
39	можно сказать	5	4
40	и наконец	2	4
41	и даже	2	4
42	и на	8	4
43	в этой	7	4
44	только в	6	4
45	в один	2	4
46	для всех	4	4
47	но в	5	4
48	в его	14	4
49	на две	3	3
50	в этих	2	3
51	по сравнению	6	3
52	что в	14	3
53	жизни и	2	3
54	во всех	3	3
55	могут быть	3	3
56	вместе с	9	3
57	сих пор	4	3
58	ребенка и	5	3
59	сравнению с	5	3
60	отношения к	3	3
61	в одном	4	3
62	и вот	2	3
63	учение о	3	3
64	в том	24	3
65	а в	2	3
66	том что	21	3
67	и как	5	3
68	с другими	2	3
69	то что	17	3
70	их в	4	3
71	в основе	8	3
72	на этом	2	3
73	в общем	3	3
74	тех же	2	3
75	едва ли	2	3
76	как это	2	3
77	в области	3	3
78	во всяком	3	3
79	и потому	2	3
80	до сих	4	3
81	между ними	2	3
82	всяком случае	3	3
83	нашу работу	2	2
84	ее в	2	2
85	один из	2	2
86	в развитии	12	2
87	же как	6	2
88	сознания и	3	2
89	потому и	2	2
90	в частности	2	2
91	никогда не	2	2
92	между собой	5	2
93	для этого	5	2
94	в них	2	2
95	если мы	2	2
96	во всей	4	2
97	с этой	6	2
98	из этих	3	2
99	и таким	2	2
100	с этим	6	2
101	то же	8	2
102	что оно	3	2
103	к этому	4	2
104	и других	3	2
105	с помощью	13	2
106	что он	7	2
107	мы не	7	2
108	что мы	5	2
109	на первый	2	2
110	все остальные	4	2
111	как и	14	2
112	мы видим	4	2
113	так же	16	2
114	эти понятия	2	2
115	он не	5	2
116	в каком	3	2
117	в детской	2	2
118	говорить о	2	2
119	было бы	4	2
120	со всеми	2	2
121	что это	3	2
122	и мы	3	2
123	о том	6	2
124	в самом	7	2
125	за пределы	2	2
126	в своей	4	2
127	можно назвать	2	2
