N	2gram	Bakhtin_Pr_4	StatiiOP
1	и в	46	29
2	том что	4	27
3	в том	9	27
4	в этом	16	21
5	но и	12	19
6	что в	4	19
7	не только	14	19
8	о том	5	17
9	что он	6	13
10	в его	9	13
11	у пушкина	2	12
12	то что	4	11
13	все это	6	11
14	к тому	2	10
15	таким образом	4	10
16	в своем	3	9
17	так и	4	9
18	и не	27	9
19	потому что	4	9
20	он не	4	9
21	и пр	2	8
22	как раз	7	8
23	но в	6	8
24	но все	2	7
25	в самом	9	7
26	в виду	4	7
27	в котором	5	7
28	в своей	3	7
29	вместе с	2	7
30	того как	2	7
31	об этом	2	6
32	в одном	11	6
33	вовсе не	9	6
34	вопрос о	2	6
35	до сих	8	6
36	одним из	3	6
37	все же	4	6
38	и что	3	6
39	и его	6	6
40	и на	11	6
41	прежде всего	9	5
42	в той	3	5
43	было бы	3	5
44	как бы	19	5
45	своего рода	4	5
46	сих пор	8	5
47	в языке	2	5
48	а не	11	5
49	между тем	2	5
50	точки зрения	11	5
51	времени и	2	4
52	а как	2	4
53	с другой	3	4
54	но с	2	4
55	в романе	6	4
56	не в	10	4
57	для него	2	4
58	кроме того	4	4
59	и к	9	4
60	и о	3	4
61	хотя и	6	4
62	в нем	17	4
63	дело в	3	4
64	еще более	3	4
65	в речи	3	4
66	ничего не	2	4
67	в другом	2	4
68	и с	7	4
69	в общем	2	3
70	не менее	2	3
71	же как	2	3
72	в этих	4	3
73	это слово	5	3
74	но он	3	3
75	с этим	2	3
76	на себя	4	3
77	с нею	2	3
78	по себе	7	3
79	одном из	2	3
80	ни в	6	3
81	у нас	2	3
82	так что	2	3
83	но это	6	3
84	но не	4	3
85	до конца	4	3
86	кажется что	3	3
87	например в	4	3
88	у меня	3	3
89	никогда не	6	3
90	и даже	3	3
91	не могло	2	3
92	другой стороны	3	3
93	самом деле	4	3
94	как в	4	3
95	в их	4	3
96	ни у	3	3
97	не было	2	3
98	еще и	4	3
99	тем что	3	3
100	и он	6	3
101	и по	2	3
102	хотя бы	2	3
103	так же	3	3
104	во всяком	2	3
105	и здесь	4	3
106	отношении к	2	3
107	сцена в	3	3
108	в отношении	3	2
109	с его	5	2
110	и другие	3	2
111	если бы	3	2
112	два слова	2	2
113	в одной	2	2
114	в конце	3	2
115	в духе	2	2
116	бы ни	2	2
117	что и	3	2
118	к своему	3	2
119	находим в	2	2
120	о которых	2	2
121	его как	2	2
122	по существу	3	2
123	как и	12	2
124	и как	2	2
125	даны в	3	2
126	в этой	3	2
127	что я	6	2
128	в то	5	2
129	не дает	2	2
130	и сам	5	2
131	раз в	2	2
132	может быть	23	2
133	только к	2	2
134	том же	4	2
135	никак не	3	2
136	тем же	3	2
137	на то	3	2
138	на почве	2	2
139	нет и	2	2
140	сами по	2	2
141	только в	6	2
142	не могли	2	2
143	себя внимание	2	2
144	не к	3	2
145	также и	3	2
146	в процессе	4	2
147	или менее	3	2
148	совершенно не	4	2
149	не может	19	2
150	уже после	3	2
151	то же	6	2
152	все эти	4	2
153	при этом	5	2
154	там где	2	2
155	в отличие	3	2
156	они не	2	2
157	более или	3	2
158	что такое	2	2
159	на этот	2	2
160	с точки	9	2
161	особенно в	5	2
162	в данном	2	2
163	конечно и	3	2
164	в результате	2	2
165	сказать что	2	2
166	которую он	2	2
167	языка в	2	2
168	в себе	7	2
169	этот вопрос	2	2
170	как он	3	2
171	и это	3	2
172	так как	5	2
173	того же	3	2
174	отличие от	3	2
