N	2gram	Tiupa_Disk_1	Narrotol
1	не только	28	31
2	но и	14	27
3	и не	11	23
4	при этом	13	19
5	может быть	17	15
6	в частности	9	14
7	в качестве	34	14
8	в тексте	2	13
9	как и	16	13
10	а не	22	13
11	а в	5	13
12	только в	7	12
13	в этом	15	12
14	и в	16	11
15	в данном	5	11
16	состоит в	9	10
17	такого рода	4	10
18	своего рода	8	10
19	и его	2	10
20	тогда как	19	10
21	времени и	3	9
22	то что	5	9
23	то есть	20	9
24	то же	7	8
25	в том	23	8
26	данном случае	2	8
27	со стороны	7	8
28	и т.п	12	8
29	не может	9	8
30	уже не	4	8
31	иначе говоря	2	8
32	в рассказе	2	8
33	представляет собой	17	8
34	том что	19	7
35	на протяжении	2	7
36	но в	8	7
37	и т.д	4	6
38	одного из	2	6
39	к тому	5	6
40	об этом	2	6
41	а также	8	6
42	не в	7	6
43	и он	2	6
44	в самом	3	6
45	как бы	5	6
46	один из	3	6
47	тому же	5	6
48	во втором	4	6
49	или в	2	6
50	в себе	7	6
51	в его	7	6
52	в этой	2	6
53	перед нами	3	5
54	можно сказать	5	5
55	в соответствии	2	5
56	той или	3	5
57	точка зрения	2	5
58	событийный статус	2	5
59	в своей	5	5
60	так и	8	5
61	столь же	3	5
62	и на	5	5
63	потому что	4	5
64	точки зрения	3	5
65	как правило	4	5
66	слова в	2	4
67	с его	4	4
68	о чем	2	4
69	никогда не	2	4
70	к себе	2	4
71	в литературе	2	4
72	или иной	5	4
73	соответствии с	2	4
74	и судия	2	4
75	все же	3	4
76	для него	4	4
77	но не	11	4
78	же время	4	4
79	прежде всего	11	4
80	еще не	14	4
81	имеет место	3	4
82	и тем	2	4
83	в нем	9	4
84	в первом	3	4
85	из них	3	4
86	по себе	3	4
87	как в	10	4
88	внимание на	4	4
89	того что	3	4
90	в принципе	2	4
91	являет собой	3	4
92	хотя и	2	4
93	однако и	2	4
94	на себя	2	4
95	в то	3	4
96	о том	8	4
97	из наиболее	2	4
98	в одном	2	4
99	мира в	3	4
100	не менее	2	3
101	тому как	3	3
102	по мысли	3	3
103	наррации как	2	3
104	но они	2	3
105	что в	4	3
106	однако в	3	3
107	в своем	6	3
108	текста в	2	3
109	это не	3	3
110	не всегда	2	3
111	что он	4	3
112	художественного письма	7	3
113	сводится к	5	3
114	и как	6	3
115	различного рода	3	3
116	в начале	2	3
117	в целом	4	3
118	но как	2	3
119	при всей	3	3
120	и о	4	3
121	о нем	2	3
122	еще в	3	3
123	не является	4	3
124	отношению к	9	3
125	в ходе	3	3
126	современная нарратология	2	3
127	свидетель и	2	3
128	по отношению	9	3
129	не было	7	3
130	именно в	3	3
131	лишь в	4	3
132	но при	3	3
133	героя в	2	3
134	едва ли	2	3
135	нарративного высказывания	2	3
136	также и	3	3
137	подобно тому	2	3
138	и ее	2	3
139	исходя из	2	3
140	и все	2	3
141	мы имеем	2	3
142	между тем	4	3
143	в едином	2	2
144	первобытного человека	3	2
145	зависит от	2	2
146	главное действующее	2	2
147	и составляет	3	2
148	по мере	2	2
149	изменение состояния	2	2
150	действующее лицо	2	2
151	а о	2	2
152	события свидетель	2	2
153	отнюдь не	8	2
154	между собой	2	2
155	большей или	2	2
156	не могло	2	2
157	событийности бытия	2	2
158	событие самого	2	2
159	в сущности	2	2
160	не сводится	3	2
161	в свою	3	2
162	ему в	2	2
163	по своим	4	2
164	к его	2	2
165	как мы	2	2
166	но зато	2	2
167	а по	2	2
168	с ее	2	2
169	и того	3	2
170	рассказывания в	3	2
171	свою очередь	3	2
172	по своему	3	2
173	они и	3	2
174	чем он	2	2
175	имеем дело	2	2
176	в пределах	2	2
177	коммуникативной ситуации	5	2
178	к ним	3	2
179	оно не	2	2
180	по сути	4	2
181	хотя бы	3	2
182	себя в	2	2
183	речевых практик	5	2
184	героя и	2	2
185	дело не	2	2
186	в е	2	2
187	в форме	2	2
188	человеческого присутствия	2	2
189	ли не	3	2
190	другой стороны	3	2
191	жизни в	2	2
192	в отличие	5	2
193	в особенности	4	2
194	для обозначения	3	2
195	человеческого сознания	3	2
196	человека в	2	2
197	сознания в	2	2
198	в году	2	2
199	лицо события	2	2
200	из уст	2	2
201	высказывания в	6	2
202	что не	4	2
203	и даже	3	2
204	времени в	2	2
205	с другой	10	2
206	отличие от	5	2
207	роль в	7	2
208	коммуникативную ситуацию	2	2
209	самого рассказывания	3	2
210	сами по	2	2
211	дело с	2	2
212	сказать что	3	2
213	во всяком	2	2
214	[...] в	5	2
215	что касается	2	2
216	связи с	4	2
217	события в	2	2
218	же самое	2	2
219	на ее	2	2
220	в равной	2	2
221	в произведении	3	2
222	так сказать	2	2
223	нарративное высказывание	2	2
224	это было	2	2
