N	2gram	Tiupa_Hudo_2	Istorich
1	и в	28	22
2	в этом	13	17
3	и т	4	16
4	т е	2	16
5	т д	2	15
6	что в	5	15
7	не только	11	14
8	но и	9	12
9	и не	18	12
10	может быть	8	11
11	в этих	3	11
12	или в	3	11
13	еще не	3	10
14	но в	2	10
15	что он	8	9
16	в нем	3	9
17	что и	4	9
18	вместе с	2	9
19	в том	15	9
20	что они	4	8
21	том что	19	8
22	как мы	2	8
23	с мотивом	2	7
24	с другой	3	7
25	но не	4	7
26	то что	6	7
27	из них	2	7
28	уже не	10	7
29	в них	3	6
30	это не	6	6
31	мы уже	3	6
32	не все	3	6
33	то и	4	6
34	а в	6	6
35	то же	6	6
36	а не	14	6
37	ничего не	5	6
38	если бы	6	6
39	не менее	5	5
40	в частности	7	5
41	тем не	4	5
42	до сих	2	5
43	есть и	3	5
44	этот мотив	2	5
45	один из	2	5
46	все же	2	5
47	что она	7	5
48	он не	4	5
49	сих пор	2	5
50	к нему	3	5
51	в этой	5	5
52	и другие	5	4
53	как это	7	4
54	не в	13	4
55	только в	4	4
56	на этом	2	4
57	она не	5	4
58	к ней	2	4
59	что на	3	4
60	отношение к	2	4
61	для нас	3	4
62	его и	2	4
63	и его	5	4
64	и на	3	4
65	в данном	2	4
66	не может	4	4
67	тем что	6	4
68	в других	4	4
69	и с	6	4
70	я не	7	3
71	состоит в	7	3
72	что у	3	3
73	превращается в	4	3
74	и от	2	3
75	о себе	3	3
76	и все	7	3
77	прежде всего	3	3
78	к тому	7	3
79	и к	2	3
80	как и	11	3
81	они и	2	3
82	все что	3	3
83	у него	5	3
84	жить в	3	3
85	было бы	3	3
86	в его	11	3
87	никогда не	5	3
88	данном случае	2	3
89	со стороны	3	3
90	никого не	2	3
91	следующим образом	3	3
92	и у	2	3
93	так же	3	3
94	с ними	3	3
95	сказать что	2	3
96	потому что	2	3
97	и ее	3	3
98	из этих	2	3
99	о том	12	3
100	его в	2	3
101	здесь не	2	3
102	как только	3	2
103	не было	6	2
104	все время	3	2
105	только не	2	2
106	с матерью	2	2
107	что было	3	2
108	но тем	2	2
109	в одном	3	2
110	в жизни	8	2
111	вовсе не	2	2
112	можно сказать	6	2
113	лицо и	2	2
114	мы знаем	2	2
115	тому же	2	2
116	одна из	2	2
117	с одной	3	2
118	как в	5	2
119	при этом	11	2
120	на другой	2	2
121	в качестве	4	2
122	на себя	3	2
123	себе в	2	2
124	одной стороны	3	2
125	у нее	10	2
126	и о	4	2
127	за него	2	2
128	же как	2	2
129	да и	5	2
130	в ней	3	2
131	и он	3	2
132	именно так	2	2
133	в котором	6	2
134	для нее	4	2
135	не с	2	2
136	и уже	4	2
137	отношению к	7	2
138	и это	3	2
139	жизни и	6	2
140	нет ничего	2	2
141	который был	2	2
142	так и	8	2
143	только на	5	2
144	по отношению	7	2
145	в своем	5	2
146	не могла	5	2
147	и было	2	2
148	той же	2	2
149	что не	2	2
150	и для	2	2
151	роль в	2	2
152	и то	2	2
153	дело с	2	2
154	между тем	8	2
155	в виде	2	2
156	точки зрения	2	2
157	в другом	2	2
158	в то	6	2
159	как будто	4	2
160	с того	2	2
161	героя не	3	2
162	а также	2	2
163	своего мужа	3	2
164	же не	2	2
165	с собой	2	2
