N	2gram	Vygotskiy__3	Istorich
1	и в	25	25
2	что он	6	22
3	вместе с	14	22
4	может быть	13	17
5	мы имеем	4	14
6	не только	6	13
7	но и	4	13
8	в его	15	12
9	и не	10	11
10	уже не	2	11
11	так как	12	11
12	все же	6	10
13	в этом	14	10
14	тем что	8	10
15	с другой	6	9
16	его в	3	9
17	и его	2	9
18	таким образом	17	9
19	в виде	3	9
20	с тем	16	8
21	связи с	9	8
22	что в	17	8
23	мы знаем	4	8
24	том что	20	8
25	мы видим	3	8
26	еще не	4	8
27	связь с	3	8
28	другой стороны	3	8
29	все эти	7	8
30	и что	10	8
31	и на	6	8
32	в частности	4	7
33	в качестве	12	7
34	мы видели	6	7
35	как и	15	7
36	но это	5	7
37	то что	15	7
38	одной стороны	5	7
39	в нем	2	7
40	с одной	5	7
41	потому что	6	7
42	и здесь	2	7
43	представляет собой	6	7
44	только в	10	7
45	о том	5	7
46	в этих	2	6
47	прежде всего	4	6
48	что и	10	6
49	как в	9	6
50	не может	6	6
51	не в	6	6
52	или в	2	6
53	могут быть	5	6
54	в том	23	6
55	там где	4	6
56	что это	5	5
57	ясно что	2	5
58	с этим	4	5
59	показывает что	8	5
60	как мы	8	5
61	для нас	2	5
62	но все	2	5
63	здесь мы	2	5
64	но не	6	5
65	мы увидим	4	5
66	в него	3	5
67	так же	17	5
68	входит в	5	5
69	мы не	9	5
70	не менее	6	4
71	не как	3	4
72	раньше чем	2	4
73	все еще	2	4
74	с другими	2	4
75	тем не	5	4
76	мы уже	5	4
77	наряду с	3	4
78	же как	6	4
79	в основном	6	4
80	на этой	5	4
81	все это	6	4
82	в связи	6	4
83	то же	2	4
84	совершенно ясно	2	4
85	от этого	6	4
86	он не	4	4
87	мы должны	6	4
88	и это	4	4
89	с ним	4	4
90	того как	3	4
91	они стали	2	3
92	никогда не	4	3
93	и как	5	3
94	представления о	2	3
95	и все	4	3
96	встречается в	4	3
97	в целом	13	3
98	в свою	3	3
99	как показал	2	3
100	в этой	5	3
101	в то	4	3
102	в себя	3	3
103	того чтобы	8	3
104	на том	3	3
105	в роли	2	3
106	если в	3	3
107	на себя	2	3
108	показывают что	5	3
109	в свете	2	3
110	на этом	3	3
111	только после	2	3
112	для того	7	3
113	друг друга	4	3
114	а в	4	3
115	его к	3	3
116	в которых	3	3
117	их в	3	3
118	этой стадии	5	3
119	перед нами	10	2
120	уже в	7	2
121	видели что	3	2
122	к которым	4	2
123	связанные с	2	2
124	в животном	6	2
125	из нее	2	2
126	тогда когда	4	2
127	человека и	5	2
128	к этому	3	2
129	а как	2	2
130	по себе	7	2
131	и вместе	2	2
132	на то	4	2
133	так что	2	2
134	об этом	2	2
135	же в	2	2
136	в другую	2	2
137	с этой	3	2
138	мы и	2	2
139	одна из	2	2
140	того же	6	2
141	животных и	2	2
142	это значит	4	2
143	и сам	3	2
144	знаем о	2	2
145	друг с	5	2
146	если бы	5	2
147	из которых	5	2
148	таким же	2	2
149	одним из	5	2
150	некоторое время	2	2
151	как бы	10	2
152	и потому	2	2
153	еще в	2	2
154	один из	6	2
155	в своей	2	2
156	отношению к	2	2
157	когда он	3	2
158	с ней	3	2
159	по отношению	3	2
160	и для	2	2
161	в течение	2	2
162	и других	2	2
163	находится в	2	2
164	того что	10	2
165	и по	5	2
166	то в	3	2
167	связан с	2	2
168	сказать что	4	2
169	точки зрения	6	2
170	во всем	3	2
171	что мы	7	2
172	из них	4	2
173	с другом	5	2
174	значит что	4	2
175	мы можем	7	2
