N	2gram	Medvedev_F_2	Problema
1	то что	6	38
2	и не	20	37
3	вовсе не	11	37
4	и в	38	35
5	не есть	3	33
6	сказать что	2	24
7	не только	9	24
8	том что	2	19
9	даже и	4	18
10	может быть	23	18
11	в этом	27	17
12	но и	13	16
13	в языке	6	15
14	только в	6	14
15	потому что	2	13
16	во всяком	5	13
17	не может	14	13
18	в том	11	12
19	того что	3	12
20	хотя бы	6	12
21	что в	7	11
22	прежде всего	15	11
23	значения и	2	11
24	не просто	2	11
25	и даже	4	11
26	не будет	2	11
27	в таком	2	11
28	всяком случае	5	10
29	и с	9	10
30	говорить о	5	10
31	а не	6	10
32	и то	2	10
33	ничего не	4	10
34	если мы	5	9
35	в этой	6	9
36	едва ли	2	9
37	что же	5	9
38	только на	3	9
39	уже не	7	8
40	было бы	6	8
41	в виду	2	8
42	есть только	2	8
43	этого термина	2	8
44	значение и	3	8
45	по себе	7	8
46	как раз	6	8
47	все же	8	8
48	при помощи	2	8
49	в конце	2	7
50	совсем не	2	7
51	не является	3	7
52	все эти	6	7
53	не имеет	2	7
54	того или	4	7
55	в его	10	7
56	конце концов	2	7
57	так и	8	7
58	так как	4	7
59	тем самым	2	7
60	мы не	3	7
61	с другой	3	6
62	а только	2	6
63	ни в	2	6
64	но это	2	6
65	не о	4	6
66	и т	14	6
67	а именно	2	6
68	к сожалению	2	6
69	т д	5	6
70	но как	2	6
71	в то	5	6
72	и для	5	6
73	но в	4	6
74	в области	3	6
75	представление о	2	5
76	же это	2	5
77	кроме того	2	5
78	в самом	16	5
79	отнюдь не	8	5
80	языка и	12	5
81	в связи	10	5
82	или иного	5	5
83	с этим	5	5
84	и на	3	5
85	и более	2	5
86	и все	3	5
87	раз и	4	5
88	этом смысле	2	5
89	как и	9	5
90	связи с	13	5
91	то же	6	5
92	как мы	7	5
93	что не	4	5
94	другой стороны	4	5
95	с другими	10	5
96	и это	2	5
97	без всякой	3	5
98	не могут	7	4
99	в этих	2	4
100	что на	2	4
101	как таковой	3	4
102	и как	3	4
103	в общем	5	4
104	как бы	4	4
105	и тем	2	4
106	все это	3	4
107	и только	5	4
108	мы говорим	4	4
109	таким образом	20	4
110	а в	6	4
111	в результате	6	4
112	их в	2	4
113	именно как	4	4
114	и здесь	3	4
115	значение слова	2	4
116	тем что	8	4
117	всех этих	3	4
118	если бы	5	4
119	что он	5	4
120	на первый	2	4
121	но не	2	4
122	но именно	3	4
123	ни о	5	4
124	и о	2	4
125	было говорить	2	4
126	на самом	3	4
127	самом деле	8	4
128	то и	3	4
129	слова и	7	4
130	уже в	2	3
131	тому что	2	3
132	или даже	2	3
133	и от	2	3
134	из этих	3	3
135	первый план	2	3
136	язык как	8	3
137	к тому	4	3
138	что они	4	3
139	хотя и	3	3
140	один из	2	3
141	то это	3	3
142	в целом	3	3
143	и их	3	3
144	в их	6	3
145	для этого	2	3
146	то ни	2	3
147	не было	6	3
148	только и	3	3
149	при этом	9	3
150	лишь в	7	3
151	и наконец	4	3
152	и по	2	3
153	о языке	4	3
154	что для	2	3
155	в основе	5	3
156	языка в	9	3
157	в истории	6	3
158	но ведь	3	3
159	его в	3	3
160	бы в	5	3
161	к предмету	3	3
162	с тем	11	3
163	для них	3	3
164	по этому	2	3
165	говорим о	2	3
166	и к	4	3
167	это и	5	3
168	она не	2	3
169	мы в	2	3
170	если же	2	3
171	оно не	4	3
172	и речи	5	3
173	даже не	2	3
174	слова как	2	3
175	должны были	2	3
176	можно говорить	2	3
177	в значительной	3	3
178	с самого	2	3
179	для того	3	3
180	в слове	5	3
181	как о	4	3
182	смысла и	2	2
183	для определения	2	2
184	перед нами	2	2
185	самого начала	2	2
186	время и	3	2
187	и многие	2	2
188	в той	2	2
189	его от	4	2
190	не в	15	2
191	но все	3	2
192	является не	2	2
193	на нем	2	2
194	независимо от	4	2
195	совпадает с	2	2
196	как они	4	2
197	языка а	5	2
198	в зависимости	3	2
199	и др	3	2
200	к нему	3	2
201	в понимании	2	2
202	сводится к	5	2
203	язык и	7	2
204	что оно	4	2
205	даже в	2	2
206	между этими	3	2
207	не так	2	2
208	или в	3	2
209	как такового	6	2
210	должно быть	2	2
211	каждый из	3	2
212	в ней	6	2
213	же и	2	2
214	точки зрения	8	2
215	в плане	2	2
216	слово в	2	2
217	том случае	2	2
218	имеет значение	2	2
219	сами по	2	2
220	и всякое	2	2
221	в такой	2	2
222	с нею	2	2
223	звука и	5	2
224	языка как	11	2
225	зависимости от	3	2
226	в тех	2	2
227	в качестве	2	2
228	в корне	7	2
229	по преимуществу	5	2
230	является для	2	2
231	он не	6	2
232	мы ни	2	2
233	каждый элемент	4	2
234	что и	8	2
235	во всех	5	2
236	вместе с	6	2
237	быть и	3	2
238	и прежде	3	2
239	совершенно не	4	2
240	входит в	4	2
241	еще более	5	2
242	в в	2	2
243	системы а	2	2
244	того чтобы	3	2
245	слово и	2	2
246	исследования в	2	2
247	роль в	3	2
248	от всякого	2	2
249	ничем не	2	2
250	является в	2	2
251	правда в	2	2
252	общем смысле	2	2
253	предмета в	2	2
254	и ее	6	2
255	от его	2	2
256	из этого	2	2
257	здесь не	4	2
258	не то	3	2
259	если это	2	2
260	это было	3	2
