N	2gram	Tiupa_Narr_1	Formalny
1	и в	19	24
2	в его	9	23
3	прежде всего	4	22
4	и не	20	20
5	так и	9	18
6	не может	10	16
7	точки зрения	10	16
8	в этом	17	15
9	в нем	4	14
10	может быть	25	14
11	с точки	2	13
12	в своем	2	11
13	не менее	3	11
14	как и	7	11
15	и ее	2	10
16	то же	4	10
17	в ней	3	10
18	а не	12	10
19	и его	5	10
20	и потому	2	9
21	в то	3	9
22	в ее	3	8
23	же время	4	8
24	именно в	6	8
25	в свою	3	8
26	то что	11	8
27	как в	7	8
28	и на	3	8
29	не в	14	8
30	и с	4	8
31	должна быть	2	7
32	не только	32	7
33	с ее	3	7
34	жизни и	3	7
35	но и	23	7
36	отнюдь не	5	6
37	и все	2	6
38	было бы	4	6
39	в том	18	6
40	в этой	5	6
41	более или	2	6
42	самом деле	2	6
43	свою очередь	3	6
44	в пределах	2	6
45	она не	2	6
46	еще не	7	6
47	как бы	4	6
48	или менее	2	6
49	а в	11	6
50	отношения к	2	6
51	все эти	2	6
52	как это	6	6
53	хотя бы	4	5
54	по себе	5	5
55	в литературе	2	5
56	при этом	9	5
57	и др	2	5
58	не могло	2	5
59	и до	2	5
60	со стороны	9	5
61	как мы	3	5
62	с другой	8	5
63	но в	6	5
64	с его	6	4
65	независимо от	2	4
66	в частности	14	4
67	никогда не	3	4
68	не как	2	4
69	в мире	9	4
70	одной стороны	7	4
71	оно не	2	4
72	отношению к	6	4
73	так же	2	4
74	по отношению	7	4
75	в связи	2	4
76	что в	3	4
77	с одной	7	4
78	но не	5	3
79	связи с	4	3
80	то ни	3	3
81	бы то	3	3
82	или иного	2	3
83	что он	6	3
84	к тому	7	3
85	его как	2	3
86	для него	2	3
87	это и	3	3
88	и как	5	3
89	не о	3	3
90	он не	3	3
91	один из	3	3
92	все же	7	3
93	же в	4	3
94	отношение к	2	3
95	когда он	3	3
96	время в	2	3
97	отличается от	4	3
98	бытия в	3	3
99	в особенности	4	3
100	особенно в	3	3
101	не было	2	3
102	сводится к	3	3
103	тем самым	6	3
104	и даже	3	3
105	между ними	2	3
106	его в	2	3
107	наконец в	2	3
108	от всех	2	3
109	в основе	5	3
110	они не	2	3
111	в себе	8	3
112	как к	2	3
113	этого слова	2	3
114	здесь не	4	3
115	в области	2	3
116	того или	2	2
117	еще одна	3	2
118	же как	3	2
119	жизни в	3	2
120	сами по	2	2
121	это не	2	2
122	не сводится	2	2
123	идет о	2	2
124	ни было	3	2
125	ни в	3	2
126	уже не	5	2
127	по существу	2	2
128	но все	4	2
129	в противовес	4	2
130	одна из	3	2
131	подход к	2	2
132	во внешнем	2	2
133	только в	4	2
134	не от	2	2
135	одной из	4	2
136	как раз	2	2
137	нет и	2	2
138	точка зрения	6	2
139	не с	3	2
140	не есть	3	2
141	на него	3	2
142	во всей	2	2
143	не на	2	2
144	происходит и	2	2
145	приводит к	2	2
146	или иначе	3	2
147	в самую	2	2
148	в результате	2	2
149	между тем	3	2
150	чтобы стать	2	2
151	к которому	2	2
152	ничего не	2	2
153	жизни но	2	2
154	бы быть	3	2
155	в произведении	3	2
156	мира в	5	2
