N	2gram	Bakhtin_sl_2	Problemy
1	и в	39	34
2	и не	22	29
3	как бы	7	27
4	что он	2	23
5	в его	7	22
6	может быть	37	19
7	в нем	19	19
8	не может	20	19
9	и все	5	19
10	как и	6	18
11	но в	6	16
12	все это	16	16
13	и его	33	16
14	в этом	16	16
15	и с	9	15
16	прежде всего	8	15
17	он не	2	15
18	то же	4	14
19	к нему	3	14
20	для него	7	13
21	но и	21	12
22	же время	4	12
23	по замыслу	2	12
24	и к	6	12
25	в то	4	12
26	вовсе не	10	11
27	в сущности	6	11
28	то что	2	11
29	не только	24	10
30	слова и	8	10
31	в отношении	4	9
32	не в	9	9
33	а не	14	9
34	героя и	5	9
35	никогда не	7	8
36	себя и	4	8
37	и т	35	8
38	в речах	2	8
39	точки зрения	8	8
40	с ним	7	8
41	и слово	2	8
42	и для	5	8
43	в другом	2	8
44	слова в	13	7
45	что в	3	7
46	и даже	7	7
47	отношении к	4	7
48	все же	6	7
49	на него	2	7
50	с которым	2	7
51	как мы	7	7
52	там где	6	7
53	своему предмету	5	6
54	в пределах	13	6
55	отношение к	4	6
56	стремится к	3	6
57	не знает	2	6
58	и на	4	6
59	с ними	5	6
60	с его	7	6
61	от него	5	6
62	мы уже	2	6
63	отношению к	4	6
64	так и	15	6
65	т п	33	6
66	в плане	5	6
67	в себе	2	6
68	только в	5	6
69	это не	5	5
70	и от	3	5
71	но все	5	5
72	дело идет	2	5
73	всяком случае	2	5
74	по отношению	4	5
75	таким образом	8	5
76	на них	2	5
77	лишь в	3	5
78	а в	4	5
79	чужого слова	40	5
80	и наконец	5	5
81	в одном	2	5
82	на протяжении	2	5
83	даже в	2	5
84	что и	3	5
85	к своему	9	5
86	героя в	3	5
87	хотя бы	3	5
88	в слове	6	5
89	во всяком	3	5
90	в чем	3	5
91	слово героя	2	4
92	с другой	5	4
93	ни в	4	4
94	слова о	2	4
95	но это	3	4
96	на этом	3	4
97	у него	3	4
98	при этом	7	4
99	на его	2	4
100	как к	3	4
101	все эти	6	4
102	рядом с	3	4
103	его слово	15	4
104	в диалогах	2	4
105	даже и	4	4
106	к чужому	3	4
107	но как	2	4
108	его в	4	4
109	так как	4	4
110	свое слово	2	4
111	но не	6	4
112	еще не	7	4
113	с таким	2	4
114	бы и	3	4
115	как в	13	4
116	с точки	3	4
117	с другими	4	4
118	в виде	2	4
119	вместе с	2	4
120	не менее	4	3
121	уже в	2	3
122	два голоса	2	3
123	для этого	4	3
124	словом и	8	3
125	в том	5	3
126	сливается с	4	3
127	до конца	17	3
128	хотя и	2	3
129	в него	7	3
130	которого он	2	3
131	с ее	2	3
132	мы видели	2	3
133	жизни и	6	3
134	его и	2	3
135	слова с	4	3
136	в ней	3	3
137	нуждается в	2	3
138	но он	2	3
139	говорить о	3	3
140	ведь и	2	3
141	во всем	4	3
142	как он	2	3
143	большинстве случаев	5	3
144	в романах	3	3
145	установкой на	3	3
146	по себе	5	3
147	том что	5	3
148	между тем	3	3
149	со словом	5	3
150	его слова	7	3
151	наконец в	4	3
152	лишь о	2	3
153	оно стремится	2	3
154	и как	3	3
155	слов в	2	3
156	эти слова	2	3
157	далеко не	2	3
158	только с	2	3
159	не было	2	2
160	сама по	3	2
161	человек в	6	2
162	в роман	3	2
163	а вовсе	2	2
164	а просто	2	2
165	этом случае	6	2
166	или иной	5	2
167	и создает	3	2
168	в большинстве	6	2
169	например в	5	2
170	же и	2	2
171	со всею	3	2
172	один из	5	2
173	в форме	2	2
174	отличается от	2	2
175	в своем	6	2
176	т д	2	2
177	которых мы	2	2
178	что оно	4	2
179	чем не	2	2
180	те же	2	2
181	как слово	2	2
182	пределах одного	7	2
183	особенно в	2	2
184	остается в	5	2
185	и мир	4	2
186	с этим	2	2
187	той или	5	2
188	свой голос	2	2
189	о том	2	2
190	почти все	2	2
191	сказать что	3	2
192	человек и	14	2
193	слово в	11	2
194	или как	4	2
195	вне себя	2	2
196	всех этих	4	2
197	однако в	2	2
198	в них	6	2
199	выступает здесь	2	2
200	конечно в	2	2
201	не с	3	2
202	авторское слово	3	2
203	точек зрения	3	2
204	себя то	2	2
205	это и	2	2
206	более того	2	2
207	него нет	3	2
208	громадное значение	2	2
209	слова его	5	2
210	и слова	5	2
211	себе как	2	2
212	мы увидим	2	2
213	со всеми	2	2
214	конечно не	5	2
215	за пределы	2	2
216	во всех	12	2
217	диалог в	2	2
218	к ней	2	2
219	чужое слово	10	2
220	как для	3	2
221	и потому	7	2
222	о нем	2	2
223	слова не	4	2
224	входят в	2	2
225	быть и	3	2
226	слово слово	2	2
227	и внутренне	2	2
228	всем этим	2	2
229	так в	2	2
230	слова как	2	2
231	в отличие	12	2
232	входит в	4	2
233	еще более	2	2
234	в той	4	2
235	уже не	5	2
236	той же	3	2
237	связан с	3	2
238	и стилей	2	2
239	которые в	2	2
240	так сказать	6	2
241	отличие от	13	2
