N	2gram	Bakhtin_Fr_7	Vvedenie
1	и в	41	32
2	в том	11	31
3	в этом	15	30
4	может быть	4	26
5	том что	4	26
6	не только	5	22
7	таким образом	19	19
8	также и	2	18
9	то что	8	16
10	потому что	5	15
11	так как	3	15
12	не может	3	14
13	в нем	7	13
14	о том	6	13
15	того что	2	12
16	в их	3	12
17	и не	7	12
18	в его	12	12
19	только в	6	12
20	как мы	11	11
21	в данном	2	11
22	что в	9	10
23	но в	8	9
24	и как	2	9
25	то же	13	9
26	в той	3	9
27	это не	6	8
28	а только	2	8
29	не в	9	8
30	именно в	2	8
31	прежде всего	11	7
32	точки зрения	5	7
33	о котором	2	7
34	было бы	4	7
35	как нечто	2	7
36	можно было	3	7
37	же время	9	6
38	но и	9	6
39	все это	10	6
40	в то	10	6
41	его в	3	6
42	как он	2	6
43	вовсе не	7	6
44	как и	14	6
45	в качестве	9	6
46	и его	9	6
47	тем что	3	6
48	и это	5	6
49	уже в	5	5
50	как бы	7	5
51	имеет дело	2	5
52	в которых	2	5
53	в них	7	5
54	по своему	2	5
55	есть и	3	5
56	не есть	2	5
57	вместе с	5	5
58	в течение	2	5
59	а не	2	5
60	и обратно	2	4
61	как о	3	4
62	здесь нет	2	4
63	по отношению	2	4
64	в особенности	2	4
65	этом отношении	2	4
66	не просто	2	4
67	не имеет	3	4
68	а в	5	4
69	мы имеем	2	4
70	от этого	3	4
71	в разных	2	4
72	что он	3	4
73	еще не	2	4
74	отношению к	2	4
75	в своей	3	4
76	уже не	2	4
77	и для	5	4
78	той же	3	4
79	и то	2	4
80	во всяком	2	4
81	и ее	2	4
82	в себе	11	4
83	и т.д	2	4
84	совсем не	3	3
85	что это	4	3
86	и есть	3	3
87	в этих	2	3
88	в конце	8	3
89	к тому	2	3
90	но все	4	3
91	в этой	13	3
92	на этом	5	3
93	до конца	2	3
94	при этом	3	3
95	хотя и	4	3
96	в ней	5	3
97	в виду	4	3
98	к нему	5	3
99	мы видели	5	3
100	на этой	4	3
101	отношение к	2	3
102	во второй	2	3
103	из них	3	3
104	на том	2	3
105	дело не	2	3
106	до нас	5	3
107	в своем	9	3
108	все эти	13	3
109	и других	2	3
110	и вот	2	3
111	свое время	2	3
112	так же	5	3
113	и на	4	3
114	в результате	2	3
115	к этому	5	3
116	и к	5	3
117	в чем	2	3
118	одной из	2	3
119	в одном	3	3
120	в сущности	4	3
121	в свое	2	3
122	а также	2	3
123	должен быть	2	3
124	что и	5	3
125	дело в	2	3
126	своего рода	2	3
127	в области	2	3
128	все время	2	2
129	и другие	3	2
130	никогда не	2	2
131	в отношении	3	2
132	это в	3	2
133	но это	3	2
134	несмотря на	3	2
135	в ряде	3	2
136	и др	2	2
137	в форме	3	2
138	которые были	2	2
139	них и	2	2
140	в связи	2	2
141	не было	3	2
142	с помощью	6	2
143	не мог	2	2
144	должно быть	4	2
145	и те	3	2
146	рядом с	4	2
147	в более	4	2
148	и с	4	2
149	и так	2	2
150	с этим	2	2
151	и здесь	4	2
152	конце концов	4	2
153	бы в	2	2
154	так и	10	2
155	по этому	3	2
156	и со	2	2
157	направление в	2	2
158	есть не	2	2
159	по существу	8	2
160	его к	3	2
161	учение о	2	2
162	того же	3	2
163	во всех	3	2
164	отсюда и	2	2
165	жизни и	3	2
166	мы уже	12	2
167	человеческой культуры	2	2
168	и до	6	2
169	был в	2	2
170	и сама	2	2
171	только на	2	2
172	того как	5	2
173	в значительной	2	2
174	из которых	2	2
175	те кто	2	2
176	с точки	3	2
177	мы не	2	2
178	у них	2	2
179	время в	2	2
180	выражение в	3	2
181	одна из	4	2
182	в каждой	2	2
183	ничего не	4	2
