N	2gram	Voloshinov_1	Vladivir
1	и в	16	30
2	то что	3	20
3	в этом	9	20
4	у него	2	19
5	в том	3	18
6	и не	4	18
7	и с	8	14
8	что он	2	13
9	том что	3	12
10	что в	3	12
11	не только	7	12
12	в его	4	11
13	а в	3	11
14	как мы	4	11
15	сказать что	7	11
16	и вообще	2	10
17	и даже	4	10
18	для него	6	9
19	было бы	2	9
20	не может	8	9
21	вместе с	3	8
22	но и	4	8
23	но в	4	8
24	не менее	2	7
25	никогда не	2	7
26	точки зрения	8	7
27	и все	4	7
28	ни в	5	7
29	может быть	17	7
30	для нас	2	7
31	как это	3	7
32	к этому	2	6
33	прежде всего	9	6
34	и к	6	6
35	только в	4	6
36	всяком случае	3	6
37	во всяком	3	6
38	жизни и	3	6
39	и его	8	6
40	как и	2	5
41	при этом	6	5
42	того же	2	5
43	в своей	2	5
44	в основном	3	5
45	как бы	5	5
46	другими словами	2	5
47	так и	4	5
48	все это	4	5
49	с этим	2	5
50	все эти	5	5
51	так как	4	5
52	с ним	2	5
53	совсем не	2	4
54	с его	7	4
55	с этой	2	4
56	его в	4	4
57	можно сказать	4	4
58	мы знаем	3	4
59	в этой	4	4
60	что это	2	4
61	конечно не	6	4
62	и мы	2	4
63	и о	2	4
64	он не	2	4
65	в нем	4	4
66	не есть	2	4
67	крайней мере	3	4
68	в этих	3	4
69	то же	2	4
70	и наконец	4	4
71	так же	2	4
72	и на	4	4
73	но это	2	4
74	в начале	2	4
75	о том	2	4
76	по крайней	3	4
77	отношение к	5	4
78	для меня	2	4
79	учение о	3	3
80	в них	2	3
81	хотя бы	4	3
82	едва ли	3	3
83	из этих	2	3
84	на этих	2	3
85	что и	2	3
86	и как	3	3
87	своей жизни	2	3
88	и для	2	3
89	с точки	6	3
90	во всех	3	3
91	нам кажется	2	3
92	отношения к	3	3
93	таким образом	9	3
94	только и	2	3
95	те же	3	3
96	и вот	3	3
97	что можно	2	3
98	и это	6	3
99	в области	3	3
100	и есть	3	2
101	на первый	2	2
102	в общем	3	2
103	на этом	3	2
104	по своему	2	2
105	есть и	2	2
106	и может	4	2
107	кажется что	2	2
108	мы уже	2	2
109	в самом	2	2
110	во сне	2	2
111	в частности	2	2
112	и потому	3	2
113	можно назвать	2	2
114	не на	2	2
115	и притом	3	2
116	и она	3	2
117	что не	2	2
118	в чем	5	2
119	и по	2	2
120	нет никаких	2	2
121	мысли и	4	2
122	их в	3	2
123	всей жизни	2	2
124	я и	6	2
125	мы не	2	2
