N	2gram	Vinokur_Ku_2	Problemy
1	и в	23	35
2	как бы	4	31
3	и не	16	27
4	что он	5	24
5	в его	5	21
6	но в	11	19
7	не может	9	18
8	как и	2	18
9	в нем	4	16
10	то же	6	15
11	и все	2	15
12	но и	7	14
13	может быть	15	14
14	все это	5	14
15	в сущности	9	14
16	и его	3	14
17	в этом	18	14
18	к нему	2	13
19	что я	4	13
20	он не	3	13
21	прежде всего	8	12
22	и с	7	12
23	в другом	2	12
24	в пределах	4	11
25	в то	4	11
26	слова и	5	11
27	не в	8	10
28	самом деле	9	10
29	же время	3	10
30	не только	20	10
31	то что	9	10
32	в отношении	2	9
33	на самом	2	9
34	я не	5	8
35	так и	4	8
36	потому что	25	8
37	все же	7	8
38	как мы	3	8
39	и для	2	8
40	лишь в	5	7
41	так же	4	7
42	а в	3	7
43	точки зрения	14	7
44	вовсе не	9	7
45	еще не	5	7
46	что же	5	7
47	там где	5	7
48	таким образом	5	7
49	слова в	6	6
50	что в	10	6
51	к тому	4	6
52	но это	3	6
53	что они	2	6
54	и что	8	6
55	в самом	12	6
56	что у	2	6
57	и на	6	6
58	не знает	3	6
59	но не	6	6
60	только в	5	6
61	в конце	4	5
62	в том	19	5
63	да и	6	5
64	и даже	2	5
65	с ними	2	5
66	он и	2	5
67	этого слова	5	5
68	как в	3	5
69	и то	5	5
70	и это	3	5
71	никогда не	2	4
72	с другой	8	4
73	но зато	2	4
74	но все	4	4
75	до конца	3	4
76	же и	2	4
77	всяком случае	5	4
78	и вот	5	4
79	рядом с	2	4
80	между тем	6	4
81	так как	15	4
82	сознания и	2	4
83	у него	3	4
84	как раз	3	4
85	в них	4	4
86	это слово	4	4
87	по себе	10	4
88	тот же	5	4
89	в своей	2	4
90	в той	2	4
91	а не	10	4
92	что не	6	4
93	и у	2	4
94	во всяком	5	4
95	тем что	3	4
96	не хочу	2	4
97	как будто	2	4
98	что это	7	4
99	за собой	2	3
100	уже в	3	3
101	но так	2	3
102	и от	2	3
103	его к	2	3
104	знает что	3	3
105	в виду	3	3
106	другой стороны	7	3
107	в форме	3	3
108	все эти	12	3
109	но только	4	3
110	того что	3	3
111	должно быть	4	3
112	это не	6	3
113	сказать что	4	3
114	даже и	2	3
115	нуждается в	2	3
116	говорить о	4	3
117	мы должны	2	3
118	этого не	3	3
119	с тем	2	3
120	не как	2	3
121	с этим	3	3
122	этом смысле	5	3
123	это и	3	3
124	том что	11	3
125	слов и	2	3
126	было бы	15	3
127	он уже	2	3
128	конце концов	3	3
129	что и	3	3
130	сводится к	3	3
131	уже не	8	3
132	слов в	3	3
133	ничего не	4	3
134	не менее	7	2
135	для этого	3	2
136	мысль и	2	2
137	с этой	2	2
138	и речь	2	2
139	что все	5	2
140	это в	2	2
141	вопрос о	9	2
142	что на	4	2
143	мы знаем	4	2
144	ни в	4	2
145	на этом	3	2
146	но что	2	2
147	при этом	2	2
148	хотя и	4	2
149	речи в	6	2
150	к слову	2	2
151	мы видели	2	2
152	в своем	2	2
153	что оно	3	2
154	те же	3	2
155	достоевского и	2	2
156	не просто	2	2
157	и по	3	2
158	материалом для	2	2
159	характер и	2	2
160	но для	3	2
161	в которых	2	2
162	в ней	3	2
163	ни на	2	2
164	мне не	2	2
165	большинстве случаев	2	2
166	всех этих	3	2
167	смысле этого	2	2
168	будто бы	2	2
169	мы с	2	2
170	не хочет	2	2
171	материал для	2	2
172	очень часто	2	2
173	ли это	2	2
174	конечно не	2	2
175	как можно	2	2
176	но уже	2	2
177	слова не	3	2
178	своего рода	4	2
179	вместе с	5	2
180	бы и	4	2
181	приводит к	5	2
182	так в	3	2
183	в отличие	2	2
184	все равно	2	2
185	чтобы не	2	2
186	в речи	6	2
187	на этот	2	2
188	хотя бы	9	2
189	с точки	8	2
190	той же	2	2
191	или в	4	2
192	можно было	9	2
193	и вообще	2	2
194	отличие от	2	2
195	в обычном	2	2
196	если и	3	2
