N	2gram	Bakhtin_Pr_3	Psycholo
1	то что	9	37
2	и в	53	30
3	в том	14	27
4	что в	2	24
5	потому что	5	23
6	том что	5	21
7	таким образом	6	20
8	как бы	14	19
9	что он	4	17
10	не только	4	16
11	в самом	2	14
12	в этом	8	14
13	то есть	48	13
14	в сущности	10	12
15	вместе с	2	12
16	может быть	12	11
17	о том	2	10
18	никогда не	2	9
19	с другой	2	9
20	не может	2	9
21	сказать что	10	9
22	так как	7	9
23	что это	2	8
24	не в	2	8
25	а не	11	8
26	при этом	3	8
27	мы видим	2	8
28	могут быть	4	8
29	и это	3	8
30	этих двух	2	7
31	в нем	10	7
32	зависимости от	2	7
33	но не	5	7
34	мы можем	5	7
35	то же	6	7
36	точки зрения	4	7
37	как это	2	7
38	в основе	5	7
39	уже в	2	6
40	в зависимости	2	6
41	мы все	2	6
42	именно в	2	6
43	как и	11	6
44	и если	3	6
45	и тем	2	6
46	и для	4	6
47	но и	7	6
48	и не	15	6
49	жизни и	9	6
50	и его	10	6
51	тем что	2	6
52	мы уже	5	6
53	как будто	2	6
54	что именно	2	5
55	несмотря на	2	5
56	как мы	5	5
57	и потому	5	5
58	еще не	5	5
59	до сих	5	5
60	было бы	5	5
61	один из	6	5
62	сих пор	5	5
63	в двух	2	5
64	в своих	2	5
65	в себе	5	5
66	но в	5	5
67	только в	4	5
68	казалось бы	3	4
69	от него	3	4
70	сравнению с	4	4
71	и все	10	4
72	прежде всего	15	4
73	говорит о	2	4
74	и заключается	2	4
75	и к	5	4
76	в своей	3	4
77	в ней	7	4
78	в его	8	4
79	в них	2	4
80	по сравнению	4	4
81	а в	2	4
82	мы найдем	3	4
83	в конце	3	4
84	и уже	2	3
85	и другие	9	3
86	хотя бы	2	3
87	это не	6	3
88	формы и	3	3
89	к этому	4	3
90	для ее	3	3
91	вовсе не	3	3
92	самого начала	4	3
93	с самого	3	3
94	эти два	2	3
95	одна из	7	3
96	тот же	2	3
97	он не	3	3
98	в ее	3	3
99	что и	3	3
100	на его	3	3
101	так и	6	3
102	как в	7	3
103	и вся	3	3
104	в их	2	3
105	так например	2	3
106	времени и	2	3
107	в той	2	3
108	и наконец	2	3
109	в таком	2	3
110	той же	5	3
111	мы не	4	3
112	человека в	3	3
113	но он	2	3
114	и на	18	3
115	мы должны	4	3
116	в этих	5	3
117	в которой	2	3
118	из самых	2	2
119	перед нами	5	2
120	с его	2	2
121	он в	2	2
122	себя и	2	2
123	в одной	2	2
124	с этим	2	2
125	в каждом	4	2
126	можно сказать	8	2
127	а затем	4	2
128	по существу	5	2
129	того же	2	2
130	и под	3	2
131	обе эти	3	2
132	в большей	2	2
133	или на	2	2
134	это очень	4	2
135	очень хорошо	3	2
136	или наоборот	2	2
137	из них	4	2
138	во всех	12	2
139	и той	2	2
140	быть и	2	2
141	и до	5	2
142	в форме	6	2
143	к самому	4	2
144	все это	8	2
145	по отношению	2	2
146	все равно	4	2
147	в себя	6	2
148	мы находим	2	2
149	с точки	2	2
150	и даже	2	2
151	между ними	2	2
152	ничего не	6	2
153	и с	6	2
154	и так	3	2
155	и самый	5	2
156	даже и	2	2
157	что касается	2	2
158	событий и	2	2
159	во всем	2	2
160	в то	5	2
161	не знает	4	2
162	все то	3	2
163	в рассказе	2	2
164	как он	2	2
165	все эти	9	2
166	нет ни	2	2
