N	2gram	Vygotskiy__3	Vladivir
1	и в	38	30
2	то что	35	20
3	в этом	13	20
4	у него	4	19
5	в том	25	18
6	и не	10	18
7	что он	11	13
8	в конце	2	13
9	том что	14	12
10	что в	20	12
11	не только	12	12
12	в его	5	11
13	а в	7	11
14	как мы	7	11
15	сказать что	4	11
16	и даже	4	10
17	не в	12	9
18	для него	2	9
19	было бы	12	9
20	все же	8	9
21	потому что	14	9
22	не может	7	9
23	в то	3	9
24	в своем	5	8
25	вместе с	5	8
26	но и	5	8
27	что же	2	8
28	не мог	4	8
29	но в	3	8
30	никогда не	4	7
31	точки зрения	16	7
32	и все	10	7
33	ни в	3	7
34	до конца	2	7
35	может быть	19	7
36	для нас	8	7
37	а не	7	7
38	как это	6	7
39	то есть	15	7
40	еще и	2	6
41	к этому	3	6
42	и к	3	6
43	он был	3	6
44	у нас	2	6
45	то время	2	6
46	только в	4	6
47	всяком случае	2	6
48	во всяком	2	6
49	в себе	4	6
50	и его	6	6
51	и то	8	5
52	и я	2	5
53	к концу	3	5
54	как и	8	5
55	так что	8	5
56	при этом	4	5
57	того же	3	5
58	но что	2	5
59	тот же	3	5
60	в своей	5	5
61	как бы	14	5
62	в котором	6	5
63	все это	3	5
64	с этим	8	5
65	в течение	4	5
66	и что	18	5
67	того что	4	5
68	все эти	4	5
69	так как	6	5
70	с ним	2	5
71	из этого	8	5
72	совсем не	3	4
73	с этой	2	4
74	я не	5	4
75	с с	2	4
76	вовсе не	8	4
77	его в	3	4
78	что его	2	4
79	в этой	13	4
80	в целом	4	4
81	и если	6	4
82	что это	10	4
83	конечно не	4	4
84	несмотря на	5	4
85	и мы	13	4
86	и о	3	4
87	в ней	15	4
88	он не	6	4
89	в нем	4	4
90	то это	2	4
91	в этих	2	4
92	время в	5	4
93	со стороны	2	4
94	то же	10	4
95	и наконец	2	4
96	так же	2	4
97	той же	2	4
98	и на	6	4
99	но это	3	4
100	о том	6	4
101	здесь не	3	4
102	мы читаем	2	4
103	в которой	5	4
104	всех этих	2	3
105	должен был	2	3
106	в них	3	3
107	хотя бы	2	3
108	едва ли	3	3
109	из этих	3	3
110	в свою	4	3
111	что и	4	3
112	по существу	2	3
113	и как	8	3
114	своей жизни	2	3
115	в данном	2	3
116	и для	4	3
117	никак не	7	3
118	с точки	9	3
119	во всех	4	3
120	как в	4	3
121	отношения к	2	3
122	таким образом	12	3
123	и вот	2	3
124	здесь мы	4	3
125	и больше	2	3
126	уже не	2	3
127	в таком	3	3
128	где он	3	3
129	в виде	2	3
130	к ней	2	3
131	но он	2	3
132	и это	8	3
133	когда мы	2	3
134	не могли	4	3
135	не то	4	3
136	с тем	8	2
137	казалось бы	5	2
138	со своей	2	2
139	указывал на	3	2
140	имеет никакого	3	2
141	мы видели	6	2
142	здесь в	2	2
143	к тому	6	2
144	уже давно	2	2
145	он все	2	2
146	в общем	2	2
147	увидим ниже	2	2
148	же в	2	2
149	хотел бы	2	2
150	свою очередь	2	2
151	на этом	5	2
152	по своему	4	2
153	и может	2	2
154	она не	6	2
155	и часто	2	2
156	мы уже	7	2
157	не могла	2	2
158	в самом	25	2
159	в сущности	10	2
160	не могу	2	2
161	на то	16	2
162	для того	8	2
163	в виду	4	2
164	время как	4	2
165	не имеет	6	2
166	наряду с	3	2
167	можно назвать	2	2
168	данном случае	2	2
169	как к	2	2
170	того как	3	2
171	в двух	9	2
172	в той	5	2
173	заключается в	7	2
174	того чтобы	9	2
175	что не	3	2
176	говорил о	2	2
177	и очень	2	2
178	и по	2	2
179	он прямо	2	2
180	в своих	4	2
181	их в	2	2
182	и во	2	2
183	с и	6	2
184	к его	2	2
185	как будто	4	2
186	что если	4	2
187	что эти	4	2
188	к этой	2	2
189	ничего не	2	2
190	мы не	5	2
