N	2gram	Tiupa_Anal_3	Psycholo
1	то что	2	44
2	и в	18	33
3	в этом	14	28
4	как бы	10	25
5	может быть	9	22
6	том что	12	22
7	что в	9	21
8	в том	9	21
9	о том	6	20
10	что он	4	20
11	как это	3	14
12	таким образом	4	13
13	и не	12	13
14	сказать что	2	13
15	то есть	10	13
16	все это	3	13
17	к тому	6	12
18	в самом	5	12
19	и все	2	12
20	было бы	3	12
21	самом деле	2	12
22	он не	6	11
23	что она	2	10
24	не может	2	10
25	в его	7	10
26	в этой	6	9
27	по себе	4	9
28	как раз	7	9
29	то же	3	9
30	в конце	5	8
31	вместе с	2	8
32	в своем	4	7
33	в нем	2	7
34	не только	22	7
35	когда он	2	7
36	перед нами	4	6
37	это не	2	6
38	что они	3	6
39	в ней	2	6
40	шекспира и	4	6
41	все эти	2	6
42	и вот	2	6
43	точки зрения	3	6
44	что мы	2	6
45	когда мы	2	6
46	в сущности	5	6
47	а не	9	6
48	в себе	2	6
49	никогда не	5	5
50	и как	4	5
51	в целом	3	5
52	мы не	3	5
53	и на	4	5
54	мы можем	2	5
55	с этим	3	5
56	связь с	2	5
57	это и	2	5
58	как и	14	5
59	и его	13	5
60	о смерти	3	5
61	все же	4	5
62	в частности	12	4
63	совершенно не	2	4
64	а в	10	4
65	с тем	2	4
66	в жизни	2	4
67	к этому	3	4
68	об этом	2	4
69	одна из	2	4
70	говорит о	2	4
71	себя в	4	4
72	не будет	3	4
73	что не	3	4
74	с точки	2	4
75	той же	5	4
76	жизнь и	3	4
77	по поводу	3	4
78	могла бы	2	4
79	только в	2	4
80	сама по	2	3
81	с одной	2	3
82	в мире	5	3
83	тому же	3	3
84	в пределах	4	3
85	одной стороны	2	3
86	например в	2	3
87	всяком случае	2	3
88	с ее	3	3
89	но и	13	3
90	не было	3	3
91	не для	2	3
92	и здесь	2	3
93	в то	3	3
94	его в	3	3
95	в одном	4	3
96	говорить о	3	3
97	но не	7	3
98	указывает на	3	3
99	что и	5	3
100	так и	14	3
101	как в	3	3
102	да и	2	3
103	дело с	3	3
104	тем самым	4	3
105	и он	2	3
106	и для	2	3
107	во всяком	2	3
108	тем что	2	3
109	далеко не	4	3
110	этого слова	2	3
111	в той	2	3
112	уже в	3	2
113	бы и	2	2
114	столь же	4	2
115	с другой	7	2
116	и от	2	2
117	из этих	3	2
118	прежде всего	5	2
119	в тех	2	2
120	иметь дело	2	2
121	же время	3	2
122	при этом	11	2
123	и той	2	2
124	не является	5	2
125	один из	2	2
126	нам кажется	2	2
127	все они	2	2
128	в их	6	2
129	другой стороны	5	2
130	именно в	3	2
131	те же	2	2
132	его не	3	2
133	в результате	5	2
134	во всем	3	2
135	могли бы	2	2
136	не в	6	2
137	и потому	2	2
138	на примере	2	2
139	мы имеем	5	2
140	но в	2	2
141	с его	8	2
142	только не	3	2
143	в них	2	2
144	что касается	3	2
145	и к	4	2
146	о которых	2	2
147	в ее	3	2
148	в искусстве	2	2
149	представляет собой	5	2
150	тех пор	2	2
151	можно сказать	4	2
152	во всех	2	2
153	иначе говоря	2	2
154	даже в	2	2
155	как говорит	3	2
156	принадлежит к	4	2
157	со стороны	9	2
158	внимание на	4	2
159	который не	2	2
160	одной и	2	2
161	сводится к	2	2
162	тому как	2	2
163	на пути	2	2
164	и ее	2	2
165	в русской	7	2
166	героя и	4	2
167	едва ли	3	2
168	ничего не	3	2
