N	2gram	Potebnia_M_3	Narrotol
1	не только	21	31
2	но и	19	27
3	и не	15	23
4	при этом	3	19
5	может быть	28	15
6	как и	10	13
7	а не	15	13
8	а в	12	13
9	только в	21	12
10	в этом	10	12
11	и в	30	11
12	и его	4	10
13	тогда как	2	10
14	то что	18	9
15	то есть	34	9
16	то же	23	8
17	в том	32	8
18	со стороны	3	8
19	не может	6	8
20	уже не	6	8
21	если бы	12	7
22	у него	2	7
23	том что	18	7
24	к тому	7	6
25	об этом	2	6
26	не в	15	6
27	в самом	8	6
28	как бы	3	6
29	один из	4	6
30	жизни и	2	6
31	или в	3	6
32	в себе	16	6
33	в его	4	6
34	в этой	2	6
35	перед нами	2	5
36	можно сказать	3	5
37	в своей	2	5
38	так и	11	5
39	тем самым	7	5
40	столь же	4	5
41	и на	3	5
42	потому что	46	5
43	точки зрения	2	5
44	слова в	7	4
45	из этих	9	4
46	все же	2	4
47	для него	9	4
48	но не	7	4
49	же время	5	4
50	прежде всего	3	4
51	еще не	5	4
52	к нему	3	4
53	в ней	8	4
54	и тем	5	4
55	в нем	9	4
56	в первом	3	4
57	из них	6	4
58	по себе	16	4
59	как в	10	4
60	так в	2	4
61	того что	18	4
62	того чтобы	3	4
63	в речи	2	4
64	в то	10	4
65	о том	2	4
66	в одном	2	4
67	в сознании	15	4
68	не существует	3	3
69	не менее	5	3
70	тому как	5	3
71	что в	17	3
72	в своем	5	3
73	первом случае	2	3
74	не всегда	2	3
75	большей части	2	3
76	что он	6	3
77	еще раз	2	3
78	тем не	3	3
79	и как	5	3
80	в начале	3	3
81	когда в	2	3
82	в целом	3	3
83	самом деле	2	3
84	но как	2	3
85	для того	4	3
86	и о	2	3
87	он не	4	3
88	его жизни	2	3
89	отношению к	5	3
90	по отношению	5	3
91	быть не	2	3
92	не было	4	3
93	этом отношении	2	3
94	именно в	3	3
95	в слове	32	3
96	мы не	9	3
97	и то	8	3
98	их в	2	3
99	и с	2	3
100	подобно тому	2	3
101	и все	3	3
102	между тем	9	3
103	этого не	3	2
104	зависит от	6	2
105	глядя на	2	2
106	по мере	4	2
107	не подлежит	2	2
108	в свою	3	2
109	на то	2	2
110	ему в	2	2
111	как мы	7	2
112	же в	2	2
113	слово это	2	2
114	свою очередь	3	2
115	по своему	2	2
116	все что	4	2
117	одно и	5	2
118	и после	2	2
119	до сих	3	2
120	она не	2	2
121	ни о	3	2
122	никак не	3	2
123	не имеет	6	2
124	оно не	4	2
125	не будет	3	2
126	вместе с	12	2
127	сих пор	3	2
128	заключает в	5	2
129	в форме	2	2
130	только на	3	2
131	человеческой жизни	3	2
132	и тогда	3	2
133	другой стороны	4	2
134	только что	8	2
135	и действия	2	2
136	входит в	2	2
137	не могла	2	2
138	если не	4	2
139	все равно	4	2
140	только от	3	2
141	что не	8	2
142	тем же	4	2
143	и даже	2	2
144	и притом	2	2
145	с другой	7	2
146	друг друга	3	2
147	слов в	2	2
148	в таком	3	2
149	сказать что	5	2
150	мы можем	3	2
151	и от	4	2
152	связи с	2	2
153	что мы	8	2
154	в произведении	3	2
155	так сказать	2	2
156	в чем	3	2
157	с ним	6	2
158	в области	2	2
159	та же	2	2
160	это было	3	2
