N	2gram	Medvedev_F_3	Myshleni
1	в том	7	28
2	и в	27	28
3	то что	8	28
4	в этом	18	27
5	того что	3	24
6	потому что	7	22
7	не может	24	19
8	том что	4	19
9	таким образом	18	18
10	что он	6	18
11	только в	8	18
12	что в	8	17
13	не только	9	16
14	так же	9	15
15	может быть	25	13
16	с помощью	8	13
17	сказать что	3	13
18	точки зрения	16	13
19	тому что	3	11
20	и не	30	11
21	как бы	8	11
22	в отношении	2	10
23	к тому	4	10
24	как мы	8	10
25	но и	10	10
26	от того	2	10
27	по отношению	3	10
28	так как	9	10
29	но не	5	10
30	отношению к	3	10
31	того чтобы	5	10
32	с точки	14	10
33	между собой	4	9
34	было бы	6	9
35	в процессе	15	9
36	мы можем	4	9
37	никогда не	5	8
38	в самом	11	8
39	мы видели	4	8
40	еще не	6	8
41	для того	4	8
42	тем что	5	8
43	того же	3	7
44	если бы	12	7
45	в нем	15	7
46	в сущности	2	7
47	в своем	2	7
48	вместе с	6	7
49	то же	15	7
50	между ними	15	7
51	там где	7	7
52	же как	3	6
53	и как	4	6
54	и что	3	6
55	в то	7	6
56	же самое	3	6
57	тогда когда	4	6
58	его в	7	6
59	как и	14	6
60	можно сказать	3	6
61	так и	21	6
62	как раз	8	6
63	мы не	4	6
64	вообще не	2	6
65	в области	2	6
66	не могут	10	5
67	это не	3	5
68	в пределах	8	5
69	и тем	3	5
70	и на	3	5
71	и все	8	5
72	но в	6	5
73	с тем	7	5
74	в зависимости	5	5
75	то в	2	5
76	зависимости от	5	5
77	могут быть	4	5
78	в этой	2	5
79	мы знаем	4	4
80	не в	12	4
81	мы и	3	4
82	отношения между	2	4
83	на этом	2	4
84	совпадает с	2	4
85	но если	2	4
86	они не	4	4
87	друг друга	5	4
88	в одной	5	4
89	и следовательно	3	4
90	знаем что	2	4
91	к другому	2	4
92	ясно что	3	4
93	оно не	3	4
94	что и	2	4
95	во всех	3	4
96	в той	3	4
97	той же	3	4
98	связь между	4	4
99	в себе	3	4
100	независимо от	5	3
101	из этих	2	3
102	в каждом	5	3
103	все время	6	3
104	как это	4	3
105	очевидно что	2	3
106	слов и	4	3
107	совершается в	3	3
108	отличается от	2	3
109	до конца	4	3
110	при этом	8	3
111	связи и	2	3
112	в целом	4	3
113	и только	2	3
114	этом отношении	3	3
115	те же	3	3
116	в своих	6	3
117	в основе	3	3
118	нуждается в	3	3
119	только то	3	3
120	бы в	6	3
121	возможно только	2	3
122	от этого	2	3
123	с его	2	3
124	видели что	2	3
125	только не	2	3
126	в них	3	3
127	развития как	2	3
128	на фоне	3	3
129	по себе	4	3
130	это и	2	3
131	связи с	5	3
132	связано с	2	3
133	мы должны	2	3
134	в его	7	3
135	для данного	4	3
136	как в	4	3
137	одной и	2	3
138	до известной	2	3
139	а не	17	3
140	и его	19	3
141	ту же	2	3
142	отношения к	2	3
143	не менее	7	2
144	в этих	3	2
145	друг другу	2	2
146	для этого	2	2
147	с другой	6	2
148	в конце	3	2
149	именно потому	2	2
150	была бы	2	2
151	прежде всего	4	2
152	что именно	5	2
153	для нас	3	2
154	но это	2	2
155	и более	3	2
156	является не	2	2
157	самом деле	16	2
158	имеет место	3	2
159	одним из	3	2
160	и от	11	2
161	известной степени	2	2
162	и является	4	2
163	в котором	2	2
164	и др	2	2
165	из них	2	2
166	если мы	7	2
167	все это	7	2
168	другой стороны	5	2
169	в связи	4	2
170	все эти	6	2
171	можно только	2	2
172	этим самым	2	2
173	в которых	3	2
174	к его	3	2
175	от него	2	2
176	необходимо чтобы	2	2
177	не являются	2	2
178	в высшей	2	2
179	и иной	2	2
180	том как	2	2
181	он может	2	2
182	к более	2	2
183	в такой	2	2
184	раз и	3	2
185	этом смысле	2	2
186	что уже	2	2
187	у нас	3	2
188	более того	6	2
189	этот закон	2	2
190	она не	4	2
191	мы уже	3	2
192	предмета и	2	2
193	в своей	6	2
194	из этого	4	2
195	и между	5	2
196	этого слова	2	2
197	еще в	3	2
198	не могло	2	2
199	все же	6	2
200	самое понятие	3	2
201	ее в	3	2
202	только на	4	2
203	дело с	3	2
204	не на	3	2
205	а и	3	2
206	у них	2	2
207	в данном	6	2
208	это противоречие	2	2
209	к которому	2	2
210	что они	5	2
