N	2gram	Losev_Prob_3	Marksizm
1	может быть	28	28
2	и в	44	19
3	как бы	9	19
4	и не	35	19
5	не может	7	18
6	в процессе	2	18
7	точки зрения	5	17
8	то же	13	16
9	и его	5	16
10	языка и	4	15
11	как мы	8	15
12	в этом	17	15
13	таким образом	9	14
14	не только	14	13
15	с точки	2	13
16	связи с	8	13
17	в нем	9	11
18	если бы	3	11
19	вовсе не	37	11
20	не в	13	10
21	но и	10	10
22	том что	12	10
23	так и	10	10
24	для него	3	9
25	при этом	4	9
26	в основе	2	9
27	как и	10	9
28	самом деле	3	9
29	а не	18	9
30	отнюдь не	10	8
31	не является	11	8
32	в то	9	8
33	только в	19	8
34	никогда не	6	7
35	в связи	7	7
36	в том	21	7
37	его в	3	7
38	но в	12	7
39	и более	2	7
40	прежде всего	3	7
41	на самом	7	7
42	и для	2	7
43	в таком	5	7
44	к тому	3	6
45	ни в	8	6
46	и как	3	6
47	в самом	3	6
48	и следовательно	2	6
49	и значение	3	6
50	ни было	3	6
51	же самое	9	6
52	и все	3	6
53	мы уже	4	6
54	во всех	2	6
55	слова и	3	6
56	быть и	3	6
57	если мы	16	6
58	хотя бы	3	6
59	мы можем	6	6
60	то ни	6	5
61	или иной	8	5
62	является не	2	5
63	смысле слова	8	5
64	в контексте	2	5
65	в их	2	5
66	так же	5	5
67	и здесь	5	5
68	того же	2	5
69	совершенно не	4	5
70	в его	9	5
71	мы ни	2	5
72	этого слова	5	5
73	все же	6	5
74	в той	3	5
75	в данном	9	5
76	тем более	3	5
77	данное слово	5	4
78	тому что	4	4
79	в отношении	2	4
80	это не	9	4
81	на то	3	4
82	той или	12	4
83	то что	23	4
84	и тем	9	4
85	мы видели	2	4
86	бы то	4	4
87	значение в	3	4
88	ведь если	2	4
89	того что	8	4
90	сказать что	16	4
91	бы в	2	4
92	а как	2	4
93	как раз	8	4
94	что он	9	4
95	было бы	8	4
96	для себя	2	4
97	данного слова	4	4
98	только на	5	4
99	тем же	2	4
100	в слове	2	4
101	и ее	3	4
102	в себе	8	4
103	ничего не	3	4
104	перед нами	8	3
105	каждый раз	3	3
106	в этих	2	3
107	с другой	7	3
108	и от	9	3
109	да и	5	3
110	в этой	3	3
111	это вполне	2	3
112	не имеют	4	3
113	в ней	5	3
114	за пределы	5	3
115	в котором	2	3
116	в каком	4	3
117	а в	5	3
118	с этим	2	3
119	с одной	2	3
120	что оно	2	3
121	все эти	7	3
122	в другом	2	3
123	не имеет	9	3
124	же деле	4	3
125	чем же	4	3
126	не было	5	3
127	о том	6	3
128	так как	9	3
129	таком случае	4	3
130	для его	3	3
131	по себе	25	3
132	в ее	4	3
133	у нас	10	3
134	самом же	4	3
135	в качестве	3	3
136	одно и	3	3
137	до сих	2	3
138	еще не	5	3
139	он не	8	3
140	и до	2	3
141	что и	9	3
142	не есть	35	3
143	в своей	5	3
144	мы только	2	3
145	только что	2	3
146	в отличие	2	3
147	нами в	2	3
148	с другими	3	3
149	и то	14	3
150	во всяком	9	3
151	могут быть	2	3
152	и это	9	3
153	отличие от	3	3
154	сих пор	2	3
155	уже в	3	2
156	а ведь	3	2
157	что в	8	2
158	что это	3	2
159	только путем	3	2
160	в нашем	5	2
161	формы и	3	2
162	иное как	4	2
163	именно здесь	2	2
164	в тех	3	2
165	нас не	5	2
166	находятся в	3	2
167	что они	5	2
168	как о	5	2
169	но что	2	2
170	о чем	2	2
171	не так	3	2
172	и у	2	2
173	является только	5	2
174	всяком случае	6	2
175	его внешней	2	2
176	другими словами	6	2
177	жизни и	6	2
178	в своем	5	2
179	отношения к	3	2
180	именно в	2	2
181	и даже	14	2
182	друг друга	2	2
183	как на	2	2
184	и с	9	2
185	по крайней	5	2
186	даже и	16	2
187	он и	2	2
188	и является	4	2
189	но как	4	2
190	в начале	2	2
191	того или	6	2
192	это будет	4	2
193	то есть	34	2
194	или как	3	2
195	или иного	3	2
196	значение и	5	2
197	но не	3	2
198	мы возьмем	3	2
199	здесь в	3	2
200	прав в	2	2
201	и о	5	2
202	и потому	7	2
203	и особенно	2	2
204	крайней мере	5	2
205	себя в	2	2
206	и именно	2	2
207	и тогда	3	2
208	на что-то	3	2
209	а с	2	2
210	к проблеме	2	2
211	целое и	2	2
212	мы не	7	2
213	или в	4	2
214	слова как	2	2
215	тем что	4	2
216	является в	2	2
217	в виде	6	2
218	это же	3	2
219	если же	3	2
220	только с	4	2
221	от него	2	2
222	из него	2	2
223	это было	2	2
224	вместе с	2	2
