N	2gram	Vygotskiy__4	Komedia
1	и в	33	22
2	и не	13	21
3	том что	22	13
4	в том	21	12
5	таким образом	13	12
6	со стороны	2	11
7	так как	12	11
8	ни в	3	10
9	потому что	24	10
10	до сих	3	9
11	в самом	12	9
12	вместе с	8	9
13	сих пор	3	9
14	если бы	10	8
15	в своем	7	8
16	что он	20	8
17	в его	10	8
18	что и	3	8
19	в этом	28	8
20	о том	20	8
21	его в	3	8
22	об этом	4	7
23	при этом	2	7
24	то же	9	7
25	не по	2	7
26	только что	15	7
27	едва ли	2	7
28	а в	4	7
29	в конце	8	7
30	во время	6	6
31	к этому	4	6
32	ясно что	5	6
33	тому же	3	6
34	для того	23	6
35	к тому	12	6
36	может быть	22	6
37	как раз	9	6
38	самом деле	12	6
39	и что	25	6
40	того чтобы	22	6
41	так что	7	6
42	и его	5	6
43	в то	3	6
44	связи с	2	5
45	что в	21	5
46	же время	2	5
47	прежде всего	2	5
48	то это	3	5
49	что его	3	5
50	как это	14	5
51	не только	7	5
52	речь идет	3	5
53	в своей	4	5
54	из них	4	5
55	все это	13	5
56	он не	11	5
57	тем что	3	5
58	в которых	3	5
59	с ним	5	5
60	но в	2	5
61	он знает	2	4
62	с самого	5	4
63	самого начала	5	4
64	с тем	4	4
65	но все	2	4
66	должен был	3	4
67	у него	6	4
68	с другой	2	4
69	вовсе не	5	4
70	и здесь	3	4
71	все же	5	4
72	не в	2	4
73	до конца	7	4
74	в ней	6	4
75	и т	6	4
76	то что	44	4
77	когда он	7	4
78	но и	3	4
79	на него	4	4
80	что она	10	4
81	т п	3	4
82	меньше всего	2	4
83	а не	6	4
84	и для	3	4
85	так же	13	4
86	либо в	4	4
87	точки зрения	6	4
88	в себе	6	4
89	так и	3	4
90	не является	2	4
91	хотя бы	2	4
92	и с	2	4
93	ничем не	2	4
94	что ни	2	3
95	с его	2	3
96	в частности	4	3
97	никогда не	5	3
98	на ее	2	3
99	до тех	2	3
100	в них	2	3
101	в какой	5	3
102	с этой	4	3
103	с этим	5	3
104	в нем	7	3
105	далеко не	3	3
106	идет о	3	3
107	на то	10	3
108	нисколько не	5	3
109	и к	2	3
110	в ее	2	3
111	как и	5	3
112	в этой	9	3
113	одной стороны	3	3
114	было бы	12	3
115	и мы	15	3
116	конечно не	3	3
117	на этот	3	3
118	должно было	2	3
119	как бы	25	3
120	один из	2	3
121	в целом	5	3
122	тех пор	2	3
123	даже не	2	3
124	дело с	3	3
125	не может	10	3
126	с одной	3	3
127	в двух	4	3
128	ни малейшего	2	3
129	что не	4	3
130	с точки	4	3
131	столь же	2	3
132	не имеет	2	3
133	их в	3	3
134	мы можем	5	3
135	во всяком	3	3
136	но если	3	3
137	представляет собой	2	3
138	говорить о	3	3
139	же самое	6	3
140	перед ним	2	3
141	как он	5	3
142	в которой	4	3
143	ничего не	2	3
144	всяком случае	3	3
145	том как	3	3
146	в основе	3	2
147	уже в	2	2
148	все время	24	2
149	больше того	3	2
150	как в	3	2
151	не будет	4	2
152	это не	6	2
153	и все	12	2
154	в одном	3	2
155	если он	2	2
156	это в	4	2
157	для понимания	2	2
158	первого акта	2	2
159	а как	2	2
160	если мы	12	2
161	мы знаем	2	2
162	без всякого	2	2
163	трагедии и	6	2
164	по существу	2	2
165	которой мы	3	2
166	из его	2	2
167	что они	6	2
168	она не	3	2
169	бы то	2	2
170	что ему	2	2
171	а на	2	2
172	то время	2	2
173	в пределах	3	2
174	тот же	3	2
175	и если	9	2
176	совершенно не	4	2
177	в сущности	6	2
178	он говорит	3	2
179	и о	4	2
180	которую он	2	2
181	конце концов	3	2
182	и он	3	2
183	ни одной	3	2
184	в котором	2	2
185	был бы	3	2
186	раз в	7	2
187	после этого	6	2
188	во всех	2	2
189	в их	2	2
190	как мы	4	2
191	другой стороны	2	2
192	целый ряд	5	2
193	его не	2	2
194	бы не	2	2
195	бы по	2	2
196	до этого	2	2
197	не было	3	2
198	время как	2	2
199	мы не	5	2
200	в мире	3	2
201	из которых	3	2
202	за то	3	2
203	сам себя	2	2
204	какой мере	2	2
205	что для	5	2
206	из этой	3	2
207	в таком	4	2
208	можно было	4	2
209	в своих	3	2
210	и на	5	2
211	в результате	2	2
212	тому что	6	2
213	умер и	2	2
214	в руки	2	2
215	за ней	2	2
216	что касается	2	2
217	и ее	2	2
218	нет ни	3	2
219	исходя из	4	2
220	что мы	6	2
221	и это	5	2
222	из этого	5	2
223	что эта	6	2
224	к этой	3	2
225	больше чем	2	2
226	отца и	2	2
227	в виду	2	2
