N	2gram	Bakhtin_sl_1	Problema
1	вовсе не	7	35
2	то есть	26	33
3	и в	41	32
4	и не	16	31
5	не есть	2	29
6	в этом	12	19
7	не только	16	17
8	потому что	2	16
9	а не	15	15
10	в виде	2	15
11	в себе	3	15
12	как бы	12	14
13	может быть	14	14
14	у нас	2	14
15	но в	8	14
16	и тем	2	13
17	в нем	30	13
18	сказать что	2	13
19	как раз	2	13
20	том что	2	12
21	так и	11	12
22	и т	28	11
23	и даже	6	11
24	также и	3	11
25	о том	3	11
26	так как	3	11
27	если мы	2	11
28	то же	14	10
29	прежде всего	8	10
30	т д	5	10
31	ничего не	4	10
32	но не	2	9
33	в том	3	9
34	но и	16	9
35	так же	2	9
36	по своему	2	9
37	еще не	4	9
38	в данном	3	9
39	данном случае	3	8
40	не может	14	8
41	все эти	9	8
42	и о	2	8
43	и на	14	8
44	было бы	3	8
45	в своей	7	8
46	для того	2	8
47	и ее	3	8
48	никогда не	3	7
49	смысле слова	2	7
50	такого рода	2	7
51	все это	5	7
52	того что	3	7
53	всех этих	4	7
54	в них	6	7
55	и все	4	7
56	во всех	17	7
57	как мы	8	7
58	во всяком	7	7
59	только в	6	7
60	здесь не	2	7
61	так что	2	6
62	при этом	6	6
63	в самом	5	6
64	хотя и	2	6
65	таким образом	9	6
66	это не	6	6
67	и здесь	3	6
68	и то	2	6
69	его в	3	6
70	в то	14	6
71	совершенно не	2	6
72	за пределы	4	6
73	в его	13	6
74	на самом	2	6
75	перед нами	4	5
76	в своем	3	5
77	или иной	9	5
78	можно сказать	2	5
79	для нас	2	5
80	мы уже	2	5
81	той или	9	5
82	в котором	2	5
83	в сознании	2	5
84	не является	2	5
85	то в	2	5
86	связи с	2	5
87	ни о	2	5
88	далеко не	5	5
89	в других	3	5
90	именно в	3	4
91	тому что	2	4
92	не в	7	4
93	мы и	2	4
94	один из	4	4
95	на том	2	4
96	в их	4	4
97	не было	3	4
98	или в	8	4
99	а в	6	4
100	именно как	2	4
101	в истории	3	4
102	с которыми	2	4
103	а также	2	4
104	как в	8	4
105	только на	2	4
106	входит в	4	4
107	и для	4	4
108	и вообще	2	4
109	в этих	2	3
110	в отношении	6	3
111	с другой	5	3
112	что все	2	3
113	что они	2	3
114	оно и	4	3
115	более или	3	3
116	всяком случае	5	3
117	хотя бы	3	3
118	из них	3	3
119	другой стороны	4	3
120	и его	14	3
121	же и	2	3
122	с этим	3	3
123	но он	2	3
124	точки зрения	16	3
125	и следовательно	7	3
126	с ним	7	3
127	нисколько не	2	3
128	и во	3	3
129	в ее	2	3
130	как и	4	3
131	того же	6	3
132	в предмете	8	3
133	здесь в	4	3
134	и чисто	3	3
135	до сих	2	3
136	но именно	4	3
137	к тому	3	3
138	он не	3	3
139	о нем	4	3
140	оно не	6	3
141	быть и	4	3
142	сих пор	2	3
143	или менее	3	3
144	уже не	2	3
145	не на	5	3
146	к нему	5	3
147	с точки	8	3
148	можно было	2	3
149	не должны	2	3
150	как оно	3	3
151	есть как	3	2
152	не могут	3	2
153	все время	3	2
154	же как	2	2
155	друг другу	2	2
156	которые являются	2	2
157	вообще не	3	2
158	этом случае	2	2
159	xx века	2	2
160	его как	2	2
161	следовательно и	3	2
162	для него	3	2
163	кроме того	4	2
164	и часто	4	2
165	например в	2	2
166	на его	8	2
167	в него	3	2
168	от других	2	2
169	как такового	3	2
170	должно быть	2	2
171	в результате	3	2
172	и с	4	2
173	не как	4	2
174	из этих	3	2
175	известной степени	4	2
176	того или	2	2
177	в первом	3	2
178	между тем	2	2
179	поэтому и	3	2
180	с его	4	2
181	для них	2	2
182	могут быть	19	2
183	или иного	2	2
184	следовательно в	3	2
185	на возможность	2	2
186	по существу	3	2
187	мы видим	2	2
188	без всяких	2	2
189	в качестве	3	2
190	с этими	2	2
191	она не	3	2
192	и может	3	2
193	предмета и	2	2
194	на один	2	2
195	в сущности	13	2
196	по преимуществу	4	2
197	и потому	4	2
198	и другим	2	2
199	как его	5	2
200	мы не	2	2
201	с другими	5	2
202	нас в	2	2
203	он в	5	2
204	тем и	2	2
205	которые в	3	2
206	в которой	4	2
207	в эту	2	2
208	других случаях	2	2
