N	2gram	Vygotskiy__7	Formalny
1	и в	26	38
2	в этом	29	27
3	может быть	7	23
4	и его	12	21
5	таким образом	23	20
6	и не	18	20
7	в самом	9	16
8	прежде всего	7	15
9	не в	4	15
10	не может	11	14
11	в нем	2	13
12	но и	11	13
13	связи с	4	13
14	с тем	5	11
15	в том	18	11
16	вовсе не	2	11
17	в его	4	10
18	с помощью	13	10
19	с другими	3	10
20	и с	5	9
21	как и	15	9
22	в процессе	5	9
23	не только	24	9
24	что и	3	8
25	все же	6	8
26	так и	3	8
27	самом деле	6	8
28	тем что	9	8
29	точки зрения	28	8
30	что в	12	7
31	не могут	4	7
32	по себе	3	7
33	для него	3	7
34	во втором	3	7
35	слова и	10	7
36	в своей	3	7
37	этом отношении	3	7
38	как мы	14	7
39	лишь в	2	7
40	с точки	21	7
41	в первом	3	7
42	то что	24	6
43	и ее	2	6
44	в ней	3	6
45	в этой	3	6
46	было бы	6	6
47	вместе с	12	6
48	в их	2	6
49	то же	8	6
50	все эти	6	6
51	а не	6	6
52	как такового	2	6
53	как раз	3	6
54	могут быть	2	6
55	он не	3	6
56	только в	8	6
57	а в	2	6
58	если бы	5	5
59	что он	8	5
60	именно в	6	5
61	это и	4	5
62	в слове	11	5
63	во всех	6	5
64	если мы	5	5
65	что же	2	5
66	и речи	19	5
67	с этим	2	5
68	и только	4	5
69	и для	5	5
70	в основе	3	5
71	в то	3	5
72	бы в	5	5
73	во всяком	2	5
74	к этому	2	4
75	к тому	7	4
76	мы видели	3	4
77	что они	10	4
78	его от	2	4
79	в большинстве	2	4
80	совершенно не	2	4
81	в сущности	9	4
82	как бы	6	4
83	и к	7	4
84	как в	4	4
85	за счет	2	4
86	входит в	2	4
87	мы говорим	2	4
88	что оно	4	4
89	что не	2	4
90	и наконец	4	4
91	от нее	2	4
92	ничего не	2	4
93	так как	14	4
94	но в	4	4
95	одного из	2	3
96	если в	4	3
97	же как	8	3
98	к действительности	2	3
99	в какой	6	3
100	с другой	4	3
101	из этих	3	3
102	мы знаем	2	3
103	и здесь	2	3
104	но именно	2	3
105	должно было	2	3
106	не является	3	3
107	его с	3	3
108	не есть	4	3
109	в целом	5	3
110	и их	5	3
111	и до	2	3
112	значение и	2	3
113	только на	3	3
114	все это	3	3
115	то и	4	3
116	только и	3	3
117	и значением	5	3
118	на самом	3	3
119	большинстве случаев	2	3
120	к нему	3	3
121	такой же	3	3
122	того что	14	3
123	того чтобы	19	3
124	для того	18	3
125	тем же	5	3
126	менее всего	3	3
127	мы не	7	3
128	или в	2	3
129	речи и	30	3
130	понятий и	2	3
131	как к	3	3
132	слова в	5	3
133	его в	2	3
134	специфические особенности	2	3
135	что это	6	3
136	в области	4	3
137	значение слова	13	2
138	между двумя	3	2
139	уже в	2	2
140	самого начала	7	2
141	речи но	11	2
142	никогда не	4	2
143	по этому	4	2
144	состоит в	3	2
145	в этих	2	2
146	в качестве	5	2
147	тому что	9	2
148	особенности в	2	2
149	для этого	3	2
150	перед нами	2	2
151	столь же	2	2
152	это не	3	2
153	в одной	3	2
154	в такой	4	2
155	в конце	4	2
156	этих двух	2	2
157	представление о	7	2
158	между ними	3	2
159	в учении	6	2
160	на котором	3	2
161	в ее	6	2
162	до конца	5	2
163	с самого	7	2
164	том что	17	2
165	идет о	2	2
166	речи именно	3	2
167	но это	3	2
168	то в	2	2
169	является не	2	2
170	но не	3	2
171	очевидно что	3	2
172	перехода от	4	2
173	чтобы сделать	2	2
174	и другое	3	2
175	в работах	2	2
176	она не	5	2
177	мы в	3	2
178	что на	2	2
179	к другому	3	2
180	едва ли	4	2
181	и о	3	2
182	совпадает с	3	2
183	значения и	3	2
184	мы ни	2	2
185	слова как	5	2
186	в котором	4	2
187	для нее	3	2
188	даже в	2	2
189	один из	2	2
190	и тем	6	2
191	есть только	2	2
192	в развитии	10	2
193	отношение к	2	2
194	во второй	5	2
195	ни в	2	2
196	не по	4	2
197	ее в	8	2
198	приспособляться к	2	2
199	всего в	2	2
200	приводит к	4	2
201	во всей	2	2
202	как она	5	2
203	слово и	9	2
204	должны были	2	2
205	и других	2	2
206	находится в	2	2
207	в той	4	2
208	этого термина	2	2
209	можно говорить	2	2
210	тем самым	8	2
211	какой мере	2	2
212	не имеет	2	2
213	и по	3	2
214	должно быть	2	2
215	это положение	3	2
216	что для	2	2
217	отличие от	2	2
218	и то	7	2
219	от одного	2	2
220	сказать что	8	2
221	является в	5	2
222	и от	4	2
223	в отличие	2	2
224	к его	2	2
225	нужно было	4	2
226	вопроса о	2	2
227	если же	2	2
228	из этого	2	2
229	что эта	6	2
230	в чем	3	2
231	потому что	16	2
232	как это	5	2
233	в которой	11	2
234	с ним	3	2
235	в виду	5	2
