N	3gram	Vygotskiy__4	Problema
1	с точки зрения	4	11
2	в том что	12	8
3	сам по себе	2	6
4	то же самое	6	6
5	с другой стороны	2	6
6	в какой мере	2	4
7	можно было бы	4	4
8	во всяком случае	3	4
9	не только не	2	4
10	о том что	10	3
11	и т д	2	3
12	точно так же	3	3
13	вместе с тем	2	3
14	на самом деле	5	3
15	и в частности	2	2
16	в то время	2	2
17	но если бы	2	2
18	нет никакой возможности	2	2
19	мы все время	2	2
20	сами по себе	3	2
21	сама по себе	3	2
22	к тому же	2	2
23	в том чтобы	3	2
24	то время как	2	2
25	это не просто	3	2
26	заключается в том	3	2
27	для того чтобы	19	2
28	потому что он	2	2
