N	3gram	Losev_Prob_3	Istorich
1	и т д	13	22
2	не может быть	5	7
3	тем не менее	10	6
4	с другой стороны	5	5
5	до сих пор	2	5
6	в том что	9	4
7	в то время	4	3
8	в связи с	7	3
9	мы не будем	2	3
10	о том что	3	3
11	что это за	3	3
12	дело в том	3	3
13	то же самое	7	3
14	то время как	4	3
15	точно так же	3	3
16	можно было бы	3	3
17	то ни было	3	2
18	в отличие от	2	2
19	как будто бы	3	2
20	само по себе	3	2
21	и тем не	3	2
22	в чистом виде	2	2
23	бы то ни	4	2
24	на первый взгляд	2	2
25	в таких случаях	2	2
26	для нас не	3	2
27	но и в	2	2
