N	2gram	Vinokur_Ku_2	FransuaR
1	и в	23	41
2	таким образом	5	19
3	в этом	18	15
4	и все	2	14
5	как и	2	14
6	в этой	6	13
7	то же	6	13
8	все эти	12	13
9	в его	5	12
10	прежде всего	8	11
11	в том	19	11
12	как мы	3	11
13	так и	4	10
14	все это	5	10
15	в то	4	10
16	в качестве	8	9
17	и его	3	9
18	не в	8	9
19	же время	3	9
20	но и	7	9
21	в своем	2	9
22	что в	10	9
23	в конце	4	8
24	и от	2	8
25	по существу	5	8
26	то что	9	8
27	но в	11	8
28	в них	4	7
29	вовсе не	9	7
30	как бы	4	7
31	в нем	4	7
32	и не	16	7
33	у него	3	6
34	все они	2	6
35	это не	6	6
36	ни в	4	6
37	есть в	3	6
38	и до	2	6
39	с помощью	7	6
40	только в	5	6
41	уже в	3	5
42	к этому	4	5
43	не только	20	5
44	на этом	3	5
45	в ней	3	5
46	вместе с	5	5
47	что и	3	5
48	мы видели	2	5
49	всего в	3	5
50	как в	3	5
51	того как	2	5
52	в году	2	5
53	и у	2	5
54	а в	3	5
55	к нему	2	5
56	и для	2	5
57	так же	4	5
58	точки зрения	14	5
59	и это	3	5
60	потому что	25	5
61	что это	7	4
62	хотя и	4	4
63	в одну	2	4
64	и здесь	5	4
65	том что	11	4
66	но все	4	4
67	после того	2	4
68	слов и	2	4
69	было бы	15	4
70	в сущности	9	4
71	может быть	15	4
72	он не	3	4
73	в виду	3	4
74	на этой	4	4
75	целый ряд	5	4
76	должно быть	4	4
77	рядом с	2	4
78	и на	6	4
79	и с	7	4
80	конце концов	3	4
81	ничего не	4	4
82	я не	5	3
83	и есть	2	3
84	в отношении	2	3
85	что у	2	3
86	того же	3	3
87	и потому	2	3
88	это в	2	3
89	не должно	2	3
90	его к	2	3
91	очень часто	2	3
92	но это	3	3
93	свою очередь	2	3
94	в своей	2	3
95	в свою	2	3
96	при этом	2	3
97	но есть	2	3
98	несмотря на	5	3
99	таким же	2	3
100	выражение в	3	3
101	что он	5	3
102	в форме	3	3
103	в их	2	3
104	не может	9	3
105	для этой	2	3
106	не было	4	3
107	в той	2	3
108	тем самым	2	3
109	с точки	8	3
110	не имеет	4	3
111	и по	3	3
112	той же	2	3
113	можно было	9	3
114	с ними	2	3
115	тем что	3	3
116	не на	2	3
117	не знает	3	3
118	связанные с	2	3
119	так как	15	3
120	от этого	2	3
121	перед нами	4	2
122	что все	5	2
123	именно в	3	2
124	а на	2	2
125	никогда не	2	2
126	что между	2	2
127	с этим	3	2
128	а следовательно	2	2
129	на самом	2	2
130	о котором	2	2
131	к тому	4	2
132	и еще	2	2
133	следовательно и	2	2
134	слово это	6	2
135	до конца	3	2
136	тот же	5	2
137	еще не	5	2
138	того что	3	2
139	отсюда и	2	2
140	своего рода	4	2
141	мы в	2	2
142	одного из	2	2
143	вся эта	2	2
144	на том	2	2
145	а также	3	2
146	дело не	2	2
147	оно не	2	2
148	должен быть	5	2
149	же в	3	2
150	в процессе	3	2
151	в связи	4	2
152	в особенности	4	2
153	этой речи	3	2
154	этом отношении	3	2
155	не просто	2	2
156	и вот	5	2
157	а не	10	2
158	свое время	2	2
159	а только	3	2
160	из которых	3	2
161	уже не	8	2
162	что значит	2	2
163	роль в	2	2
164	или в	4	2
165	в данном	4	2
166	и то	5	2
167	в результате	4	2
168	во всяком	5	2
169	в которых	2	2
170	ту же	6	2
171	также и	5	2
172	в свое	2	2
173	большинстве случаев	2	2
174	в области	11	2
175	мы имеем	5	2
