N	2gram	Ircho_Kome_3	KulturaY
1	и т	4	39
2	потому что	10	25
3	т п	4	24
4	и в	22	23
5	т е	16	22
6	не только	5	20
7	в том	12	19
8	в этом	8	18
9	и не	21	16
10	было бы	3	15
11	так как	11	15
12	может быть	6	15
13	точки зрения	4	14
14	если бы	8	12
15	в самом	9	12
16	том что	13	11
17	того чтобы	6	11
18	в области	2	11
19	но в	5	11
20	что в	5	10
21	а не	4	10
22	вовсе не	4	9
23	в сущности	2	9
24	то что	4	9
25	самом деле	6	9
26	для того	6	9
27	хотя бы	4	9
28	можно было	2	9
29	не может	3	9
30	с другой	4	8
31	прежде всего	5	8
32	не в	4	8
33	в качестве	2	8
34	и что	6	8
35	с точки	3	8
36	не менее	5	7
37	в силу	2	7
38	все же	4	7
39	но и	4	7
40	другой стороны	2	7
41	то обстоятельство	2	7
42	с помощью	4	7
43	и с	4	7
44	обстоятельство что	2	7
45	это не	2	6
46	в этой	3	6
47	что не	3	6
48	тем не	3	6
49	то же	7	6
50	между тем	2	6
51	и на	2	6
52	что мы	2	6
53	не могут	2	5
54	ясно что	6	5
55	что он	8	5
56	об этом	7	5
57	по существу	2	5
58	тот же	2	5
59	еще не	6	5
60	несмотря на	4	5
61	в его	8	5
62	всяком случае	3	5
63	один из	3	5
64	должен быть	2	5
65	вместе с	9	5
66	приводит к	3	5
67	все это	5	5
68	таким образом	12	5
69	целый ряд	2	5
70	как это	5	5
71	во всяком	3	5
72	и здесь	4	5
73	отнюдь не	4	4
74	в них	3	4
75	к этому	6	4
76	на то	3	4
77	если мы	2	4
78	к тому	6	4
79	мы знаем	2	4
80	ни в	10	4
81	но все	4	4
82	в пределах	2	4
83	от того	2	4
84	хотя и	5	4
85	как бы	3	4
86	в нем	3	4
87	со стороны	11	4
88	так же	4	4
89	в связи	4	4
90	не было	2	4
91	и о	2	4
92	не имеет	3	4
93	в результате	2	4
94	говорить о	3	4
95	в то	6	4
96	в конце	7	4
97	ничего не	3	4
98	так и	4	4
99	чем в	3	3
100	уже в	2	3
101	нисколько не	3	3
102	у него	4	3
103	же время	5	3
104	а также	2	3
105	того же	6	3
106	до конца	4	3
107	совершенно не	2	3
108	связи с	5	3
109	в ней	4	3
110	он не	5	3
111	что и	8	3
112	что она	4	3
113	как в	2	3
114	как раз	6	3
115	с этим	3	3
116	этом отношении	2	3
117	не знает	3	3
118	как мы	2	3
119	из которых	2	3
120	следует что	3	3
121	или иначе	2	3
122	еще одно	2	3
123	а в	7	3
124	и его	6	3
125	конце концов	2	3
126	тем что	5	3
127	на это	3	3
128	и это	2	3
129	аналогии с	2	3
130	здесь не	2	3
131	всего лишь	2	3
132	к этой	2	3
133	в виду	2	3
134	в отношении	4	2
135	только для	2	2
136	с тем	4	2
137	это в	2	2
138	в частности	3	2
139	никогда не	3	2
140	состоит в	2	2
141	с этой	3	2
142	не как	2	2
143	и все	2	2
144	одного из	3	2
145	что они	2	2
146	конечном счете	2	2
147	этом случае	2	2
148	ли не	2	2
149	в другом	2	2
150	с одной	3	2
151	свою очередь	6	2
152	а на	2	2
153	в свою	7	2
154	тех пор	3	2
155	она не	2	2
156	при этом	7	2
157	и если	2	2
158	меньше чем	2	2
159	конечно не	3	2
160	что касается	2	2
161	в конечном	2	2
162	в свое	2	2
163	и даже	3	2
164	речь идет	5	2
165	так или	2	2
166	был бы	2	2
167	к нему	5	2
168	по сравнению	2	2
169	в своей	5	2
170	дело не	2	2
171	не хочет	5	2
172	в их	2	2
173	для обозначения	2	2
174	в своем	8	2
175	и для	4	2
176	все равно	3	2
177	как и	3	2
178	является ли	2	2
179	на этот	3	2
180	тем же	3	2
181	что для	2	2
182	роль в	2	2
183	в глазах	8	2
184	в которых	5	2
185	нуждается в	2	2
186	он и	2	2
187	в своих	2	2
188	и еще	3	2
189	что эта	2	2
190	отличие от	2	2
191	отношения к	2	2
192	только как	2	2
