N	3gram	Losev_Dial_3	Problema
1	и т д	23	13
2	тем не менее	10	10
3	в том что	3	9
4	сама по себе	4	8
5	той или иной	2	8
6	вовсе не есть	5	8
7	и в этом	2	6
8	сами по себе	3	6
9	во всяком случае	2	6
10	сам по себе	5	6
11	по крайней мере	5	5
12	с другой стороны	2	5
13	не может быть	6	5
14	имеется в виду	3	4
15	в то время	4	4
16	т д и	6	4
17	даже и не	3	4
18	в таком случае	10	4
19	но даже и	2	4
20	что иное как	6	4
21	есть не что	3	4
22	как раз и	3	4
23	не что иное	6	4
24	и то же	2	4
25	ни в каком	3	4
26	д и т	5	4
27	то время как	4	4
28	что же такое	2	3
29	одно и то	2	3
30	точно так же	2	3
31	а не просто	6	3
32	о том что	5	3
33	того или иного	2	3
34	само по себе	5	3
35	и тем не	2	3
36	не есть ни	3	3
37	что он есть	3	2
38	на первый план	4	2
39	хотя и не	2	2
40	и больше ничего	4	2
41	с точки зрения	14	2
42	то это значит	4	2
43	этой точки зрения	2	2
44	в сравнении с	3	2
45	а не что-нибудь	2	2
46	не есть просто	4	2
47	это значит что	21	2
48	ровно ничего не	3	2
