N	2gram	Tiupa_Narr_2	FransuaR
1	и в	13	65
2	то есть	9	45
3	как бы	6	22
4	и не	14	22
5	вовсе не	2	18
6	и т.п	6	17
7	в том	14	16
8	в этом	13	15
9	но в	6	14
10	в нем	5	13
11	нового времени	2	13
12	прежде всего	6	11
13	и его	3	10
14	не только	26	10
15	но и	15	10
16	так и	9	10
17	все эти	3	10
18	в его	6	9
19	по своему	2	8
20	в своем	6	8
21	и даже	3	8
22	в области	2	7
23	жизни и	4	7
24	точки зрения	5	7
25	только в	11	7
26	никогда не	6	6
27	том что	13	6
28	все же	6	6
29	времени и	4	6
30	еще не	2	6
31	при этом	14	6
32	может быть	10	6
33	в ней	2	6
34	на самом	2	6
35	и у	4	6
36	сказать что	3	6
37	одно из	2	6
38	в литературе	4	6
39	с его	3	5
40	в частности	11	5
41	жизни в	6	5
42	превращается в	2	5
43	потому что	2	5
44	отличие от	5	5
45	на протяжении	5	5
46	или иной	3	5
47	для него	4	5
48	в своей	4	5
49	той или	3	5
50	как в	5	5
51	как и	4	5
52	в той	5	5
53	в своих	2	5
54	между тем	3	5
55	и все	4	5
56	и к	6	4
57	не в	8	4
58	в этой	4	4
59	в самом	2	4
60	для нас	2	4
61	в отличие	5	4
62	мира и	3	4
63	во время	2	4
64	так сказать	3	4
65	в жизни	6	4
66	но одновременно	2	3
67	что в	4	3
68	не является	4	3
69	это не	3	3
70	на фоне	2	3
71	что он	5	3
72	в ее	4	3
73	но это	2	3
74	самом деле	3	3
75	картине мира	2	3
76	но для	2	3
77	о нем	3	3
78	по своей	3	3
79	с точки	2	3
80	то что	8	3
81	как раз	3	3
82	не может	8	3
83	этом отношении	3	3
84	в себя	4	3
85	в форме	5	3
86	уже не	4	3
87	с другой	5	3
88	по его	2	3
89	в других	2	3
90	в себе	8	3
91	далеко не	5	3
92	и здесь	2	3
93	с ним	4	3
94	ничего не	6	3
95	мира в	4	3
96	но не	3	2
97	к тому	9	2
98	или даже	3	2
99	представления о	2	2
100	из этих	2	2
101	но при	4	2
102	можно сказать	6	2
103	же в	4	2
104	да и	3	2
105	одной стороны	5	2
106	и он	2	2
107	несмотря на	2	2
108	интерес к	2	2
109	при всей	4	2
110	хотя и	5	2
111	он не	5	2
112	не вполне	2	2
113	подчеркнуть что	2	2
114	и для	3	2
115	в целом	3	2
116	не к	4	2
117	во второй	2	2
118	на него	5	2
119	в процессе	2	2
120	от всего	2	2
121	только на	2	2
122	с одной	5	2
123	себе самому	5	2
124	того что	6	2
125	и по	3	2
126	в чужой	2	2
127	роль в	2	2
128	в таком	3	2
129	к себе	7	2
130	существенную роль	3	2
131	о том	5	2
132	в чем	2	2
