N	2gram	Vinokur_Ku_1	Mirosoze
1	может быть	13	30
2	не только	10	29
3	и в	24	28
4	не может	7	28
5	но и	6	25
6	а не	8	25
7	он не	2	24
8	в этом	14	20
9	не было	3	18
10	не в	11	16
11	потому что	23	16
12	в ней	6	15
13	в своей	2	15
14	и есть	2	14
15	никогда не	2	14
16	до конца	2	14
17	в нем	4	13
18	и он	3	12
19	в самом	10	11
20	и не	12	11
21	что в	17	10
22	в своем	3	10
23	был бы	2	10
24	прежде всего	9	10
25	и все	2	10
26	что он	6	10
27	было бы	15	10
28	и потому	4	10
29	с тем	5	9
30	в его	12	9
31	не есть	4	9
32	и его	5	9
33	есть лишь	3	9
34	но не	5	8
35	в котором	3	8
36	в самой	4	7
37	того что	9	7
38	но в	2	7
39	любви к	2	7
40	в себе	3	7
41	должна быть	3	6
42	в том	30	6
43	в этой	3	6
44	все это	6	6
45	лишь в	2	6
46	и на	4	6
47	вместе с	7	6
48	только в	11	6
49	в которой	6	6
50	не могут	2	5
51	это не	7	5
52	у нас	10	5
53	как и	2	5
54	то что	9	5
55	уже в	3	4
56	в этих	4	4
57	с этой	2	4
58	был в	2	4
59	в их	3	4
60	а в	5	4
61	увидим что	2	4
62	в которых	6	4
63	точки зрения	14	4
64	в них	7	4
65	один из	4	4
66	xix века	5	4
67	это и	4	4
68	что и	4	4
69	уже не	8	4
70	тем что	8	4
71	к тому	5	3
72	для нас	2	3
73	это есть	2	3
74	не мог	2	3
75	но если	2	3
76	только и	3	3
77	не имеет	2	3
78	должно быть	3	3
79	с этим	4	3
80	и еще	2	3
81	в иных	2	3
82	так как	9	3
83	и с	5	3
84	с его	4	3
85	для них	2	3
86	одно из	2	3
87	том что	21	3
88	учение о	4	3
89	не знают	2	3
90	ничего не	2	3
91	мы увидим	3	3
92	конечно не	2	3
93	на том	3	3
94	когда он	3	3
95	бы и	2	3
96	хотя бы	10	3
97	вопрос о	2	2
98	отношения и	2	2
99	с их	3	2
100	в свою	3	2
101	о чем	2	2
102	для того	16	2
103	и мы	2	2
104	одним из	2	2
105	на этот	2	2
106	в виду	5	2
107	себе и	2	2
108	по отношению	8	2
109	пишет он	2	2
110	все эти	6	2
111	и что	5	2
112	также и	2	2
113	в более	2	2
114	даже и	3	2
115	в истории	3	2
116	как бы	7	2
117	о том	9	2
118	когда мы	2	2
119	бы в	7	2
120	с ним	5	2
121	если бы	9	2
122	отношению к	9	2
123	в то	2	2
124	связано с	3	2
125	до сих	4	2
126	о нем	2	2
127	относится к	2	2
128	должен быть	4	2
129	все же	12	2
130	сих пор	4	2
131	как в	4	2
132	т е	38	2
133	в той	5	2
134	того чтобы	17	2
135	и как	2	2
136	и для	2	2
137	любовь к	2	2
138	от этого	2	2
139	в каком	2	2
140	не все	2	2
