N	2gram	Bakhtin_Fr_5	Istorich
1	что он	6	24
2	не только	14	18
3	может быть	2	17
4	и в	45	15
5	но и	10	14
6	так как	6	14
7	так же	8	13
8	что в	12	12
9	а в	4	12
10	то что	2	12
11	об этом	4	11
12	и не	15	11
13	в этом	14	11
14	его в	5	10
15	то же	11	10
16	с тем	2	9
17	все же	2	9
18	и здесь	4	9
19	в другом	3	9
20	потому что	7	9
21	связи с	6	8
22	один из	2	8
23	он не	6	8
24	мы видим	5	8
25	мы можем	2	8
26	том что	7	7
27	в нем	10	7
28	вместе с	3	7
29	сих пор	3	7
30	таким образом	8	7
31	не в	7	7
32	ничего не	4	7
33	до сих	3	6
34	мы уже	4	6
35	что это	2	6
36	в его	13	6
37	как бы	12	6
38	что и	7	6
39	и что	2	6
40	в том	10	6
41	только в	4	6
42	но в	14	6
43	и есть	2	5
44	с этим	4	5
45	прежде всего	10	5
46	в одном	3	5
47	к тому	2	5
48	видим что	2	5
49	как в	3	5
50	было бы	2	5
51	же как	4	5
52	на него	2	5
53	так и	6	5
54	что она	3	5
55	не может	5	5
56	в связи	5	5
57	а не	4	5
58	и наконец	2	5
59	к нему	2	5
60	можно было	4	5
61	и другие	3	4
62	и др	8	4
63	но они	3	4
64	очень часто	4	4
65	у него	4	4
66	но это	5	4
67	в этой	6	4
68	в одной	3	4
69	при этом	2	4
70	одной из	5	4
71	но он	3	4
72	в ней	8	4
73	у нее	2	4
74	не будем	2	4
75	связь с	3	4
76	и с	10	4
77	и на	5	4
78	все эти	5	4
79	всех этих	6	3
80	в качестве	2	3
81	не мог	4	3
82	и его	13	3
83	из этих	3	3
84	он был	7	3
85	как это	4	3
86	и она	2	3
87	в доме	4	3
88	о том	4	3
89	когда он	2	3
90	а именно	2	3
91	в их	4	3
92	все это	7	3
93	так в	2	3
94	в себя	5	3
95	эта связь	4	3
96	того что	3	3
97	право на	10	3
98	роль в	2	3
99	мы не	4	3
100	он в	2	3
101	он и	3	3
102	как он	3	3
103	и это	4	3
104	во время	12	2
105	не было	3	2
106	он должен	2	2
107	себя и	2	2
108	на котором	2	2
109	перед нами	4	2
110	это не	3	2
111	не столько	2	2
112	на самом	5	2
113	с которой	2	2
114	нисколько не	3	2
115	ни в	3	2
116	именно в	3	2
117	по существу	3	2
118	как и	10	2
119	мы видели	7	2
120	на столе	2	2
121	такой же	4	2
122	но не	4	2
123	есть и	5	2
124	одно из	2	2
125	здесь в	4	2
126	кроме того	4	2
127	того чтобы	6	2
128	и если	2	2
129	например в	5	2
130	и для	3	2
131	в сущности	4	2
132	а также	4	2
133	здесь нет	3	2
134	хотя бы	2	2
135	с ее	5	2
136	во всех	13	2
137	и их	5	2
138	но его	3	2
139	в свете	2	2
140	и только	2	2
141	той же	4	2
142	превращается в	2	2
143	самом деле	5	2
144	тут же	2	2
145	в системе	2	2
146	это явление	2	2
147	его не	4	2
148	происходит в	2	2
149	другом месте	2	2
150	в которых	3	2
151	сказать что	4	2
152	говорили что	2	2
153	она и	2	2
154	к ней	2	2
155	часто в	3	2
156	под названием	2	2
157	она дает	2	2
158	что эта	2	2
159	здесь не	6	2
160	в особенности	2	2
161	заметить что	2	2
162	в эту	2	2
163	тому же	4	2
