N	2gram	Propp_Isto_6	Literetu
1	а не	2	20
2	и в	26	19
3	может быть	11	17
4	своего рода	2	13
5	то же	5	12
6	и не	10	11
7	в том	12	10
8	как и	5	10
9	но и	9	10
10	не может	6	9
11	тогда как	2	9
12	в этом	12	9
13	в то	5	9
14	с другой	10	8
15	не только	10	8
16	том что	10	7
17	то что	6	7
18	так и	5	7
19	с одной	7	7
20	однако в	2	6
21	в себе	3	6
22	одной стороны	7	6
23	при этом	3	6
24	и на	12	6
25	у нас	5	5
26	одна из	2	5
27	но не	2	5
28	в качестве	3	5
29	он не	2	5
30	вместе с	8	5
31	так в	6	5
32	того что	2	5
33	что в	12	4
34	в частности	3	4
35	прежде всего	4	4
36	не в	3	4
37	того же	2	4
38	в ней	5	4
39	в его	5	4
40	еще в	3	4
41	даже в	2	4
42	один из	3	4
43	жизни и	2	4
44	и других	3	4
45	человека в	2	4
46	так что	3	4
47	другой стороны	8	4
48	мы не	6	4
49	по отношению	2	4
50	тем что	5	4
51	в русской	6	4
52	обращается к	2	3
53	никогда не	13	3
54	что он	9	3
55	в нем	8	3
56	и как	2	3
57	но это	4	3
58	такой же	3	3
59	в этой	2	3
60	и он	4	3
61	и др	2	3
62	отношению к	2	3
63	данном случае	3	3
64	со стороны	3	3
65	а именно	9	3
66	то и	2	3
67	так как	18	3
68	тем самым	2	3
69	как на	3	3
70	а в	3	3
71	и его	7	3
72	и то	3	3
73	и с	6	3
74	в данном	3	3
75	ничего не	2	3
76	не было	3	2
77	же как	3	2
78	с тем	4	2
79	у него	7	2
80	в них	3	2
81	с этой	2	2
82	в одном	3	2
83	вовсе не	2	2
84	а также	4	2
85	для нас	2	2
86	этом случае	6	2
87	все что	4	2
88	еще не	9	2
89	было бы	2	2
90	и сам	2	2
91	нет в	3	2
92	не так	2	2
93	как бы	4	2
94	в свое	2	2
95	не вполне	2	2
96	что и	4	2
97	как он	6	2
98	все же	8	2
99	и т	10	2
100	могут быть	3	2
101	и до	2	2
102	и только	3	2
103	к своему	3	2
104	уже не	7	2
105	и что	5	2
106	героя в	2	2
107	что не	2	2
108	из которых	3	2
109	и наконец	3	2
110	враг и	2	2
111	в своих	3	2
112	потому что	13	2
113	он и	2	2
114	под названием	2	2
115	но как	4	2
116	ту же	2	2
117	о том	7	2
118	представляет собой	2	2
119	как это	5	2
120	с ним	8	2
121	в него	3	2
122	но в	7	2
