N	2gram	Propp_Russ_1	Myshleni
1	в том	17	42
2	том что	19	35
3	таким образом	6	25
4	точки зрения	3	24
5	в этом	12	24
6	в качестве	3	21
7	и в	36	20
8	что в	19	19
9	то же	3	16
10	то что	6	15
11	не только	22	15
12	что они	7	14
13	как мы	10	13
14	при этом	6	12
15	в их	4	12
16	потому что	10	12
17	может быть	8	12
18	в целом	2	11
19	так же	3	11
20	в его	2	11
21	мы должны	2	11
22	с точки	3	11
23	этого слова	3	11
24	того что	4	10
25	так как	15	10
26	мы видим	2	10
27	только в	4	10
28	слова в	3	9
29	и другие	13	9
30	и как	2	9
31	но и	16	9
32	между тем	7	9
33	как это	8	9
34	как и	10	9
35	что и	7	9
36	и не	6	8
37	и что	4	8
38	вместе с	10	8
39	и более	2	7
40	как бы	5	7
41	а не	2	7
42	тем что	4	7
43	могут быть	2	7
44	к тому	4	6
45	не может	4	6
46	и на	10	6
47	с тем	8	6
48	в силу	2	6
49	на каждом	3	6
50	в частности	2	5
51	это не	10	5
52	между собой	2	5
53	с этим	2	5
54	и к	3	5
55	все же	5	5
56	о том	8	5
57	так и	7	5
58	как в	5	5
59	все эти	2	5
60	мы можем	2	5
61	в нашем	2	4
62	тому что	4	4
63	в своем	3	4
64	как уже	4	4
65	для нас	6	4
66	из них	8	4
67	и те	3	4
68	как они	2	4
69	как он	2	4
70	сходство с	2	4
71	и с	2	4
72	состоит в	8	4
73	к этому	4	4
74	его к	2	4
75	и для	2	4
76	в области	3	4
77	на этом	3	3
78	не менее	3	3
79	в этих	3	3
80	в какой	2	3
81	на все	2	3
82	и другой	3	3
83	так что	2	3
84	но что	2	3
85	один из	8	3
86	составные части	2	3
87	в связи	4	3
88	и других	7	3
89	но в	2	3
90	отнюдь не	2	3
91	не означает	2	3
92	этом случае	5	3
93	по существу	4	3
94	приводит нас	2	3
95	представляет собой	4	3
96	чем в	2	3
97	но не	2	3
98	как известно	2	3
99	в один	2	3
100	следующим образом	4	3
101	когда он	2	3
102	приводит к	3	3
103	на этот	3	3
104	нас к	2	3
105	в виде	6	3
106	связи с	4	3
107	ничего общего	2	3
108	в равной	2	3
109	и поэтому	2	3
110	такой же	2	2
111	в каждом	2	2
112	в настоящее	3	2
113	что на	4	2
114	свою очередь	2	2
115	переход от	2	2
116	в свою	3	2
117	что это	3	2
118	и у	5	2
119	не совсем	4	2
120	в ней	2	2
121	в нем	2	2
122	к выводу	2	2
123	относятся к	2	2
124	не просто	2	2
125	выводу что	2	2
126	не имеет	6	2
127	мы наблюдаем	2	2
128	а в	9	2
129	во многих	5	2
130	из этих	4	2
131	и здесь	2	2
132	настоящее время	3	2
133	их в	3	2
134	мы имеем	4	2
135	между двумя	2	2
136	но они	3	2
137	у него	2	2
138	таким же	3	2
139	показывает что	5	2
140	этому вопросу	2	2
141	животных и	4	2
142	еще не	4	2
143	встречаются в	2	2
144	том же	2	2
145	далеко не	3	2
146	а также	3	2
147	какой степени	2	2
148	только на	3	2
149	связь между	2	2
150	входит в	4	2
151	тогда как	2	2
152	того как	5	2
153	а с	4	2
154	представления и	2	2
155	что этот	4	2
156	которые не	3	2
157	же не	2	2
158	значит что	2	2
