N	2gram	Losev_Prob_2	Myshleni
1	и в	35	25
2	мышления и	2	23
3	в том	12	23
4	том что	19	20
5	и речи	3	20
6	что в	11	17
7	так же	5	17
8	таким образом	4	17
9	в основе	3	16
10	с тем	3	16
11	как и	5	15
12	то что	38	15
13	в его	7	15
14	в этом	17	14
15	вместе с	2	14
16	может быть	18	13
17	в целом	3	13
18	между собой	5	13
19	так как	7	12
20	в качестве	2	12
21	по своему	5	11
22	могли бы	3	11
23	перед нами	2	10
24	что они	3	10
25	как бы	4	10
26	и не	37	10
27	и что	13	10
28	того что	12	10
29	было бы	8	10
30	что и	2	10
31	только в	14	10
32	мы могли	2	9
33	заключается в	4	9
34	связи с	5	9
35	мы не	7	9
36	ни в	6	9
37	того чтобы	2	8
38	не является	7	8
39	тем что	4	8
40	как мы	5	8
41	уже в	3	7
42	все эти	7	7
43	что мы	14	7
44	по себе	8	7
45	для того	3	7
46	мы можем	6	7
47	в области	6	7
48	самого начала	2	6
49	не менее	13	6
50	с другой	6	6
51	понятий в	2	6
52	с самого	3	6
53	не в	2	6
54	совпадает с	2	6
55	один из	3	6
56	не может	13	6
57	в связи	5	6
58	и на	5	6
59	потому что	13	6
60	мы должны	3	6
61	что он	4	6
62	в отношении	4	6
63	представляет собой	2	6
64	зависимости от	2	6
65	но не	4	6
66	не только	24	6
67	все же	8	6
68	точки зрения	2	6
69	все это	4	6
70	можно было	5	6
71	слова и	4	6
72	так и	7	5
73	тем не	12	5
74	и как	4	5
75	но это	6	5
76	одной стороны	5	5
77	при этом	3	5
78	что она	4	5
79	на этой	2	5
80	значения и	11	5
81	с одной	5	5
82	и по	3	5
83	значения слов	2	5
84	если бы	4	5
85	в зависимости	2	5
86	мы уже	3	5
87	и к	3	5
88	о том	18	5
89	входит в	2	5
90	из которых	2	5
91	в этой	9	5
92	не могут	4	4
93	независимо от	2	4
94	в частности	5	4
95	в своем	4	4
96	из этих	3	4
97	прежде всего	11	4
98	на то	6	4
99	к тому	3	4
100	бы что	2	4
101	значение слова	4	4
102	что с	2	4
103	всяком случае	10	4
104	отнюдь не	5	4
105	но и	16	4
106	то и	4	4
107	а в	4	4
108	сказать что	24	4
109	в то	6	4
110	тогда когда	3	4
111	что слово	3	4
112	с этим	5	4
113	и все	5	4
114	что оно	2	4
115	и того	3	4
116	еще не	10	4
117	он не	2	4
118	той же	2	4
119	которые не	2	4
120	это значит	4	4
121	во всяком	13	4
122	и это	5	4
123	значит что	4	4
124	или иная	2	3
125	оно является	2	3
126	значением слова	3	3
127	и сам	2	3
128	в самом	5	3
129	не можем	4	3
130	в него	2	3
131	знака в	5	3
132	и их	3	3
133	на том	3	3
134	значение в	4	3
135	другой стороны	5	3
136	отличается от	2	3
137	но только	4	3
138	в результате	4	3
139	их в	4	3
140	его в	3	3
141	и которые	2	3
142	та или	2	3
143	были бы	2	3
144	в случае	3	3
145	по этому	3	3
146	с понятием	2	3
147	но как	6	3
148	или иной	5	3
149	сами по	2	3
150	не есть	33	3
151	или менее	4	3
152	если мы	9	3
153	это обстоятельство	2	3
154	является в	2	3
155	в виде	6	3
156	ничего общего	3	3
157	которые в	2	3
158	значение как	2	3
159	то же	5	2
160	можно ли	6	2
161	одним и	2	2
162	в этих	4	2
163	значения слова	4	2
164	тому что	3	2
165	основана на	2	2
166	и от	3	2
167	первый план	3	2
168	одной и	2	2
169	в тех	2	2
170	и понятие	2	2
171	является для	2	2
172	для нас	9	2
173	так что	11	2
174	но все	2	2
175	мы и	6	2
176	является не	2	2
177	данным словом	2	2
178	смысле слова	7	2
179	в нашей	3	2
180	такого рода	15	2
181	и той	4	2
182	как они	2	2
183	хотя и	3	2
184	той или	5	2
185	в корне	2	2
186	в свете	3	2
187	для этого	3	2
188	речь не	2	2
189	и только	4	2
190	наше исследование	2	2
191	относятся к	3	2
192	здесь мы	3	2
193	должно быть	2	2
194	как на	2	2
195	может ли	3	2
196	каждый из	2	2
197	в своих	3	2
198	и мышления	2	2
199	и здесь	4	2
200	того или	7	2
201	нас сейчас	2	2
202	бы в	3	2
203	в плане	2	2
204	вообще говоря	4	2
205	от другого	2	2
206	всех этих	4	2
207	которого оно	2	2
208	само по	2	2
209	знака или	4	2
210	в них	2	2
211	только при	2	2
212	или другого	2	2
213	с нею	2	2
214	все еще	4	2
215	этом смысле	5	2
216	ясно что	8	2
217	или иного	5	2
218	между знаком	7	2
219	на первый	4	2
220	об этом	2	2
221	понятий не	2	2
222	в таком	11	2
223	одна из	3	2
224	о котором	3	2
225	что каждый	2	2
226	все что	3	2
227	указывает на	5	2
228	тот же	4	2
229	мы в	3	2
230	а также	2	2
231	еще в	2	2
232	оно не	3	2
233	и особенно	2	2
234	не будет	11	2
235	внимание на	3	2
236	нами в	2	2
237	уже не	8	2
238	тем самым	7	2
239	едва ли	9	2
240	и для	6	2
241	знаком и	8	2
242	или в	2	2
243	или иначе	6	2
244	с другими	5	2
245	тому как	3	2
246	и то	10	2
247	в каком	4	2
248	в себе	5	2
249	этим последним	2	2
