N	2gram	Tiupa_Hudo_2	Myshleni
1	в этом	13	29
2	точки зрения	2	28
3	и в	28	26
4	не только	11	24
5	для себя	6	24
6	то что	6	24
7	с точки	2	21
8	того чтобы	4	19
9	в том	15	18
10	и не	18	18
11	для того	4	18
12	том что	19	17
13	потому что	2	16
14	для других	3	15
15	как и	11	15
16	так же	3	14
17	как мы	2	14
18	что в	5	12
19	вместе с	2	12
20	и его	5	12
21	но и	9	11
22	только не	2	11
23	мысли и	2	11
24	не может	4	11
25	что они	4	10
26	тому что	4	9
27	в самом	5	9
28	тем что	6	9
29	в себе	9	9
30	же как	2	8
31	то же	6	8
32	что она	7	8
33	сказать что	2	8
34	что он	8	8
35	тем самым	2	8
36	той же	2	8
37	только в	4	8
38	к тому	7	7
39	прежде всего	3	7
40	может быть	8	7
41	и к	2	7
42	и то	2	7
43	по отношению	7	6
44	именно в	2	6
45	как на	2	6
46	как бы	5	6
47	в ее	18	6
48	все что	3	6
49	было бы	3	6
50	все же	2	6
51	самом деле	3	6
52	а не	14	6
53	что это	5	6
54	можно сказать	6	5
55	одной стороны	3	5
56	если бы	6	5
57	во второй	2	5
58	данном случае	2	5
59	с одной	3	5
60	и с	6	5
61	одно из	5	5
62	себе в	2	5
63	же самое	3	5
64	как это	7	5
65	в качестве	4	5
66	она не	5	5
67	у нее	10	5
68	отношению к	7	5
69	с внешней	2	5
70	и для	2	5
71	в данном	2	5
72	не менее	5	4
73	никогда не	5	4
74	в нашем	2	4
75	что у	3	4
76	с другой	3	4
77	и от	2	4
78	в котором	6	4
79	если в	2	4
80	поэтому она	2	4
81	не по	2	4
82	то и	4	4
83	в его	11	4
84	о том	12	4
85	но в	2	4
86	о чем	8	4
87	на пороге	2	4
88	еще не	3	4
89	одной из	3	4
90	во внешней	3	4
91	говорится в	2	4
92	гораздо более	2	4
93	как в	5	4
94	приводит к	2	4
95	не в	13	4
96	и только	2	4
97	едва ли	3	4
98	я не	7	3
99	представляется нам	2	3
100	все это	3	3
101	это не	6	3
102	из этих	2	3
103	тем не	4	3
104	для него	5	3
105	в ней	3	3
106	в основе	2	3
107	между ними	2	3
108	обратимся к	2	3
109	не является	2	3
110	во втором	2	3
111	он не	4	3
112	нуждается в	2	3
113	мы уже	3	3
114	в первом	2	3
115	с ним	7	3
116	состоит в	7	3
117	с собой	2	3
118	об этом	7	3
119	о его	2	3
120	в то	6	3
121	но не	4	3
122	до сих	2	3
123	в мыслях	2	3
124	и о	4	3
125	для нее	4	3
126	что и	4	3
127	в своей	6	3
128	сих пор	2	3
129	так и	8	3
130	только на	5	3
131	как раз	4	3
132	к нему	3	3
133	с другими	3	3
134	в этой	5	3
135	и состоит	3	3
136	представляется в	2	2
137	перед нами	11	2
138	прежде чем	2	2
139	казалось бы	6	2
140	себя и	2	2
141	в этих	3	2
142	его и	2	2
143	столь же	3	2
144	что все	3	2
145	что на	3	2
146	мы знаем	2	2
147	а по	2	2
148	для нас	3	2
149	противоречие между	2	2
150	несмотря на	3	2
151	или в	3	2
152	в конечном	4	2
153	все те	2	2
154	один из	2	2
155	в нем	3	2
156	с ее	5	2
157	отношение к	2	2
158	лишь в	2	2
159	а в	6	2
160	самое что	2	2
161	в любви	2	2
162	его в	2	2
163	конечном счете	3	2
164	вовсе не	2	2
165	что было	3	2
166	она может	2	2
167	раз в	3	2
168	то в	4	2
169	нельзя было	2	2
170	в памяти	3	2
171	но именно	2	2
172	о своем	4	2
173	бы с	2	2
174	наряду с	5	2
175	к ней	2	2
176	о которых	2	2
177	этом и	3	2
178	что же	2	2
179	внимание на	3	2
180	того как	2	2
181	она в	2	2
182	что не	2	2
183	и он	3	2
184	можно было	3	2
185	и ее	3	2
186	не могла	5	2
187	на ее	3	2
188	ответ на	2	2
189	ничего не	5	2
