N	2gram	Bakhtin_Fr_7	Mirosoze
1	и в	41	46
2	в нем	7	22
3	у него	6	22
4	может быть	4	21
5	в этом	15	20
6	никогда не	2	18
7	для него	6	18
8	и не	7	18
9	не только	5	18
10	но и	9	15
11	не может	3	15
12	человека в	2	14
13	как и	14	13
14	не есть	2	13
15	а не	2	13
16	прежде всего	11	12
17	к человеку	2	12
18	потому что	5	12
19	не было	3	11
20	в ней	5	11
21	но он	4	11
22	та же	4	10
23	но в	8	10
24	он не	4	10
25	в себе	11	10
26	он был	3	9
27	не в	9	9
28	не знает	3	9
29	и есть	3	8
30	но это	3	8
31	как бы	7	8
32	в своем	9	8
33	так как	3	8
34	отношение к	2	8
35	на земле	4	8
36	в мире	3	7
37	в этой	13	7
38	что он	3	7
39	и к	5	7
40	и потому	3	7
41	как в	5	7
42	и для	5	7
43	что это	4	6
44	так же	5	6
45	того что	2	6
46	и здесь	4	6
47	жизни и	3	6
48	то же	13	5
49	я не	3	5
50	в отношении	3	5
51	что все	2	5
52	и вот	2	5
53	совсем не	3	5
54	это не	6	5
55	в конце	8	5
56	и все	14	5
57	есть не	2	5
58	к тому	2	5
59	то что	8	5
60	в своей	3	5
61	и его	9	5
62	в его	12	5
63	и это	5	5
64	что в	9	4
65	они и	2	4
66	все что	4	4
67	до конца	2	4
68	что у	3	4
69	не имеет	3	4
70	также и	2	4
71	с его	2	4
72	в свою	3	4
73	том что	4	4
74	должен быть	2	4
75	что и	5	4
76	так и	10	4
77	уже не	2	4
78	у них	2	4
79	жизнь и	2	4
80	и от	8	3
81	в образе	4	3
82	ни в	6	3
83	в том	11	3
84	он хочет	6	3
85	момент в	4	3
86	и самого	2	3
87	и всегда	2	3
88	не мог	2	3
89	и на	4	3
90	и с	4	3
91	о том	6	3
92	его в	3	3
93	как он	2	3
94	с ним	2	3
95	в них	7	3
96	и во	2	3
97	есть и	3	3
98	связано с	2	3
99	того как	5	3
100	той же	3	3
101	тем что	3	3
102	только в	6	3
103	есть в	6	3
104	в чем	2	3
105	место в	4	2
106	уже в	5	2
107	сам он	3	2
108	в этих	2	2
109	в человеке	2	2
110	все время	2	2
111	нас не	2	2
112	хотя и	4	2
113	к нему	5	2
114	по отношению	2	2
115	что есть	2	2
116	в разных	2	2
117	и других	2	2
118	в новых	2	2
119	должно быть	4	2
120	а в	5	2
121	и те	3	2
122	в более	4	2
123	точки зрения	5	2
124	но этот	3	2
125	бы в	2	2
126	нет ни	2	2
127	на этом	5	2
128	не видел	2	2
129	же что	2	2
130	интерес к	2	2
131	мы видим	6	2
132	это была	3	2
133	после того	4	2
134	тот же	2	2
135	в сущности	4	2
136	во всех	3	2
137	оно не	2	2
138	отношению к	2	2
139	вместе с	5	2
140	к самому	2	2
141	бессмертия и	2	2
142	еще более	2	2
143	говорит что	2	2
144	и эта	3	2
145	в последней	4	2
146	можно было	3	2
147	нас в	3	2
148	от этого	3	2
149	в которой	2	2
150	ничего не	4	2
