N	2gram	Vygotskiy__6	Stilisti
1	и в	28	42
2	как бы	11	27
3	не только	16	27
4	прежде всего	2	22
5	и т.д	3	20
6	но и	10	15
7	то же	7	15
8	и не	11	14
9	может быть	13	12
10	не может	19	12
11	точки зрения	13	11
12	как и	6	11
13	мы уже	2	11
14	и как	6	10
15	что мы	11	10
16	мы должны	3	10
17	как мы	10	10
18	в этом	27	10
19	при этом	3	9
20	в то	6	9
21	то что	28	9
22	для того	8	9
23	мы не	6	9
24	все же	2	8
25	таким образом	18	8
26	с тем	5	8
27	тем самым	8	8
28	в себе	4	8
29	никогда не	8	7
30	зависимости от	5	7
31	и от	2	7
32	и тем	5	7
33	и на	5	7
34	потому что	22	7
35	так как	10	7
36	с его	3	7
37	в зависимости	5	7
38	слов и	3	7
39	было бы	9	7
40	а не	3	7
41	того чтобы	10	7
42	и его	3	7
43	мы можем	9	7
44	только в	18	7
45	в которой	7	7
46	точку зрения	2	6
47	не в	4	6
48	в этой	5	6
49	на его	3	6
50	в конце	2	6
51	когда мы	6	6
52	в нем	7	6
53	во всех	4	6
54	в процессе	9	6
55	так и	6	6
56	речи и	5	6
57	в области	6	6
58	независимо от	3	5
59	в нашем	4	5
60	тому что	11	5
61	и той	3	5
62	и следовательно	4	5
63	и является	2	5
64	мы видели	8	5
65	те же	3	5
66	с помощью	13	5
67	а в	2	5
68	и наконец	2	5
69	же самое	6	5
70	как это	3	5
71	в сознании	4	5
72	в его	3	5
73	вместе с	7	5
74	в той	4	5
75	с точки	10	5
76	той же	4	5
77	самого начала	7	4
78	все время	3	4
79	само собой	2	4
80	мы называем	2	4
81	в каждом	3	4
82	что именно	2	4
83	можно сказать	6	4
84	к тому	10	4
85	с самого	7	4
86	в качестве	4	4
87	в самом	8	4
88	один из	3	4
89	все это	2	4
90	языка и	5	4
91	того что	24	4
92	так же	15	4
93	его в	6	4
94	бы в	3	4
95	но в	5	4
96	если бы	7	4
97	были бы	2	4
98	и к	6	4
99	у нас	2	4
100	мы видим	7	4
101	слово не	2	4
102	если мы	2	4
103	самом деле	2	4
104	можно было	7	4
105	и то	4	4
106	как только	2	3
107	в разных	5	3
108	до того	3	3
109	что у	2	3
110	это не	5	3
111	этом случае	2	3
112	для нас	2	3
113	но что	4	3
114	хотя и	3	3
115	что всякое	2	3
116	в котором	2	3
117	представить себе	3	3
118	в целом	3	3
119	из них	2	3
120	от того	10	3
121	что оно	7	3
122	во второй	2	3
123	нуждается в	3	3
124	сказать что	13	3
125	и здесь	3	3
126	необходимо чтобы	2	3
127	видели что	3	3
128	и все	5	3
129	в одном	2	3
130	если он	2	3
131	этого слова	2	3
132	том что	19	3
133	еще не	8	3
134	и развития	6	3
135	что и	4	3
136	отношения к	3	3
137	только на	2	3
138	связь между	4	3
139	что такое	3	3
140	между ними	7	3
141	связи с	3	3
142	не знает	3	3
143	зависит от	3	2
144	в частности	4	2
145	друг другу	2	2
146	вопрос о	5	2
147	в том	28	2
148	развития в	6	2
149	но это	2	2
150	очевидно что	3	2
151	для него	6	2
152	до конца	3	2
153	в пределах	5	2
154	несмотря на	2	2
155	с развитием	6	2
156	себе и	2	2
157	но мы	3	2
158	не с	2	2
159	в этих	2	2
160	отношение к	7	2
161	целый ряд	4	2
162	в связи	2	2
163	в отношении	10	2
164	этом отношении	3	2
165	все эти	2	2
166	который мы	4	2
167	в которых	2	2
168	в своих	3	2
169	для каждого	2	2
170	по своей	3	2
171	мы имеем	4	2
172	к которому	2	2
173	в основе	3	2
174	что то	3	2
175	нашего исследования	5	2
176	для всех	2	2
177	между собой	9	2
178	с этим	4	2
179	связанные с	3	2
180	ясно что	4	2
181	что он	18	2
182	только тогда	4	2
183	представляет собой	3	2
184	но не	10	2
185	по своему	2	2
186	связано с	3	2
187	как таковое	2	2
188	на развитие	5	2
189	в своей	2	2
190	с ней	3	2
191	сих пор	3	2
192	как в	3	2
193	одной и	3	2
194	перейти к	2	2
195	в значительной	2	2
196	с ним	2	2
197	у них	2	2
198	этот вопрос	3	2
199	вне которой	2	2
200	между двумя	2	2
201	тем что	8	2
202	тем и	3	2
203	и вообще	2	2
204	значений слов	5	2
205	которые в	4	2
206	как с	2	2
