N	3gram	Bakhtin_fo_1	Myshleni
1	в том что	2	31
2	с точки зрения	2	11
3	с одной стороны	2	9
4	в этом отношении	3	7
5	одно и то	3	6
6	и то же	3	6
7	и того же	5	5
8	так же как	2	5
9	друг на друга	2	5
10	одного и того	5	5
11	для того чтобы	5	5
12	же как и	2	4
13	по сравнению с	2	3
14	в связи с	5	3
15	как мы уже	8	3
16	вместе с тем	2	3
17	в том числе	4	2
18	с нашей точки	3	2
19	том числе и	2	2
20	нашей точки зрения	3	2
21	и не только	2	2
22	между этими двумя	3	2
23	одной стороны и	2	2
24	мы уже говорили	3	2
25	в отличие от	2	2
26	но и в	2	2
