N	2gram	Medvedev_F_1	Myslijsy
1	то что	8	29
2	может быть	14	26
3	таким образом	13	24
4	в том	6	23
5	и в	24	23
6	в этом	15	23
7	и не	20	18
8	что в	4	17
9	при этом	5	15
10	только в	2	15
11	как и	11	14
12	в себе	3	14
13	то же	10	14
14	того что	5	14
15	если бы	4	13
16	не было	3	12
17	а не	10	12
18	по себе	5	11
19	но и	7	11
20	не в	8	11
21	не может	16	11
22	и потому	9	10
23	по отношению	4	10
24	не только	7	10
25	не есть	2	9
26	между тем	2	9
27	в своем	11	8
28	было бы	6	8
29	отношению к	4	8
30	мы не	3	8
31	но в	5	8
32	с тем	2	7
33	это не	2	7
34	в нем	14	7
35	что и	2	7
36	и что	2	7
37	вовсе не	10	7
38	и т	12	7
39	как в	8	7
40	с этим	2	7
41	что такое	2	7
42	этого слова	3	7
43	независимо от	4	6
44	и к	4	6
45	в ряду	2	6
46	вместе с	2	6
47	в которой	4	6
48	так и	18	6
49	не можем	2	5
50	для него	3	5
51	таким же	2	5
52	в его	23	5
53	как бы	6	5
54	поэтического произведения	3	5
55	все это	9	5
56	не менее	11	5
57	должно быть	11	5
58	а в	6	5
59	с ним	2	5
60	не из	4	5
61	во всяком	4	5
62	так сказать	3	5
63	думать что	3	4
64	и более	2	4
65	и все	6	4
66	что он	3	4
67	это последнее	3	4
68	до сих	6	4
69	только как	2	4
70	и может	4	4
71	но есть	2	4
72	в одном	2	4
73	от того	2	4
74	между ними	3	4
75	сих пор	6	4
76	только на	5	4
77	в истории	4	4
78	тем самым	3	4
79	хотя бы	5	4
80	так же	4	4
81	с другими	4	4
82	точки зрения	16	4
83	т п	4	4
84	в то	9	4
85	если же	2	4
86	его в	3	4
87	и с	8	4
88	только не	2	3
89	все более	2	3
90	никогда не	4	3
91	связи с	3	3
92	в них	3	3
93	именно в	8	3
94	но это	3	3
95	же время	8	3
96	еще не	6	3
97	в действительности	2	3
98	не от	2	3
99	и если	2	3
100	к тому	3	3
101	на его	2	3
102	в самом	5	3
103	всяком случае	4	3
104	в каждом	3	3
105	и их	10	3
106	в процессе	9	3
107	со стороны	5	3
108	т д	8	3
109	все эти	6	3
110	и других	3	3
111	на самом	7	3
112	уже не	2	3
113	лишь в	8	3
114	самом деле	6	3
115	должны быть	5	3
116	ко всем	2	3
117	в науке	2	3
118	и на	8	3
119	и до	5	3
120	даже и	2	3
121	в искусстве	5	3
122	с точки	13	3
123	на нее	2	3
124	в другой	2	2
125	и как	3	2
126	в нашем	2	2
127	сами по	2	2
128	с другой	5	2
129	оно не	4	2
130	не как	4	2
131	а как	2	2
132	вопрос о	2	2
133	значение и	3	2
134	человек не	3	2
135	в различных	2	2
136	отношение к	3	2
137	виду что	2	2
138	все в	2	2
139	и здесь	6	2
140	в ее	8	2
141	в самой	2	2
142	у нас	5	2
143	более и	2	2
144	в большинстве	3	2
145	в свою	8	2
146	она не	6	2
147	к другим	2	2
148	в ней	10	2
149	он не	3	2
150	и др	5	2
151	один из	3	2
152	искусств как	2	2
153	не с	2	2
154	и это	2	2
155	в мире	4	2
156	настоящего времени	2	2
157	конечно не	4	2
158	художественное произведение	6	2
159	как она	3	2
160	этот образ	2	2
161	если мы	2	2
162	но эта	2	2
163	как мы	5	2
164	эта связь	2	2
165	и даже	3	2
166	не так	2	2
167	друг друга	4	2
168	и его	10	2
169	есть лишь	2	2
170	или иначе	2	2
171	в своих	2	2
172	и чем	3	2
173	бы ни	5	2
174	к ней	2	2
175	из виду	2	2
176	влияние на	3	2
177	бы в	3	2
178	гуманитарных наук	2	2
179	большинстве случаев	2	2
180	его содержание	2	2
181	быть и	4	2
182	мысли в	2	2
183	в области	3	2
