N	2gram	Medvedev_F_2	Problemy
1	и в	38	34
2	и не	20	29
3	как бы	4	27
4	что он	5	23
5	в его	10	22
6	к другому	2	20
7	может быть	23	19
8	в нем	13	19
9	не может	14	19
10	и все	3	19
11	как и	9	18
12	но в	4	16
13	все это	3	16
14	и его	21	16
15	в этом	27	16
16	и с	9	15
17	прежде всего	15	15
18	он не	6	15
19	то же	6	14
20	к нему	3	14
21	самом деле	8	13
22	для него	7	13
23	т е	26	12
24	но и	13	12
25	же время	5	12
26	и к	4	12
27	потому что	2	12
28	в то	5	12
29	вовсе не	11	11
30	в сущности	4	11
31	то что	6	11
32	на самом	3	11
33	не только	9	10
34	слова и	7	10
35	не в	15	9
36	а не	6	9
37	самого начала	2	8
38	никогда не	2	8
39	с самого	2	8
40	в самом	16	8
41	и т	14	8
42	точки зрения	8	8
43	с ним	2	8
44	что же	5	8
45	и для	5	8
46	слова в	3	7
47	что в	7	7
48	и даже	4	7
49	все же	8	7
50	как мы	7	7
51	что не	4	7
52	там где	4	7
53	что они	4	6
54	в пределах	12	6
55	отношение к	2	6
56	и на	3	6
57	с ними	2	6
58	с его	11	6
59	от него	2	6
60	так и	8	6
61	т п	9	6
62	в плане	2	6
63	только в	6	6
64	все время	6	5
65	что это	3	5
66	это не	2	5
67	и от	2	5
68	в конце	2	5
69	к тому	4	5
70	но все	3	5
71	того что	3	5
72	дело идет	4	5
73	всяком случае	5	5
74	в целом	3	5
75	из них	4	5
76	таким образом	20	5
77	лишь в	7	5
78	а в	6	5
79	и наконец	4	5
80	он и	3	5
81	с тем	11	5
82	даже в	2	5
83	что и	8	5
84	хотя бы	6	5
85	в слове	5	5
86	во всяком	5	5
87	в чем	2	5
88	то ни	2	4
89	с другой	3	4
90	ни в	2	4
91	но это	2	4
92	на этом	2	4
93	при этом	9	4
94	в общем	5	4
95	не о	4	4
96	его с	3	4
97	как к	3	4
98	все эти	6	4
99	даже и	4	4
100	но как	2	4
101	его в	3	4
102	так как	4	4
103	если бы	5	4
104	как раз	6	4
105	этом смысле	2	4
106	но не	2	4
107	как в	4	4
108	только на	3	4
109	и прежде	3	4
110	с точки	7	4
111	с другими	10	4
112	тем что	8	4
113	он в	2	4
114	и это	2	4
115	ничего не	4	4
116	вместе с	6	4
117	уже в	2	3
118	для этого	2	3
119	в такой	2	3
120	в том	11	3
121	такой же	3	3
122	совсем не	2	3
123	до конца	2	3
124	в реальном	5	3
125	хотя и	3	3
126	в виду	2	3
127	в котором	2	3
128	есть только	2	3
129	мы видели	4	3
130	жизни и	3	3
131	другой стороны	4	3
132	вот как	4	3
133	ее как	2	3
134	в одной	2	3
135	как такового	6	3
136	должно быть	2	3
137	быть даже	2	3
138	их в	2	3
139	говорит он	5	3
140	в ней	6	3
141	говорить о	5	3
142	в высшей	4	3
143	конце концов	2	3
144	большинстве случаев	3	3
145	бы в	5	3
146	установкой на	2	3
147	не как	4	3
148	раз и	4	3
149	по себе	7	3
150	в ее	2	3
151	том что	2	3
152	между тем	2	3
153	лишь о	2	3
154	в своей	7	3
155	сводится к	5	3
156	и как	3	3
157	без исключения	2	3
158	и то	2	3
159	функции в	2	3
160	высшей степени	4	3
161	это было	3	3
162	не было	6	2
163	в сторону	4	2
164	тому что	2	2
165	столь же	2	2
166	та же	2	2
167	мы знаем	3	2
168	было и	2	2
169	материалом для	3	2
170	в большинстве	4	2
171	было в	2	2
172	например в	3	2
173	к другим	2	2
174	совпадает с	2	2
175	же и	2	2
176	со всею	2	2
177	не является	3	2
178	один из	2	2
179	тому чтобы	2	2
180	и только	5	2
181	т д	5	2
182	что оно	4	2
183	только так	2	2
184	не входит	3	2
185	того или	4	2
186	особенно в	3	2
187	каждый из	3	2
188	с этим	5	2
189	сказать что	2	2
190	и должно	5	2
191	слово в	2	2
192	как она	2	2
193	и лишь	2	2
194	а как	3	2
195	всех этих	3	2
196	в виноградова	2	2
197	отнюдь не	8	2
198	здесь и	4	2
199	все без	2	2
200	как его	2	2
201	это и	5	2
202	его нельзя	3	2
203	а к	2	2
204	более того	5	2
205	то в	2	2
206	должна была	2	2
207	но именно	3	2
208	было бы	6	2
209	во всех	5	2
210	же степени	2	2
211	быть и	3	2
212	всего этого	5	2
213	находится в	2	2
214	так в	3	2
215	слова как	2	2
216	в отличие	2	2
217	входит в	4	2
218	еще более	5	2
219	в той	2	2
220	уже не	7	2
221	в которой	2	2
222	между двумя	2	2
223	не то	3	2
224	и ее	6	2
225	так сказать	3	2
226	этими двумя	2	2
227	отличие от	2	2
