N	2gram	Bakhtin_Fr_4	DiskursI
1	в качестве	3	34
2	не только	10	28
3	в том	7	23
4	то есть	21	20
5	том что	3	19
6	может быть	2	17
7	и в	29	16
8	как и	12	16
9	в этом	11	15
10	еще не	4	14
11	но и	9	14
12	при этом	3	13
13	и т.п	12	12
14	прежде всего	8	11
15	но не	2	11
16	и не	16	11
17	по своей	3	11
18	с другой	4	10
19	как в	2	10
20	далеко не	5	10
21	в частности	3	9
22	в нем	5	9
23	одной стороны	2	9
24	не может	2	9
25	с одной	2	9
26	а также	2	8
27	своего рода	6	8
28	так и	11	8
29	о том	2	8
30	но в	12	8
31	в основе	2	7
32	в его	8	7
33	со стороны	2	7
34	то же	10	7
35	роль в	3	7
36	в себе	3	7
37	только в	2	7
38	в своем	3	6
39	и как	3	6
40	к тому	2	5
41	как бы	8	5
42	в котором	2	5
43	в своей	5	5
44	то что	4	5
45	в себя	2	5
46	в их	2	5
47	в эпоху	15	5
48	и на	11	5
49	с его	4	4
50	в них	7	4
51	и к	2	4
52	что он	4	4
53	уже не	2	4
54	же время	8	4
55	одной из	2	4
56	связи с	2	4
57	на его	2	4
58	и о	5	4
59	в особенности	2	4
60	перед нами	4	3
61	того же	5	3
62	это не	5	3
63	в одной	2	3
64	в ее	3	3
65	времени и	2	3
66	по своему	4	3
67	один из	4	3
68	все же	3	3
69	из них	6	3
70	таким образом	20	3
71	именно в	2	3
72	того что	3	3
73	другой стороны	3	3
74	и даже	3	3
75	принадлежат к	2	3
76	в своих	2	3
77	сказать что	5	3
78	тем что	4	3
79	точки зрения	4	3
80	в то	10	3
81	тому как	3	3
82	существенную роль	2	3
83	также и	4	3
84	но они	4	2
85	и есть	4	2
86	одновременно и	3	2
87	никогда не	2	2
88	и одновременно	4	2
89	том числе	3	2
90	и все	13	2
91	это в	2	2
92	к этому	2	2
93	в году	3	2
94	в литературе	4	2
95	есть в	2	2
96	более или	3	2
97	на этом	2	2
98	числе и	2	2
99	своего времени	3	2
100	было в	2	2
101	в сущности	6	2
102	хотя и	2	2
103	и др	4	2
104	с ее	3	2
105	себя в	2	2
106	в различных	2	2
107	или менее	3	2
108	жизни в	2	2
109	как к	3	2
110	уже в	2	2
111	как мы	10	2
112	и по	5	2
113	и его	8	2
114	или в	2	2
115	здесь в	6	2
116	подобно тому	3	2
117	наших дней	2	2
118	соответствии с	2	2
119	но как	3	2
120	к которому	2	2
121	в этой	13	2
122	так сказать	2	2
123	они не	2	2
124	в виду	2	2
125	о чем	2	2
126	в новом	2	2
