N	2gram	Tiupa_Anal_1	Vladivir
1	и в	18	30
2	то что	6	20
3	в этом	13	20
4	в том	27	18
5	и не	21	18
6	и с	2	14
7	что он	3	13
8	том что	12	12
9	что в	5	12
10	не только	15	12
11	в его	13	11
12	а в	9	11
13	как мы	2	11
14	а также	3	10
15	не в	14	9
16	для него	2	9
17	было бы	2	9
18	все же	4	9
19	потому что	2	9
20	не может	22	9
21	в то	9	9
22	вместе с	4	8
23	но и	17	8
24	что же	2	8
25	но в	8	8
26	никогда не	2	7
27	точки зрения	6	7
28	и все	3	7
29	ни в	4	7
30	может быть	29	7
31	а не	17	7
32	то есть	11	7
33	прежде всего	6	6
34	и к	3	6
35	только в	6	6
36	в себе	11	6
37	а именно	3	6
38	и его	5	6
39	также и	2	6
40	и то	2	5
41	по себе	4	5
42	как и	13	5
43	то в	2	5
44	при этом	12	5
45	того же	4	5
46	в своей	6	5
47	как бы	5	5
48	в котором	3	5
49	для себя	2	5
50	так и	4	5
51	того что	4	5
52	все эти	2	5
53	так как	2	5
54	с ним	4	5
55	разного рода	3	4
56	с его	3	4
57	именно в	4	4
58	вовсе не	2	4
59	можно сказать	2	4
60	в этой	5	4
61	в целом	5	4
62	на его	2	4
63	несмотря на	2	4
64	и о	2	4
65	он не	3	4
66	в нем	3	4
67	не есть	8	4
68	со стороны	2	4
69	то же	9	4
70	той же	2	4
71	и на	5	4
72	в начале	2	4
73	о том	5	4
74	здесь не	2	4
75	в которой	2	4
76	отношение к	2	4
77	хотя бы	3	3
78	едва ли	2	3
79	из этих	2	3
80	же время	6	3
81	что и	3	3
82	и как	5	3
83	тем более	2	3
84	но не	10	3
85	в данном	2	3
86	с точки	4	3
87	в отличие	6	3
88	отношения к	2	3
89	таким образом	3	3
90	уже не	4	3
91	должно быть	2	3
92	отличие от	6	3
93	в таком	3	3
94	не столько	2	3
95	я в	3	3
96	не говоря	2	3
97	говоря о	2	3
98	нет ничего	2	3
99	в области	4	3
100	к нему	3	2
101	еще в	2	2
102	и есть	3	2
103	однако в	3	2
104	это не	6	2
105	себе в	2	2
106	бытия и	2	2
107	тогда когда	2	2
108	на все	2	2
109	к тому	7	2
110	ли он	2	2
111	на этом	2	2
112	и сам	2	2
113	такого рода	5	2
114	в самом	6	2
115	в сущности	6	2
116	не могу	2	2
117	в частности	19	2
118	том чтобы	7	2
119	ни с	3	2
120	и потому	2	2
121	о нем	3	2
122	для того	4	2
123	будто бы	3	2
124	даже в	3	2
125	себя в	6	2
126	и до	2	2
127	его и	2	2
128	данном случае	2	2
129	в их	5	2
130	как к	2	2
131	собственно говоря	4	2
132	в двух	2	2
133	в той	8	2
134	того чтобы	3	2
135	что не	3	2
136	и по	2	2
137	с бытием	2	2
138	не о	2	2
139	того и	3	2
140	как будто	3	2
141	как он	3	2
142	однако здесь	2	2
143	я и	6	2
144	в новом	2	2
