N	2gram	Losev_Prob_4	Istorich
1	и в	20	28
2	может быть	9	25
3	и т	4	25
4	т д	3	22
5	не может	5	15
6	а не	7	15
7	для нас	6	13
8	мы должны	3	13
9	мы имеем	6	13
10	что в	3	12
11	то же	7	12
12	не только	24	12
13	только в	23	11
14	что он	8	10
15	все же	2	10
16	прежде всего	11	10
17	но и	14	10
18	мы не	7	10
19	и что	2	10
20	в том	20	9
21	о том	5	9
22	то что	15	9
23	и не	28	9
24	не в	13	9
25	так и	10	9
26	что это	2	8
27	если бы	8	8
28	таким образом	8	8
29	в этом	9	8
30	но в	8	8
31	в этих	5	7
32	это не	7	7
33	том что	12	7
34	здесь мы	3	7
35	еще не	7	7
36	было бы	14	7
37	в ней	7	7
38	а в	4	7
39	так же	5	7
40	что мы	3	7
41	с другой	7	6
42	не менее	10	6
43	к тому	3	6
44	тем не	10	6
45	что и	3	6
46	в этой	4	6
47	его в	2	6
48	так как	5	6
49	вместе с	5	6
50	в одном	4	5
51	что они	2	5
52	более или	2	5
53	что здесь	6	5
54	но не	5	5
55	в качестве	10	5
56	не будем	2	5
57	что она	4	5
58	дело не	3	5
59	или менее	2	5
60	другой стороны	6	5
61	в своем	3	5
62	можно было	4	5
63	или в	5	5
64	сказать что	7	5
65	в его	3	5
66	все это	9	4
67	с тем	4	4
68	связи с	3	4
69	между собой	2	4
70	в пределах	2	4
71	об этом	6	4
72	так что	6	4
73	но все	3	4
74	но это	6	4
75	другими словами	3	4
76	а именно	2	4
77	в связи	3	4
78	с этим	4	4
79	как и	6	4
80	и даже	9	4
81	хотя бы	7	4
82	и для	4	4
83	и с	7	4
84	и на	3	4
85	потому что	15	4
86	то мы	2	4
87	как будто	11	4
88	все эти	16	4
89	здесь не	7	4
90	не то	2	4
91	в какой	4	3
92	точно так	3	3
93	перед нами	13	3
94	по себе	11	3
95	так называемая	2	3
96	ему в	2	3
97	именно в	7	3
98	в начале	3	3
99	для этого	2	3
100	при этом	6	3
101	то время	2	3
102	в целях	5	3
103	у меня	2	3
104	в котором	2	3
105	и по	2	3
106	то это	3	3
107	из них	3	3
108	и тогда	2	3
109	уже не	5	3
110	и его	10	3
111	не просто	16	3
112	если мы	5	3
113	чтобы не	2	3
114	как мы	3	3
115	мы здесь	2	3
116	из которых	3	3
117	и он	2	3
118	есть только	2	3
119	же самое	6	3
120	как это	3	3
121	действия и	2	3
122	или даже	4	3
123	время как	2	3
124	также и	13	3
125	очень много	2	3
126	тем что	3	3
127	в другом	3	3
128	во всем	2	3
129	в то	4	3
130	будто бы	2	3
131	дело в	2	3
132	бы быть	2	3
133	однако это	2	3
134	дело с	2	2
135	не существует	5	2
136	за собой	2	2
137	только для	3	2
138	но они	2	2
139	всех этих	6	2
140	в мифе	3	2
141	в частности	2	2
142	были бы	3	2
143	столь же	2	2
144	но так	2	2
145	то он	2	2
146	и от	6	2
147	и потому	7	2
148	была бы	2	2
149	вовсе не	21	2
150	ясно что	7	2
151	том чтобы	2	2
152	здесь в	5	2
153	не выходит	3	2
154	к своему	2	2
155	ни было	2	2
156	в ее	5	2
157	в зависимости	3	2
158	и как	3	2
159	нечто целое	3	2
160	зависимости от	3	2
161	так чтобы	2	2
162	как о	3	2
163	для него	3	2
164	тот же	2	2
165	нет в	2	2
166	и если	5	2
167	что не	4	2
168	одной из	4	2
169	никто не	2	2
170	с ним	4	2
171	и когда	2	2
172	но если	6	2
173	как бы	4	2
174	по этому	2	2
175	относится к	2	2
176	не вполне	2	2
177	однако не	4	2
178	чистом виде	2	2
179	и тем	7	2
180	в нем	5	2
181	это было	2	2
182	не есть	12	2
183	говорит о	2	2
184	себя в	2	2
185	во всех	4	2
186	с ней	2	2
187	конечно не	3	2
188	указывает на	4	2
189	как в	5	2
190	как раз	4	2
191	то и	5	2
192	и только	4	2
193	он не	2	2
194	в виде	22	2
195	в чистом	2	2
196	еще и	3	2
197	там же	2	2
198	к мифу	2	2
199	и другое	3	2
200	для всех	3	2
201	а только	6	2
202	не так	3	2
203	ни к	2	2
204	однако в	2	2
205	можно назвать	2	2
206	xix века	2	2
207	в себе	12	2
208	при помощи	10	2
209	из этого	3	2
210	мы сейчас	3	2
211	тут и	4	2
212	всякого рода	3	2
213	когда мы	5	2
214	в области	3	2
215	том как	2	2
