N	2gram	Voloshinov_1	Tvorches
1	и в	16	21
2	как бы	5	17
3	в его	4	13
4	то же	2	13
5	что в	3	12
6	как и	2	12
7	с его	7	11
8	том что	3	11
9	все это	4	10
10	он не	2	8
11	то что	3	8
12	у него	2	7
13	в том	3	7
14	при этом	6	7
15	не только	7	7
16	и не	4	7
17	и на	4	7
18	но в	4	7
19	что он	2	6
20	и все	4	6
21	не менее	2	6
22	для него	6	6
23	а в	3	6
24	и его	8	6
25	в этом	9	6
26	о том	2	6
27	отнюдь не	4	5
28	но это	2	5
29	может быть	17	5
30	в этой	4	5
31	таким образом	9	5
32	хотя бы	4	5
33	только в	4	5
34	прежде всего	9	4
35	и как	3	4
36	конечном счете	2	4
37	в конечном	3	4
38	один из	2	4
39	в своей	2	4
40	мысли и	4	4
41	не может	8	4
42	в основном	3	4
43	не существует	2	3
44	самого начала	4	3
45	никогда не	2	3
46	с ним	2	3
47	с ее	4	3
48	с самого	4	3
49	со всеми	2	3
50	в самом	2	3
51	в нем	4	3
52	жизни и	3	3
53	но и	4	3
54	ее в	2	3
55	и других	2	3
56	на самом	4	3
57	и даже	4	3
58	и по	2	3
59	так же	2	3
60	и с	8	3
61	на протяжении	2	3
62	ту же	2	3
63	так как	4	3
64	я и	6	3
65	в основе	3	2
66	в частности	2	2
67	в этих	3	2
68	по крайней	3	2
69	в жизни	2	2
70	к этому	2	2
71	можно сказать	4	2
72	что и	2	2
73	крайней мере	3	2
74	быть может	2	2
75	того же	2	2
76	только на	3	2
77	в него	5	2
78	не будет	2	2
79	вместе с	3	2
80	так и	4	2
81	во всей	2	2
82	в одно	2	2
83	самом деле	6	2
84	что не	2	2
85	и наконец	4	2
86	и притом	3	2
87	в мир	2	2
88	сказать что	7	2
89	могут быть	3	2
90	не знает	2	2
91	в один	4	2
92	в чем	5	2
