N	2gram	Bakhtin_Pr_5	Problema
1	то есть	16	46
2	в его	21	43
3	и не	27	42
4	и в	35	38
5	не может	18	27
6	может быть	14	26
7	как бы	31	22
8	по отношению	6	21
9	отношению к	7	19
10	и с	12	17
11	и его	14	16
12	в нем	16	15
13	в этом	14	15
14	прежде всего	12	13
15	только в	6	13
16	за пределы	3	12
17	но не	6	12
18	ни в	2	11
19	во всех	3	11
20	и для	8	11
21	к нему	13	10
22	отношение к	6	10
23	таким образом	7	10
24	но и	14	9
25	его в	4	9
26	не только	10	9
27	в том	5	8
28	и как	2	8
29	точки зрения	7	8
30	было бы	3	8
31	то что	10	8
32	слова в	6	7
33	что в	6	7
34	с другой	4	7
35	вообще не	2	7
36	не в	10	7
37	в самом	6	7
38	между тем	4	7
39	как и	18	7
40	еще не	7	7
41	в своей	4	7
42	как мы	8	7
43	в плане	6	7
44	в пределах	11	6
45	и наконец	7	6
46	а в	7	6
47	все же	8	6
48	самом деле	10	6
49	с точки	2	6
50	мы можем	2	6
51	там где	7	6
52	ничего не	3	6
53	то же	15	5
54	в своем	2	5
55	это не	3	5
56	высшей степени	3	5
57	при этом	2	5
58	никогда не	4	5
59	все эти	3	5
60	должно быть	3	5
61	рядом с	4	5
62	с ним	7	5
63	себя как	3	5
64	в них	4	5
65	в высшей	3	5
66	его целом	2	5
67	со словом	3	5
68	конечно не	2	5
69	в большинстве	2	5
70	так и	8	5
71	и прежде	4	5
72	в отличие	2	5
73	большинстве случаев	2	5
74	а не	4	5
75	отличие от	2	5
76	не менее	2	4
77	на самом	9	4
78	в ней	2	4
79	в виду	3	4
80	другой стороны	3	4
81	себя самого	7	4
82	в форме	3	4
83	с ними	5	4
84	сказать что	3	4
85	в то	11	4
86	о том	2	4
87	в произведении	2	4
88	но в	19	4
89	вне себя	2	4
90	но конечно	2	4
91	в ее	3	4
92	как в	5	4
93	что не	4	4
94	хотя бы	2	4
95	можно было	2	4
96	в себе	5	4
97	с миром	3	4
98	себя и	8	3
99	то ни	3	3
100	и от	3	3
101	да и	5	3
102	в дальнейшем	2	3
103	но это	6	3
104	же время	10	3
105	например в	2	3
106	хотя и	2	3
107	в целом	3	3
108	все это	14	3
109	на них	7	3
110	и даже	5	3
111	и на	6	3
112	или как	3	3
113	а как	2	3
114	ни было	3	3
115	и все	15	3
116	этом смысле	3	3
117	и к	12	3
118	как его	3	3
119	том что	3	3
120	говорить о	3	3
121	от него	6	3
122	бы то	3	3
123	мы увидим	2	3
124	со всеми	3	3
125	одной из	2	3
126	он не	13	3
127	нет и	4	3
128	слова не	2	3
129	на него	5	3
130	приводит к	2	3
131	в мире	4	3
132	в слове	6	3
133	с другими	2	3
134	не знает	6	3
135	слова и	11	3
136	и это	5	3
137	на этом	2	2
138	я не	8	2
139	в этих	2	2
140	и внешнего	2	2
141	столь же	2	2
142	и мир	2	2
143	что все	2	2
144	в каждом	6	2
145	переходим к	4	2
146	или иной	4	2
147	но зато	4	2
148	войти в	2	2
149	что оно	2	2
150	с самим	15	2
151	все и	4	2
152	ибо в	3	2
153	ивана карамазова	4	2
154	что это	4	2
155	и у	4	2
156	дело идет	3	2
157	совпадает с	2	2
158	той или	4	2
159	в котором	3	2
160	как к	5	2
161	особенно в	2	2
162	человека как	2	2
163	лишь в	7	2
164	и что	6	2
165	того что	3	2
166	есть только	2	2
167	слова с	2	2
168	нему и	4	2
169	нуждается в	3	2
170	самим собою	9	2
171	к себе	18	2
172	но как	4	2
173	в начале	3	2
174	во всем	4	2
175	мы должны	3	2
176	проникает в	2	2
177	можем сказать	2	2
178	в него	3	2
179	слово в	2	2
180	с его	7	2
181	и во	3	2
182	раз и	3	2
183	вовсе не	7	2
184	что он	24	2
185	здесь в	2	2
186	что и	3	2
187	себя в	2	2
188	момент его	2	2
189	и события	2	2
190	бы не	2	2
191	к своему	5	2
192	слово и	2	2
193	со словами	2	2
194	и он	2	2
195	или в	2	2
196	тем что	4	2
197	в виде	7	2
198	в другом	12	2
199	и вообще	2	2
200	показать что	2	2
201	в чем	4	2
