N	2gram	Bakhtin_Fr_7	Freidism
1	таким образом	19	24
2	и не	7	23
3	не может	3	20
4	точки зрения	5	19
5	прежде всего	11	18
6	в этом	15	15
7	в его	12	15
8	с помощью	6	14
9	может быть	4	13
10	и его	9	12
11	как и	14	11
12	как бы	7	11
13	то что	8	11
14	все эти	13	11
15	с точки	3	11
16	и потому	3	10
17	так и	10	10
18	как мы	11	10
19	его в	3	10
20	с ним	2	10
21	но в	8	10
22	с его	2	9
23	и в	41	9
24	во всех	3	9
25	по отношению	2	9
26	все что	4	8
27	что он	3	8
28	отношению к	2	8
29	еще не	2	8
30	в своей	3	8
31	он не	4	8
32	не только	5	8
33	все это	10	8
34	то же	13	8
35	только в	6	8
36	и все	14	8
37	оно и	2	8
38	так как	3	8
39	ни в	6	7
40	тот же	2	7
41	к нему	5	7
42	во всяком	2	7
43	мы видели	5	7
44	отношение к	2	7
45	и наконец	4	7
46	мы уже	12	7
47	никогда не	2	6
48	вовсе не	7	6
49	и ее	2	6
50	для него	6	6
51	того что	2	6
52	в ней	5	6
53	все те	2	6
54	так сказать	3	6
55	и с	4	6
56	и к	5	5
57	в свою	3	5
58	не в	9	5
59	в этой	13	5
60	в чем	2	5
61	в то	10	5
62	в большинстве	2	5
63	что в	9	5
64	но и	9	5
65	на самом	2	5
66	в себя	2	5
67	а в	5	5
68	и на	4	5
69	с этим	2	5
70	большинстве случаев	2	5
71	я не	3	4
72	связанных с	3	4
73	и др	2	4
74	в этих	2	4
75	и образы	4	4
76	к тому	2	4
77	же время	9	4
78	на этом	5	4
79	связанные с	3	4
80	при этом	3	4
81	другими словами	2	4
82	в нем	7	4
83	нигде не	2	4
84	не было	3	4
85	уже не	2	4
86	с самого	2	4
87	и для	5	4
88	совсем не	3	4
89	в которой	2	4
90	той же	3	4
91	мы не	2	4
92	с ними	3	4
93	в данном	2	4
94	потому что	5	4
95	в более	4	4
96	во время	3	4
97	и есть	3	3
98	в них	7	3
99	и от	8	3
100	на место	4	3
101	что все	2	3
102	а только	2	3
103	в себе	11	3
104	он был	3	3
105	и как	2	3
106	но это	3	3
107	учение о	2	3
108	по своему	2	3
109	со всеми	2	3
110	и может	2	3
111	было бы	4	3
112	с ее	3	3
113	жизни и	3	3
114	вместе с	5	3
115	и те	3	3
116	не знает	3	3
117	как в	5	3
118	и вот	2	3
119	свою очередь	3	3
120	и т.п	9	3
121	и по	3	3
122	мы имеем	2	3
123	он дает	4	3
124	такой же	3	3
125	у него	6	3
126	может стать	2	3
127	одна из	4	3
128	найдем в	2	3
129	в силах	2	2
130	есть и	3	2
131	в отношении	3	2
132	уже в	5	2
133	человека в	2	2
134	но их	2	2
135	его целом	2	2
136	но все	4	2
137	и другие	3	2
138	что это	4	2
139	для всех	2	2
140	что между	2	2
141	них и	2	2
142	того же	3	2
143	это не	6	2
144	оно не	2	2
145	же что	2	2
146	в конце	8	2
147	к этому	5	2
148	в одну	4	2
149	ничем не	3	2
150	до конца	2	2
151	влияние на	4	2
152	ни было	2	2
153	том что	4	2
154	на этой	4	2
155	всего этого	2	2
156	они и	2	2
157	а не	2	2
158	связано с	2	2
159	отсюда и	2	2
160	из них	3	2
161	не совсем	2	2
162	которой он	2	2
163	на всю	2	2
164	так называемый	2	2
165	в процессе	2	2
166	конце концов	4	2
167	о нем	3	2
168	в своем	9	2
169	и до	6	2
170	точка зрения	2	2
171	что значит	2	2
172	во второй	2	2
173	выражение в	3	2
174	дело не	2	2
175	все они	6	2
176	в их	3	2
177	только на	2	2
178	во всей	2	2
179	этом отношении	2	2
180	это прежде	2	2
181	в заключение	2	2
182	и у	5	2
183	так же	5	2
184	рядом с	4	2
185	на которой	2	2
186	роль в	2	2
187	мы видим	6	2
188	без труда	2	2
189	и то	2	2
190	их в	2	2
191	от этого	3	2
192	что и	5	2
193	все то	3	2
194	в области	2	2
195	в виду	4	2
196	это было	2	2
