N	2gram	Vygotskiy__4	Tragedij
1	и в	20	18
2	в этом	24	9
3	не только	15	8
4	и не	8	7
5	и на	6	7
6	и с	4	7
7	может быть	12	7
8	как бы	7	7
9	что он	6	6
10	и его	5	6
11	у него	2	6
12	но в	3	6
13	все же	5	5
14	что это	2	5
15	так и	5	5
16	это не	5	5
17	не может	6	5
18	то же	16	5
19	как и	9	5
20	но и	9	4
21	то что	15	4
22	в целом	11	4
23	что в	19	4
24	прежде всего	2	4
25	в нем	2	4
26	так же	11	4
27	том что	35	4
28	в этой	3	4
29	и что	8	4
30	в себе	10	4
31	еще не	2	4
32	уже в	6	3
33	один из	3	3
34	отнюдь не	3	3
35	в своем	4	3
36	как в	5	3
37	все эти	5	3
38	тем самым	7	3
39	и он	2	3
40	и как	9	3
41	к нему	2	3
42	должно быть	3	3
43	в его	11	3
44	что с	4	3
45	для него	2	3
46	при этом	12	3
47	как это	9	3
48	под влиянием	2	2
49	не имеет	2	2
50	перед нами	5	2
51	ребенка в	4	2
52	не могут	3	2
53	но они	2	2
54	что и	9	2
55	на всем	2	2
56	только к	3	2
57	как говорит	2	2
58	в частности	5	2
59	в отличие	2	2
60	данном случае	2	2
61	по мнению	2	2
62	что все	3	2
63	не просто	2	2
64	говорит что	3	2
65	к тому	6	2
66	между этими	2	2
67	столь же	3	2
68	и здесь	2	2
69	в ходе	4	2
70	ни в	3	2
71	ребенка и	9	2
72	в том	42	2
73	друг друга	4	2
74	отличие от	2	2
75	так что	3	2
76	в таком	2	2
77	не в	4	2
78	с первого	3	2
79	что этот	2	2
80	точно так	3	2
81	в данном	2	2
82	и то	10	2
83	потому что	12	2
84	знает что	3	2
85	с тем	6	2
86	тем что	7	2
87	в виде	3	2
88	о том	5	2
89	его в	6	2
90	что эти	2	2
91	и это	2	2
92	в самом	6	2
93	этими двумя	2	2
94	никогда не	5	2
