N	3gram	Losev_Prob_1	Myshleni
1	в том что	5	19
2	с точки зрения	3	10
3	для того чтобы	8	8
4	так же как	2	6
5	то же самое	9	6
6	можно сказать что	3	6
7	можно было бы	2	5
8	и тем самым	3	5
9	и того же	2	4
10	на то что	8	4
11	одного и того	2	4
12	до сих пор	3	3
13	то что мы	6	2
14	именно в этом	2	2
15	то что он	3	2
16	и то что	2	2
17	мы говорим что	2	2
18	с тем что	2	2
19	в этом случае	2	2
20	когда мы говорим	2	2
21	с другой стороны	3	2
22	в связи с	4	2
23	только то что	4	2
24	не только не	3	2
25	не может быть	2	2
26	в этом смысле	6	2
27	в этой области	2	2
