N	2gram	Vinokur_Ku_1	Myslijsy
1	потому что	23	52
2	и в	24	39
3	в языке	8	33
4	может быть	13	27
5	в том	30	26
6	только в	11	25
7	что в	17	22
8	не может	7	22
9	а не	8	21
10	так как	9	21
11	не только	10	21
12	в нем	4	20
13	но и	6	20
14	и не	12	18
15	язык есть	6	17
16	языка и	8	17
17	что язык	7	16
18	том что	21	16
19	так что	4	16
20	не в	11	15
21	в этом	14	15
22	если бы	9	14
23	отношению к	9	13
24	так и	7	13
25	по отношению	8	13
26	в себе	3	13
27	таким образом	12	13
28	было бы	15	12
29	по себе	2	10
30	а потому	5	10
31	что не	5	10
32	не есть	4	10
33	то что	9	10
34	как в	4	10
35	и что	5	10
36	речи и	5	10
37	для нас	2	9
38	как и	2	9
39	тем что	8	9
40	тогда когда	6	9
41	но в	2	9
42	в одном	3	8
43	но не	5	8
44	вместе с	7	8
45	со стороны	4	8
46	язык в	5	8
47	того что	9	8
48	в слове	2	8
49	точки зрения	14	8
50	с другой	7	7
51	язык как	9	7
52	должно быть	3	7
53	на язык	4	7
54	в ней	6	7
55	в истории	3	7
56	с этим	4	7
57	должны быть	2	7
58	это не	7	7
59	то и	2	7
60	в этих	4	7
61	не менее	7	6
62	по мере	3	6
63	тем не	4	6
64	и как	2	6
65	еще не	5	6
66	как бы	7	6
67	что и	4	6
68	все же	12	6
69	и т	33	6
70	то же	8	6
71	при этом	6	6
72	между собою	2	6
73	языка в	12	6
74	в каком	2	6
75	того как	4	6
76	с тем	5	5
77	языка не	3	5
78	вовсе не	10	5
79	языка как	5	5
80	несмотря на	3	5
81	и потому	4	5
82	только тогда	3	5
83	в его	12	5
84	то это	3	5
85	в первом	3	5
86	другой стороны	6	5
87	не имеют	3	5
88	так же	4	5
89	а в	5	5
90	и для	2	5
91	во втором	2	5
92	не имеет	2	5
93	и его	5	5
94	в таком	3	5
95	между тем	5	5
96	не могут	2	4
97	никогда не	2	4
98	тем самым	4	4
99	в стороне	2	4
100	вопрос о	2	4
101	этом смысле	3	4
102	прежде всего	9	4
103	в свою	3	4
104	в смысле	2	4
105	а только	8	4
106	свою очередь	3	4
107	же время	2	4
108	к тому	5	4
109	языка то	2	4
110	увидим что	2	4
111	в каждом	2	4
112	т п	18	4
113	т д	14	4
114	не было	3	4
115	и даже	3	4
116	в более	2	4
117	из этих	4	4
118	есть наука	2	4
119	в то	2	4
120	слова и	4	4
121	там где	4	4
122	бы в	7	4
123	в самой	4	3
124	что это	5	3
125	тому что	3	3
126	в них	7	3
127	что слово	3	3
128	оно не	3	3
129	что все	2	3
130	из одного	3	3
131	со словом	3	3
132	о котором	2	3
133	так например	2	3
134	мере того	3	3
135	только потому	6	3
136	когда в	2	3
137	в этой	3	3
138	в своем	3	3
139	очевидно что	3	3
140	того же	4	3
141	если мы	2	3
142	мы увидим	3	3
143	в своей	2	3
144	история языка	7	3
145	что если	2	3
146	относится к	2	3
147	для того	16	3
148	в состоянии	2	3
149	и тем	2	3
150	связи с	7	3
151	в самом	10	3
152	были бы	2	3
153	заключается в	2	3
154	не мог	2	3
155	о языке	8	3
156	как на	3	3
157	той же	3	3
158	с ним	5	3
159	должна быть	3	3
160	и то	3	3
161	во всяком	5	3
162	хотя и	3	3
163	одно из	2	3
164	он не	2	3
165	что можно	2	3
166	и при	2	3
167	с точки	9	3
168	нужно было	2	3
169	и все	2	3
170	языке есть	2	3
171	к которому	3	3
172	том как	3	3
173	и с	5	3
174	под влиянием	3	2
175	нисколько не	3	2
176	и более	2	2
177	и есть	2	2
178	явлений в	2	2
179	нуждается в	3	2
180	с этой	2	2
181	по крайней	5	2
182	одного и	2	2
183	но с	2	2
184	была бы	3	2
185	как например	2	2
186	значение и	2	2
187	в собственном	2	2
188	на то	4	2
189	слова но	2	2
190	но если	2	2
191	том и	2	2
192	же в	4	2
193	в г	3	2
194	уже не	8	2
195	у нас	10	2
196	но все	2	2
197	если не	3	2
198	истории языка	5	2
199	для них	2	2
200	и может	3	2
201	того чтобы	17	2
202	на себе	6	2
203	если б	2	2
204	в сущности	3	2
205	могли бы	2	2
206	между прочим	2	2
207	и если	3	2
208	одним из	2	2
209	никак не	2	2
210	ли в	2	2
211	в виду	5	2
212	иначе как	2	2
213	не все	2	2
214	крайней мере	5	2
215	но уже	5	2
216	в целом	4	2
217	но язык	2	2
218	что же	6	2
219	в их	3	2
220	тем более	2	2
221	для этого	3	2
222	тогда как	2	2
223	в разных	2	2
224	и того	2	2
225	что оно	3	2
226	то оно	2	2
227	на этот	2	2
228	к языку	5	2
229	или в	2	2
230	хотя бы	10	2
231	доказывает что	2	2
232	во многих	2	2
233	и должно	2	2
234	в таких	4	2
235	том же	2	2
236	иное как	2	2
237	даже и	3	2
238	с языком	2	2
239	он есть	3	2
240	видно что	2	2
241	его к	3	2
242	о том	9	2
243	есть в	4	2
244	так сказать	5	2
245	когда мы	2	2
246	не потому	5	2
247	в которой	6	2
248	то мы	3	2
