N	3gram	Losev_Prob_1	Vladivir
1	о том что	5	7
2	в том что	5	7
3	то что он	3	5
4	в этом смысле	6	4
5	дело в том	3	4
6	на то что	8	4
7	что же касается	3	4
8	в то же	4	4
9	на этот раз	2	4
10	и то что	2	4
11	более или менее	3	3
12	в конце концов	4	3
13	с другой стороны	3	3
14	не может быть	2	3
15	мы увидим ниже	2	3
16	и т д	10	2
17	тем не менее	18	2
18	можно сказать что	3	2
19	также и то	2	2
20	в истории философии	2	2
21	как мы увидим	2	2
22	как раз и	7	2
23	во всяком случае	3	2
24	истории философии и	2	2
25	так как он	2	2
26	для того чтобы	8	2
27	как это мы	2	2
