N	2gram	Vygotskiy__3	Myslijsy
1	потому что	6	49
2	для нас	2	31
3	и в	25	24
4	может быть	13	23
5	то что	15	20
6	и не	10	19
7	в том	23	18
8	что в	17	16
9	по себе	7	15
10	не только	6	15
11	того же	6	14
12	при этом	5	13
13	было бы	10	13
14	не в	6	13
15	но не	6	12
16	не может	6	12
17	то же	2	12
18	мы можем	7	12
19	если бы	5	11
20	что мы	7	11
21	что и	10	11
22	вместе с	14	11
23	мы не	9	11
24	только в	10	11
25	таким образом	17	11
26	для него	5	10
27	в себе	2	10
28	так что	2	10
29	как в	9	10
30	так как	12	10
31	тогда когда	4	10
32	независимо от	4	9
33	в нем	2	9
34	как бы	10	9
35	но и	4	9
36	то и	4	9
37	а в	4	8
38	том что	20	8
39	или менее	3	8
40	и на	6	8
41	в этом	14	8
42	могут быть	5	8
43	не могут	4	7
44	прежде всего	4	7
45	во всяком	4	7
46	всяком случае	4	7
47	сами по	3	7
48	как и	15	7
49	того что	10	7
50	тем что	8	7
51	с этим	4	7
52	в чем	2	7
53	того как	3	7
54	связи с	9	6
55	с другой	6	6
56	в одном	2	6
57	не есть	3	6
58	и того	4	6
59	и как	5	6
60	свою очередь	2	6
61	не можем	3	6
62	в свою	3	6
63	тем не	5	6
64	между тем	3	6
65	между двумя	2	6
66	одного и	4	6
67	в то	4	6
68	этого слова	4	6
69	и только	2	6
70	слова в	2	5
71	уже в	7	5
72	не менее	6	5
73	столь же	7	5
74	с ним	4	5
75	же в	2	5
76	что они	10	5
77	тот же	2	5
78	на то	4	5
79	о том	5	5
80	и их	3	5
81	так и	5	5
82	в них	2	5
83	от того	4	5
84	для того	7	5
85	все остальные	2	5
86	с другими	2	5
87	из них	4	5
88	все же	6	5
89	место в	2	4
90	главным образом	2	4
91	никогда не	4	4
92	из этих	4	4
93	и вместе	2	4
94	что он	6	4
95	уже не	2	4
96	одна из	2	4
97	и другое	5	4
98	еще не	4	4
99	в самом	3	4
100	время как	4	4
101	в котором	3	4
102	заключает в	2	4
103	с одной	5	4
104	что оно	4	4
105	и что	10	4
106	тем самым	2	4
107	к другому	2	4
108	в таком	2	4
109	тому как	2	4
110	как он	3	4
111	там где	4	4
112	то время	4	4
113	с тем	16	4
114	от другого	2	3
115	что это	5	3
116	смысле этого	4	3
117	оно не	2	3
118	не как	3	3
119	и от	2	3
120	мы называем	2	3
121	и все	4	3
122	человека и	5	3
123	хотя и	2	3
124	ни было	2	3
125	все что	2	3
126	но тем	2	3
127	одной стороны	5	3
128	и может	2	3
129	но это	5	3
130	мы в	2	3
131	мог бы	4	3
132	вслед за	3	3
133	к другим	2	3
134	и во	2	3
135	если в	3	3
136	его в	3	3
137	слова и	6	3
138	в целом	13	3
139	что она	5	3
140	находится в	2	3
141	только что	2	3
142	которых мы	2	3
143	если мы	3	3
144	и у	6	3
145	тем же	4	3
146	и для	2	3
147	бы быть	2	3
148	как на	2	3
149	той же	4	3
150	с ними	3	3
151	и то	2	3
152	от одного	2	3
153	в каком	2	3
154	в этих	2	3
155	которые не	4	3
156	на деле	3	3
157	в эту	2	3
158	и той	2	2
159	самого начала	6	2
160	всех этих	2	2
161	они имеют	2	2
162	но на	3	2
163	этом смысле	2	2
164	связанные с	2	2
165	этих последних	2	2
166	в животном	6	2
167	и его	2	2
168	в какой	4	2
169	что слово	4	2
170	не столько	4	2
171	и это	4	2
172	одной и	2	2
173	в жизни	3	2
174	с нею	2	2
175	между ними	3	2
176	состоит в	3	2
177	к этому	3	2
178	для образования	3	2
179	в собственном	6	2
180	с его	2	2
181	животных и	2	2
182	всем этом	2	2
183	бы что	4	2
184	мы знаем	4	2
185	только потому	2	2
186	бы в	2	2
187	но все	2	2
188	все эти	7	2
189	жизни ребенка	4	2
190	так же	17	2
191	в образовании	7	2
192	что с	4	2
193	значением слова	3	2
194	в нашей	2	2
195	некоторое время	2	2
196	связь между	4	2
197	оба эти	3	2
198	имеет место	3	2
199	в его	15	2
200	и потому	2	2
201	один из	6	2
202	с теми	2	2
203	указывает на	2	2
204	все это	6	2
205	для обозначения	2	2
206	другой стороны	3	2
207	внимание на	2	2
208	вытекает из	2	2
209	в связи	6	2
210	только после	2	2
211	а с	3	2
212	эти последние	2	2
213	и других	2	2
214	в себя	3	2
215	но только	3	2
216	с самого	6	2
217	того чтобы	8	2
218	мы видим	3	2
219	и по	5	2
220	должно быть	2	2
221	друг друга	4	2
222	как это	7	2
223	у человека	2	2
224	или в	2	2
225	по отношению	3	2
226	и здесь	2	2
227	их в	3	2
228	сказать что	4	2
229	тому что	2	2
230	само по	2	2
231	отношения между	5	2
232	во всем	3	2
233	о котором	2	2
234	мы должны	6	2
235	могли бы	11	2
236	на этом	3	2
237	факт что	5	2
238	как оно	3	2
239	слово с	2	2
240	с которыми	3	2
241	к которому	3	2
