N	2gram	Propp_Isto_7	Myslijsy
1	потому что	9	52
2	и в	24	39
3	может быть	14	27
4	в том	7	26
5	только в	6	25
6	что в	13	22
7	не может	14	22
8	а не	8	21
9	так как	8	21
10	не только	21	21
11	в нем	6	20
12	но и	11	20
13	и не	4	18
14	том что	10	16
15	так что	3	16
16	не в	9	15
17	в этом	12	15
18	так и	5	13
19	таким образом	7	13
20	было бы	2	12
21	точно так	2	11
22	мы не	4	10
23	что не	2	10
24	то что	7	10
25	как в	12	10
26	и что	10	10
27	для нас	6	9
28	как и	6	9
29	там же	2	9
30	тем что	6	9
31	тогда когда	3	9
32	но в	5	9
33	но не	6	8
34	вместе с	7	8
35	со стороны	2	8
36	того что	6	8
37	точки зрения	4	8
38	с другой	9	7
39	с этим	2	7
40	должны быть	3	7
41	по его	2	7
42	это не	10	7
43	то и	4	7
44	в этих	13	7
45	не менее	5	6
46	тем не	4	6
47	еще не	8	6
48	как бы	4	6
49	что и	8	6
50	все же	9	6
51	и т	17	6
52	то же	8	6
53	при этом	4	6
54	и по	3	6
55	того как	3	6
56	вовсе не	4	5
57	но это	3	5
58	что при	2	5
59	то это	5	5
60	другой стороны	8	5
61	во всех	7	5
62	не имеют	2	5
63	так же	6	5
64	а в	10	5
65	не имеет	4	5
66	друг друга	2	5
67	и его	3	5
68	не могут	2	4
69	никогда не	4	4
70	вопрос о	3	4
71	прежде всего	2	4
72	мы видели	7	4
73	мы видим	10	4
74	от него	3	4
75	в действительности	2	4
76	увидим что	2	4
77	не по	2	4
78	т д	16	4
79	и даже	3	4
80	из этих	3	4
81	во всем	2	4
82	в то	2	4
83	что мы	3	4
84	там где	5	4
85	что это	6	3
86	тому что	2	3
87	в них	3	3
88	а его	3	3
89	и от	2	3
90	и это	2	3
91	из одного	3	3
92	показывает что	8	3
93	думать что	2	3
94	так например	2	3
95	того же	2	3
96	но тем	2	3
97	мы увидим	6	3
98	она не	2	3
99	одной стороны	5	3
100	в другой	3	3
101	только на	2	3
102	но оно	2	3
103	в состоянии	4	3
104	и тем	2	3
105	связи с	3	3
106	в самом	2	3
107	на него	2	3
108	с одной	5	3
109	но при	2	3
110	не так	2	3
111	или даже	2	3
112	с ним	5	3
113	что по	2	3
114	сказать что	2	3
115	хотя и	3	3
116	он не	6	3
117	мы должны	4	3
118	и все	6	3
119	то не	4	3
120	и другое	2	3
121	по этому	2	2
122	но он	2	2
123	с этой	6	2
124	связь с	2	2
125	не можем	2	2
126	стороны и	2	2
127	на то	3	2
128	как мы	3	2
129	уже не	2	2
130	но все	4	2
131	если не	4	2
132	не будет	2	2
133	после этого	3	2
134	между прочим	3	2
135	и о	2	2
136	и если	3	2
137	к ней	2	2
138	для нее	2	2
139	не все	3	2
140	что заставляет	2	2
141	в их	4	2
142	тем более	2	2
143	тогда как	3	2
144	этот вопрос	2	2
145	вытекает из	2	2
146	на этот	2	2
147	или в	8	2
148	доказывает что	5	2
149	во многих	2	2
150	в таких	2	2
151	к ним	2	2
152	известно что	2	2
153	видно что	5	2
154	в один	2	2
155	все в	2	2
156	что во	2	2
157	его на	2	2
158	о том	9	2
159	при помощи	3	2
160	видеть в	3	2
161	в которой	2	2
162	которые не	2	2
163	в других	4	2
164	мы можем	4	2
