N	2gram	Bakhtin_Fr_6	Vladivir
1	и в	41	40
2	то что	10	28
3	и не	3	25
4	не только	10	25
5	то есть	24	24
6	у него	7	24
7	но и	13	18
8	в том	2	18
9	том что	7	18
10	что в	7	17
11	также и	6	17
12	в этом	12	16
13	так что	2	14
14	в его	7	14
15	не может	4	14
16	точки зрения	2	13
17	вовсе не	7	13
18	только в	3	13
19	а именно	2	12
20	сказать что	6	12
21	в конце	2	12
22	никогда не	8	11
23	таким образом	17	11
24	потому что	3	11
25	о том	9	11
26	прежде всего	10	10
27	и потому	2	10
28	как раз	2	10
29	в году	6	10
30	и его	13	10
31	что это	5	9
32	есть только	3	9
33	и с	16	9
34	и то	2	9
35	в своей	2	9
36	в себе	5	9
37	не был	2	8
38	в своем	5	8
39	в этой	8	8
40	может быть	2	8
41	так же	5	8
42	и что	5	8
43	он не	2	8
44	а также	5	8
45	как мы	12	8
46	а не	2	8
47	что все	2	7
48	и как	4	7
49	хотя и	2	7
50	а в	4	7
51	так как	10	7
52	того что	3	7
53	в то	6	7
54	вместе с	6	7
55	как и	7	7
56	кроме того	9	6
57	и даже	4	6
58	не мог	3	6
59	и на	9	6
60	и от	4	6
61	во всем	5	6
62	так и	5	6
63	с точки	2	6
64	но это	3	6
65	с другой	4	5
66	для нас	2	5
67	но если	2	5
68	все эти	11	5
69	в ней	4	5
70	в истории	2	5
71	в одном	5	5
72	что он	6	5
73	у нас	4	5
74	мы уже	18	5
75	еще в	5	5
76	в данном	3	5
77	тем что	5	5
78	в дальнейшем	2	4
79	что если	2	4
80	до конца	2	4
81	в самом	10	4
82	в котором	4	4
83	в результате	4	4
84	как это	2	4
85	и все	9	4
86	но не	2	4
87	есть и	2	4
88	здесь в	9	4
89	было бы	3	4
90	никак не	3	4
91	даже в	4	4
92	то же	5	4
93	если мы	2	4
94	то он	2	4
95	все же	4	4
96	но в	8	4
97	перед нами	3	3
98	уже в	4	3
99	из этих	2	3
100	и весьма	2	3
101	человека и	2	3
102	одной стороны	4	3
103	при этом	3	3
104	как бы	7	3
105	был бы	2	3
106	в нем	16	3
107	к нему	3	3
108	мы видели	2	3
109	с одной	4	3
110	именно в	4	3
111	все то	5	3
112	в духе	3	3
113	за пределы	2	3
114	вполне понятно	2	3
115	в трактате	2	3
116	того чтобы	4	3
117	и у	2	3
118	не в	4	3
119	и для	3	3
120	и вообще	4	3
121	и вовсе	2	3
122	в чем	3	3
123	это было	2	3
124	он сам	3	2
125	не могут	2	2
126	мы будем	3	2
127	должна быть	2	2
128	в этих	2	2
129	все они	2	2
130	с этой	3	2
131	здесь же	2	2
132	он был	4	2
133	же время	5	2
134	и само	2	2
135	и наконец	4	2
136	другой стороны	2	2
137	которых мы	2	2
138	мы находим	2	2
139	этом отношении	3	2
140	себе в	2	2
141	в начале	3	2
142	что даже	2	2
143	что мы	2	2
144	бы в	2	2
145	только с	3	2
146	были еще	2	2
147	в книге	3	2
148	с его	5	2
149	первый план	3	2
150	здесь и	8	2
151	с этим	3	2
152	стороны и	2	2
153	на первый	3	2
154	того же	4	2
155	из них	5	2
156	одной из	3	2
157	в сущности	8	2
158	но оно	3	2
159	но уже	2	2
160	данном случае	2	2
161	из этого	4	2
162	не на	2	2
163	но с	2	2
164	и сейчас	2	2
165	роль в	4	2
166	мы не	2	2
167	и самая	2	2
168	в другом	4	2
169	связи с	2	2
