N	2gram	Bakhtin_Pr_2	EvropaiC
1	таким образом	5	32
2	в том	6	31
3	и в	43	24
4	том что	2	20
5	все эти	5	19
6	не может	18	18
7	то что	7	17
8	может быть	23	15
9	все же	3	15
10	точки зрения	13	13
11	в своем	4	12
12	до сих	7	12
13	сих пор	7	12
14	самом деле	5	12
15	в этом	13	12
16	все это	5	11
17	между тем	3	11
18	с этим	2	11
19	отношению к	5	10
20	как бы	22	10
21	по отношению	5	10
22	во всех	4	10
23	так и	3	10
24	на то	5	9
25	при этом	6	9
26	друг с	4	9
27	в результате	4	9
28	как и	14	9
29	того же	3	9
30	с другом	4	9
31	что в	4	9
32	не в	11	8
33	в самом	7	8
34	так же	2	8
35	чем у	3	8
36	если бы	3	8
37	и все	6	8
38	с точки	8	8
39	не менее	3	7
40	для этого	2	7
41	к тому	4	7
42	но и	14	7
43	и не	29	7
44	и что	5	7
45	из этих	2	7
46	о том	5	7
47	что он	13	7
48	по существу	3	7
49	или менее	3	7
50	более или	3	7
51	а между	2	7
52	должна быть	3	6
53	с другой	4	6
54	так что	5	6
55	друг от	2	6
56	от друга	2	6
57	отличается от	2	6
58	того что	2	6
59	при чем	4	6
60	и на	10	6
61	так как	4	6
62	с ним	3	6
63	и при	2	6
64	еще не	9	6
65	что и	3	6
66	мы можем	2	6
67	только в	4	6
68	что это	2	5
69	и без	2	5
70	тому же	3	5
71	у него	6	5
72	в целом	2	5
73	и их	3	5
74	другой стороны	3	5
75	и с	5	5
76	его в	3	5
77	между собою	4	5
78	но в	10	5
79	и к	3	5
80	в то	7	5
81	по своему	2	5
82	в его	10	5
83	не только	11	5
84	быть и	2	5
85	и для	3	5
86	но все	2	5
87	лишь в	8	5
88	в себе	5	5
89	далеко не	4	5
90	не могут	4	4
91	никогда не	9	4
92	та же	2	4
93	в конце	2	4
94	в такой	2	4
95	тем не	2	4
96	хотя и	5	4
97	отношение к	2	4
98	из них	2	4
99	в их	3	4
100	должно быть	4	4
101	и то	2	4
102	между собой	2	4
103	мы уже	3	4
104	том же	4	4
105	он не	9	4
106	конце концов	2	4
107	не есть	2	4
108	совершенно не	4	4
109	то же	8	4
110	а с	2	4
111	если мы	2	4
112	хотя бы	2	4
113	в таком	2	4
114	в виде	3	4
115	а лишь	2	3
116	мы будем	3	3
117	в этих	6	3
118	вопрос о	2	3
119	для нас	2	3
120	уже и	2	3
121	в настоящее	2	3
122	в нем	12	3
123	целый ряд	2	3
124	и наконец	6	3
125	а в	5	3
126	это не	3	3
127	каждый из	2	3
128	настоящее время	2	3
129	бы в	5	3
130	прежде всего	10	3
131	в жизни	3	3
132	у нас	2	3
133	мы сказали	2	3
134	во всем	3	3
135	тот же	3	3
136	конечно не	2	3
137	что если	3	3
138	на почве	2	3
139	даже в	3	3
140	должны быть	2	3
141	может служить	2	3
142	и это	4	3
143	отличие от	4	3
144	же не	4	3
145	но на	2	2
146	в сторону	2	2
147	себя и	3	2
148	что у	2	2
149	но так	2	2
150	и говорить	2	2
151	что на	2	2
152	как мы	10	2
153	для него	8	2
154	мы и	2	2
155	такой же	3	2
156	же время	5	2
157	и сам	7	2
158	к нему	5	2
159	образом как	3	2
160	они могут	2	2
161	но для	3	2
162	в виду	3	2
163	в котором	6	2
164	на том	2	2
165	он тоже	3	2
166	и до	4	2
167	образом и	3	2
168	то и	2	2
169	в самой	4	2
170	в одно	3	2
171	ни было	2	2
172	с ними	2	2
173	в которых	2	2
174	и так	2	2
175	также и	3	2
176	во всяком	2	2
177	то есть	4	2
178	друг к	2	2
179	в них	4	2
180	вовсе не	5	2
181	конечно в	2	2
182	а затем	2	2
183	так чтобы	4	2
184	одна из	2	2
185	но не	5	2
186	она не	3	2
187	было бы	5	2
188	на себе	2	2
189	в сущности	9	2
190	которую он	2	2
191	и особенно	2	2
192	в точке	2	2
193	него в	3	2
194	к другу	2	2
195	в процессе	2	2
196	на него	3	2
197	что же	7	2
198	из одного	4	2
199	в себя	3	2
200	между ними	4	2
201	этот вопрос	4	2
202	и ее	3	2
203	в другом	7	2
204	ту же	2	2
205	не знает	3	2
206	этого слова	2	2
207	если же	4	2
208	есть в	3	2
209	и только	3	2
210	в эту	3	2
211	все его	2	2
